accession	level_1	level_2	level_3	level_4	level_5	level_6
Q13185	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	Chromodomain	NULL	NULL
Q8VDS3	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	Chromodomain	NULL	NULL
P45973	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	Chromodomain	NULL	NULL
Q9NSI6	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	WDR domain	NULL	NULL
Q8TAF3	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	WDR domain	NULL	NULL
Q6RI45	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	WDR domain	NULL	NULL
O88509	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	PWWP domain	NULL	NULL
Q9Y6K1	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	PWWP domain	NULL	NULL
Q9UBC3	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	PWWP domain	NULL	NULL
O95696	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	PWWP domain	NULL	NULL
P55201	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	PWWP domain	NULL	NULL
Q9NQV7	Epigenetic regulator	Reader	Methyl-lysine/arginine binding protein	PWWP domain	NULL	NULL
Q05BA5	Epigenetic regulator	Writer	Histone acetyltransferase	SRC family	NULL	NULL
Q15596	Epigenetic regulator	Writer	Histone acetyltransferase	SRC family	NULL	NULL
Q15788	Epigenetic regulator	Writer	Histone acetyltransferase	SRC family	NULL	NULL
Q9Y6Q9	Epigenetic regulator	Writer	Histone acetyltransferase	SRC family	NULL	NULL
O75376	Epigenetic regulator	Writer	Histone acetyltransferase	SRC family	NULL	NULL
P26358	Epigenetic regulator	Writer	DNA methyltransferase	NULL	NULL	NULL
Q9Y6K1	Epigenetic regulator	Writer	DNA methyltransferase	NULL	NULL	NULL
Q9UBC3	Epigenetic regulator	Writer	DNA methyltransferase	NULL	NULL	NULL
O88509	Epigenetic regulator	Writer	DNA methyltransferase	NULL	NULL	NULL
Q9UJW3	Epigenetic regulator	Writer	DNA methyltransferase	NULL	NULL	NULL
O88508	Epigenetic regulator	Writer	DNA methyltransferase	NULL	NULL	NULL
P13864	Epigenetic regulator	Writer	DNA methyltransferase	NULL	NULL	NULL
Q02153	Enzyme	Lyase	Guanylate cyclase	Soluble guanylate cyclase	NULL	NULL
O75343	Enzyme	Lyase	Guanylate cyclase	Soluble guanylate cyclase	NULL	NULL
P33402	Enzyme	Lyase	Guanylate cyclase	Soluble guanylate cyclase	NULL	NULL
Q02108	Enzyme	Lyase	Guanylate cyclase	Soluble guanylate cyclase	NULL	NULL
P51608	Epigenetic regulator	Reader	Methyl-CpG-binding domain	NULL	NULL	NULL
Q9UBB5	Epigenetic regulator	Reader	Methyl-CpG-binding domain	NULL	NULL	NULL
Q8RTE4	Transporter	Not available	NULL	NULL	NULL	NULL
A0MJA5	Transporter	Not available	NULL	NULL	NULL	NULL
P33302	Transporter	Not available	NULL	NULL	NULL	NULL
O15118	Transporter	Not available	NULL	NULL	NULL	NULL
Q3S5C3	Transporter	Not available	NULL	NULL	NULL	NULL
P41948	Transporter	Not available	NULL	NULL	NULL	NULL
Q09GQ4	Transporter	Not available	NULL	NULL	NULL	NULL
Q9N623	Transporter	Not available	NULL	NULL	NULL	NULL
P58735	Transporter	Not available	NULL	NULL	NULL	NULL
O70247	Transporter	Not available	NULL	NULL	NULL	NULL
O35604	Transporter	Not available	NULL	NULL	NULL	NULL
Q9AEG1	Transporter	Not available	NULL	NULL	NULL	NULL
Q63008	Transporter	Not available	NULL	NULL	NULL	NULL
O61059	Transporter	Not available	NULL	NULL	NULL	NULL
P64602	Transporter	Not available	NULL	NULL	NULL	NULL
Q86UW2	Transporter	Not available	NULL	NULL	NULL	NULL
Q9Z1J7	Transporter	Not available	NULL	NULL	NULL	NULL
Q9Y6M7	Transporter	Not available	NULL	NULL	NULL	NULL
Q8BTY2	Transporter	Not available	NULL	NULL	NULL	NULL
Q16206	Transporter	Not available	NULL	NULL	NULL	NULL
Q53GD3	Transporter	Not available	NULL	NULL	NULL	NULL
Q9TU34	Ion channel	Ligand-gated ion channel	IP3 receptor	NULL	NULL	NULL
P11881	Ion channel	Ligand-gated ion channel	IP3 receptor	NULL	NULL	NULL
Q14571	Ion channel	Ligand-gated ion channel	IP3 receptor	NULL	NULL	NULL
P29995	Ion channel	Ligand-gated ion channel	IP3 receptor	NULL	NULL	NULL
Q9Z329	Ion channel	Ligand-gated ion channel	IP3 receptor	NULL	NULL	NULL
P29994	Ion channel	Ligand-gated ion channel	IP3 receptor	NULL	NULL	NULL
Q63269	Ion channel	Ligand-gated ion channel	IP3 receptor	NULL	NULL	NULL
Q8WN95	Ion channel	Ligand-gated ion channel	IP3 receptor	NULL	NULL	NULL
P79248	Ion channel	Ligand-gated ion channel	IP3 receptor	NULL	NULL	NULL
Q8WN96	Ion channel	Ligand-gated ion channel	IP3 receptor	NULL	NULL	NULL
P70227	Ion channel	Ligand-gated ion channel	IP3 receptor	NULL	NULL	NULL
Q14573	Ion channel	Ligand-gated ion channel	IP3 receptor	NULL	NULL	NULL
Q14643	Ion channel	Ligand-gated ion channel	IP3 receptor	NULL	NULL	NULL
Q14654	Ion channel	Voltage-gated ion channel	Potassium channels	Inwardly rectifying potassium channel	NULL	NULL
Q61743	Ion channel	Voltage-gated ion channel	Potassium channels	Inwardly rectifying potassium channel	NULL	NULL
P70673	Ion channel	Voltage-gated ion channel	Potassium channels	Inwardly rectifying potassium channel	NULL	NULL
Q63664	Ion channel	Voltage-gated ion channel	Potassium channels	Inwardly rectifying potassium channel	NULL	NULL
Q15842	Ion channel	Voltage-gated ion channel	Potassium channels	Inwardly rectifying potassium channel	NULL	NULL
P48048	Ion channel	Voltage-gated ion channel	Potassium channels	Inwardly rectifying potassium channel	NULL	NULL
P63252	Ion channel	Voltage-gated ion channel	Potassium channels	Inwardly rectifying potassium channel	NULL	NULL
P48549	Ion channel	Voltage-gated ion channel	Potassium channels	Inwardly rectifying potassium channel	NULL	NULL
P48544	Ion channel	Voltage-gated ion channel	Potassium channels	Inwardly rectifying potassium channel	NULL	NULL
P48050	Ion channel	Voltage-gated ion channel	Potassium channels	Inwardly rectifying potassium channel	NULL	NULL
P78508	Ion channel	Voltage-gated ion channel	Potassium channels	Inwardly rectifying potassium channel	NULL	NULL
O60928	Ion channel	Voltage-gated ion channel	Potassium channels	Inwardly rectifying potassium channel	NULL	NULL
P48051	Ion channel	Voltage-gated ion channel	Potassium channels	Inwardly rectifying potassium channel	NULL	NULL
Q92806	Ion channel	Voltage-gated ion channel	Potassium channels	Inwardly rectifying potassium channel	NULL	NULL
P63251	Ion channel	Voltage-gated ion channel	Potassium channels	Inwardly rectifying potassium channel	NULL	NULL
P48548	Ion channel	Voltage-gated ion channel	Potassium channels	Inwardly rectifying potassium channel	NULL	NULL
P35560	Ion channel	Voltage-gated ion channel	Potassium channels	Inwardly rectifying potassium channel	NULL	NULL
P35561	Ion channel	Voltage-gated ion channel	Potassium channels	Inwardly rectifying potassium channel	NULL	NULL
P21817	Ion channel	Ligand-gated ion channel	Ryanodine receptor	NULL	NULL	NULL
E9PZQ0	Ion channel	Ligand-gated ion channel	Ryanodine receptor	NULL	NULL	NULL
A2AGL3	Ion channel	Ligand-gated ion channel	Ryanodine receptor	NULL	NULL	NULL
F1LMY4	Ion channel	Ligand-gated ion channel	Ryanodine receptor	NULL	NULL	NULL
P16960	Ion channel	Ligand-gated ion channel	Ryanodine receptor	NULL	NULL	NULL
Q9R273	Ion channel	Ligand-gated ion channel	Ryanodine receptor	NULL	NULL	NULL
B0LPN4	Ion channel	Ligand-gated ion channel	Ryanodine receptor	NULL	NULL	NULL
Q28953	Ion channel	Ligand-gated ion channel	Ryanodine receptor	NULL	NULL	NULL
P30957	Ion channel	Ligand-gated ion channel	Ryanodine receptor	NULL	NULL	NULL
Q8WN72	Ion channel	Ligand-gated ion channel	Ryanodine receptor	NULL	NULL	NULL
Q92736	Ion channel	Ligand-gated ion channel	Ryanodine receptor	NULL	NULL	NULL
Q15413	Ion channel	Ligand-gated ion channel	Ryanodine receptor	NULL	NULL	NULL
P11716	Ion channel	Ligand-gated ion channel	Ryanodine receptor	NULL	NULL	NULL
E9Q401	Ion channel	Ligand-gated ion channel	Ryanodine receptor	NULL	NULL	NULL
H9CNL0	Ion channel	Ligand-gated ion channel	Ryanodine receptor	NULL	NULL	NULL
I3VR33	Ion channel	Ligand-gated ion channel	Ryanodine receptor	NULL	NULL	NULL
Q9ERZ8	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
Q9WUD2	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
Q9HBA0	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
Q7Z2W7	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
Q8NER1	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
Q8R455	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
Q9Y5S1	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
O35433	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
Q6R5A3	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
Q6RI86	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
Q697L1	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
Q13563	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
Q8NET8	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
Q8BLA8	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
P98161	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
O75762	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
Q9EPK8	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
Q9H1D0	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
Q9P0L9	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
Q704Y3	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
Q8TDD5	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
Q9NZQ8	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
Q9UL62	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
Q96QT4	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
O94759	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
Q8TD43	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
Q9BX84	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
Q9NQA5	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
Q13507	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
Q9Y210	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
Q8R4D5	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
Q925B3	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
Q923J1	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
Q61143	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
Q9JJH7	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
Q8K424	Ion channel	Voltage-gated ion channel	Transient receptor potential channel	NULL	NULL	NULL
P47775	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
Q6XCE7	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
Q9R1K6	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
Q9UJ42	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
Q7Z601	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
Q7TQN9	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
O43194	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
Q14330	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
Q9UNW8	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
Q8TDV0	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
A6QR73	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
P32249	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
Q3U6B2	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
Q9Y2T5	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
Q13585	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
Q9BPV8	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
Q8IZ08	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
Q9GZN0	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
Q5U431	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
P46093	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
Q6DWJ6	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
Q9BXC1	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
Q9UPC5	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
O00398	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
Q8BFU7	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
F1LWD8	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
Q15743	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
O14804	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
Q8NHB7	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
Q8IYL9	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
P46095	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
Q3U507	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
Q5QD14	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
Q1L4E8	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
Q9NQS5	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
Q9EPB7	Membrane receptor	Family A G protein-coupled receptor	NULL	NULL	NULL	NULL
Q8K4Z6	Membrane receptor	Family C G protein-coupled receptor	NULL	NULL	NULL	NULL
Q9UHC3	Ion channel	Ligand-gated ion channel	Acid-sensing ion channel	NULL	NULL	NULL
Q16515	Ion channel	Ligand-gated ion channel	Acid-sensing ion channel	NULL	NULL	NULL
P78348	Ion channel	Ligand-gated ion channel	Acid-sensing ion channel	NULL	NULL	NULL
Q6NXK8	Ion channel	Ligand-gated ion channel	Acid-sensing ion channel	NULL	NULL	NULL
Q925H0	Ion channel	Ligand-gated ion channel	Acid-sensing ion channel	NULL	NULL	NULL
Q6X1Y6	Ion channel	Ligand-gated ion channel	Acid-sensing ion channel	NULL	NULL	NULL
P55926	Ion channel	Ligand-gated ion channel	Acid-sensing ion channel	NULL	NULL	NULL
Q62962	Ion channel	Ligand-gated ion channel	Acid-sensing ion channel	NULL	NULL	NULL
Q9R0W5	Ion channel	Ligand-gated ion channel	Acid-sensing ion channel	NULL	NULL	NULL
Q70GM3	Ion channel	Ligand-gated ion channel	NULL	NULL	NULL	NULL
H9U2W1	Ion channel	Ligand-gated ion channel	NULL	NULL	NULL	NULL
H9U2V9	Ion channel	Ligand-gated ion channel	NULL	NULL	NULL	NULL
E0V9W2	Ion channel	Ligand-gated ion channel	NULL	NULL	NULL	NULL
H9U2W0	Ion channel	Ligand-gated ion channel	NULL	NULL	NULL	NULL
E0VY07	Ion channel	Ligand-gated ion channel	NULL	NULL	NULL	NULL
E0W492	Ion channel	Ligand-gated ion channel	NULL	NULL	NULL	NULL
E0VDF7	Ion channel	Ligand-gated ion channel	NULL	NULL	NULL	NULL
E0VDF4	Ion channel	Ligand-gated ion channel	NULL	NULL	NULL	NULL
E0VDF5	Ion channel	Ligand-gated ion channel	NULL	NULL	NULL	NULL
P91730	Ion channel	Ligand-gated ion channel	NULL	NULL	NULL	NULL
E0VB20	Ion channel	Ligand-gated ion channel	NULL	NULL	NULL	NULL
Q25634	Ion channel	Ligand-gated ion channel	NULL	NULL	NULL	NULL
E0VB18	Ion channel	Ligand-gated ion channel	NULL	NULL	NULL	NULL
E0VP62	Ion channel	Ligand-gated ion channel	NULL	NULL	NULL	NULL
P0AD68	Enzyme	Protease	NULL	NULL	NULL	NULL
P02919	Enzyme	Protease	NULL	NULL	NULL	NULL
Q51504	Enzyme	Protease	NULL	NULL	NULL	NULL
Q9X6V3	Enzyme	Protease	NULL	NULL	NULL	NULL
Q9X6W0	Enzyme	Protease	NULL	NULL	NULL	NULL
Q54618	Enzyme	Protease	NULL	NULL	NULL	NULL
Q75YK0	Enzyme	Protease	NULL	NULL	NULL	NULL
Q51505	Enzyme	Protease	NULL	NULL	NULL	NULL
Q75Y54	Enzyme	Protease	NULL	NULL	NULL	NULL
Q9X6V7	Enzyme	Protease	NULL	NULL	NULL	NULL
Q75YD8	Enzyme	Protease	NULL	NULL	NULL	NULL
Q07806	Enzyme	Protease	NULL	NULL	NULL	NULL
Q75Y37	Enzyme	Protease	NULL	NULL	NULL	NULL
Q9RET4	Enzyme	Protease	NULL	NULL	NULL	NULL
Q04707	Enzyme	Protease	NULL	NULL	NULL	NULL
E3UJZ5	Transcription factor	Nuclear receptor	NULL	NULL	NULL	NULL
Q6RVD3	Transcription factor	Nuclear receptor	NULL	NULL	NULL	NULL
P49882	Transcription factor	Nuclear receptor	NULL	NULL	NULL	NULL
A3EZJ9	Transcription factor	Nuclear receptor	NULL	NULL	NULL	NULL
O18473	Transcription factor	Nuclear receptor	NULL	NULL	NULL	NULL
A3EZJ4	Transcription factor	Nuclear receptor	NULL	NULL	NULL	NULL
O97095	Transcription factor	Nuclear receptor	NULL	NULL	NULL	NULL
Q4W6D0	Transcription factor	Nuclear receptor	NULL	NULL	NULL	NULL
Q8MYA6	Transcription factor	Nuclear receptor	NULL	NULL	NULL	NULL
E5L6Y1	Transcription factor	Nuclear receptor	NULL	NULL	NULL	NULL
Q8MWR2	Transcription factor	Nuclear receptor	NULL	NULL	NULL	NULL
B8RG26	Transcription factor	Nuclear receptor	NULL	NULL	NULL	NULL
E5L6Y0	Transcription factor	Nuclear receptor	NULL	NULL	NULL	NULL
O45117	Transcription factor	Nuclear receptor	NULL	NULL	NULL	NULL
Q8I1M8	Transcription factor	Nuclear receptor	NULL	NULL	NULL	NULL
Q4W6C8	Transcription factor	Nuclear receptor	NULL	NULL	NULL	NULL
Q9GSG8	Transcription factor	Nuclear receptor	NULL	NULL	NULL	NULL
Q8MWR1	Transcription factor	Nuclear receptor	NULL	NULL	NULL	NULL
A3EZK0	Transcription factor	Nuclear receptor	NULL	NULL	NULL	NULL
A3EZJ5	Transcription factor	Nuclear receptor	NULL	NULL	NULL	NULL
Q962I5	Transcription factor	Nuclear receptor	NULL	NULL	NULL	NULL
O76202	Transcription factor	Nuclear receptor	NULL	NULL	NULL	NULL
P20153	Transcription factor	Nuclear receptor	NULL	NULL	NULL	NULL
Q6V7U7	Transcription factor	Nuclear receptor	NULL	NULL	NULL	NULL
P34021	Transcription factor	Nuclear receptor	NULL	NULL	NULL	NULL
O18531	Transcription factor	Nuclear receptor	NULL	NULL	NULL	NULL
P51575	Ion channel	Ligand-gated ion channel	P2X receptor	NULL	NULL	NULL
Q99571	Ion channel	Ligand-gated ion channel	P2X receptor	NULL	NULL	NULL
P51579	Ion channel	Ligand-gated ion channel	P2X receptor	NULL	NULL	NULL
P49653	Ion channel	Ligand-gated ion channel	P2X receptor	NULL	NULL	NULL
P51578	Ion channel	Ligand-gated ion channel	P2X receptor	NULL	NULL	NULL
Q64663	Ion channel	Ligand-gated ion channel	P2X receptor	NULL	NULL	NULL
P47824	Ion channel	Ligand-gated ion channel	P2X receptor	NULL	NULL	NULL
Q9UBL9	Ion channel	Ligand-gated ion channel	P2X receptor	NULL	NULL	NULL
O15547	Ion channel	Ligand-gated ion channel	P2X receptor	NULL	NULL	NULL
P51577	Ion channel	Ligand-gated ion channel	P2X receptor	NULL	NULL	NULL
P56373	Ion channel	Ligand-gated ion channel	P2X receptor	NULL	NULL	NULL
Q3TR36	Ion channel	Ligand-gated ion channel	P2X receptor	NULL	NULL	NULL
Q99572	Ion channel	Ligand-gated ion channel	P2X receptor	NULL	NULL	NULL
P49654	Ion channel	Ligand-gated ion channel	P2X receptor	NULL	NULL	NULL
