accession	parent_molregno	integrated_plasma_activity	predicted
P14061	318924	0.0	1
Q9UKE5	318924	0.0	1
P30518	318924	0.0	1
Q9Y2I1	318924	0.0	1
Q5S007	318924	0.0	1
P35218	318924	0.0	1
P21918	318924	0.0	1
P10275	318924	0.0	1
P28221	318924	0.0	1
P10826	318924	0.0	1
Q13936	318924	0.0	1
P35968	318924	0.0	1
Q13370	318924	0.0	1
P00533	318924	0.0	1
P47901	318924	0.0	1
Q9Y5N1	318924	0.0	1
P48039	318924	0.0	1
P34903	318924	0.0	1
P11362	318924	0.0	1
Q9BUB5	33667	0.0	1
P23975	33667	0.0	1
P16234	33667	0.0	1
P43088	33667	0.0	1
P22303	33667	0.0	1
P06276	33667	0.0	1
P35354	33667	0.0	1
P42684	33667	0.0	1
P48443	33667	0.0	1
Q7L7X3	33667	0.0	1
P07948	33667	0.0	1
P17787	33667	0.0	1
Q9Y2D0	33667	0.0	1
P22748	33667	0.0	1
Q969S8	33667	0.0	1
P28702	33667	0.0	1
P05164	33667	0.0	1
Q9UKE5	33667	0.0	1
Q9Y2I1	33667	0.0	1
P35218	33667	0.0	1
P21918	33667	0.0	1
P10275	33667	0.0	1
Q13936	33667	0.0	1
Q14432	60401	0.0	1
P18507	60401	0.0	1
P21802	60401	0.0	1
P11511	60401	0.0	1
Q9UBN7	60401	0.0	1
P04049	60401	0.0	1
P04150	60401	0.0	1
P27338	60401	0.0	1
P47869	60401	0.0	1
P15056	60401	0.0	1
P00374	60401	0.0	1
P16234	60401	0.0	1
P13945	60401	0.0	1
P52333	60401	0.0	1
P0DMS8	60401	0.0	1
P18405	60401	0.0	1
P31639	60401	0.0	1
P42330	60401	0.0	1
P21917	60401	0.0	1
P41146	60401	0.0	1
P06401	60401	0.0	1
P35348	60401	0.0	1
P42684	60401	0.0	1
P05093	60401	0.0	1
P25103	60401	0.0	1
P15538	60401	0.0	1
P06239	60401	0.0	1
Q16539	60401	0.0	1
Q7L7X3	60401	0.0	1
P07948	60401	0.0	1
P41968	60401	0.0	1
P50052	60401	0.0	1
Q99720	60401	0.0	1
P29597	60401	0.0	1
P07333	60401	0.0	1
P22748	60401	0.0	1
P00747	60401	0.0	1
P30556	60401	0.0	1
P34969	60401	0.0	1
Q969S8	60401	0.0	1
O43570	60401	0.0	1
P25100	60401	0.0	1
Q92769	60401	0.0	1
P08588	60401	0.0	1
P08842	60401	0.0	1
P50406	60401	0.0	1
P35367	60401	0.0	1
P09619	60401	0.0	1
P05164	60401	0.0	1
Q02127	60401	0.0	1
Q9UKE5	60401	0.0	1
P30518	60401	0.0	1
Q5S007	60401	0.0	1
P10275	60401	0.0	1
Q9Y5Y6	60401	0.0	1
P28221	60401	0.0	1
Q13936	60401	0.0	1
P47901	60401	0.0	1
P48039	60401	0.0	1
P08172	60401	0.0	1
P34903	60401	0.0	1
P11362	60401	0.0	1
Q9UKE5	2196851	0.0	1
Q13936	2196851	0.0	1
Q9BY41	581850	0.0	1
Q14432	581850	0.0	1
P21802	581850	0.0	1
Q9UBN7	581850	0.0	1
Q9BUB5	581850	0.0	1
P43681	581850	0.0	1
P35368	581850	0.0	1
P30530	581850	0.0	1
P43088	581850	0.0	1
P18405	581850	0.0	1
P22303	581850	0.0	1
P42330	581850	0.0	1
P06276	581850	0.0	1
P42684	581850	0.0	1
P48443	581850	0.0	1
P04818	581850	0.0	1
Q7L7X3	581850	0.0	1
P07948	581850	0.0	1
Q9Y2D0	581850	0.0	1
P10827	581850	0.0	1
P22748	581850	0.0	1
P10636	581850	0.0	1
P25100	581850	0.0	1
Q92769	581850	0.0	1
P28702	581850	0.0	1
Q8TEK3	581850	0.0	1
P22102	581850	0.0	1
P50406	581850	0.0	1
P35367	581850	0.0	1
P05164	581850	0.0	1
Q9UKE5	581850	0.0	1
Q9Y2I1	581850	0.0	1
P35218	581850	0.0	1
Q13936	581850	0.0	1
Q13370	581850	0.0	1
P47901	581850	0.0	1
Q9Y5N1	581850	0.0	1
Q14432	31289	0.0	1
P12821	31289	0.0	1
P31213	31289	0.0	1
P22303	31289	0.0	1
P28222	31289	0.0	1
P42684	31289	0.0	1
Q7L7X3	31289	0.0	1
P07948	31289	0.0	1
Q9Y2D0	31289	0.0	1
P25100	31289	0.0	1
P08842	31289	0.0	1
P05164	31289	0.0	1
Q9UKE5	31289	0.0	1
P35218	31289	0.0	1
P10275	31289	0.0	1
Q13936	31289	0.0	1
P47901	31289	0.0	1
Q9BY41	27544	0.0	1
Q14432	27544	0.0	1
P18507	27544	0.0	1
P05106	27544	0.0	1
P11511	27544	0.0	1
P30542	27544	0.0	1
Q9UBN7	27544	0.0	1
P04049	27544	0.0	1
P04150	27544	0.0	1
P24557	27544	0.0	1
P27338	27544	0.0	1
P47869	27544	0.0	1
P15056	27544	0.0	1
P00374	27544	0.0	1
Q9BUB5	27544	0.0	1
Q15303	27544	0.0	1
P16234	27544	0.0	1
P10828	27544	0.0	1
P13945	27544	0.0	1
P30989	27544	0.0	1
P43681	27544	0.0	1
P52333	27544	0.0	1
P0DMS8	27544	0.0	1
P22303	27544	0.0	1
P31639	27544	0.0	1
P43116	27544	0.0	1
P06276	27544	0.0	1
P41146	27544	0.0	1
P35354	27544	0.0	1
P43166	27544	0.0	1
P06401	27544	0.0	1
P21554	27544	1.0	1
P42684	27544	0.0	1
P22607	27544	0.0	1
P04626	27544	0.0	1
P25103	27544	0.0	1
P15538	27544	0.0	1
P06239	27544	0.0	1
Q16539	27544	0.0	1
Q7L7X3	27544	0.0	1
P07948	27544	0.0	1
P17787	27544	0.0	1
Q9Y2D0	27544	0.0	1
Q99720	27544	1.0	1
P07333	27544	0.0	1
P10827	27544	0.0	1
P08253	27544	0.0	1
P10636	27544	0.0	1
P12931	27544	0.0	1
Q969S8	27544	0.0	1
O43570	27544	0.0	1
P14618	27544	0.0	1
P25101	27544	0.0	1
Q92769	27544	0.0	1
P08588	27544	0.0	1
P50406	27544	0.0	1
P35367	27544	1.0	1
P09619	27544	0.0	1
P27487	27544	0.0	1
Q16790	27544	0.0	1
P29274	27544	0.0	1
P05164	27544	0.0	1
Q9UKE5	27544	0.0	1
P16050	27544	0.0	1
Q5S007	27544	0.0	1
P35218	27544	0.0	1
P21918	27544	1.0	1
P10275	27544	0.0	1
Q13936	27544	0.0	1
P35968	27544	0.0	1
P20309	27544	1.0	1
P11362	27544	0.0	1
P04150	581859	0.0	1
P14416	581859	0.0	1
P42345	581859	0.0	1
P42684	581859	0.0	1
Q7L7X3	581859	0.0	1
P07948	581859	0.0	1
P05164	581859	0.0	1
Q9UKE5	581859	0.0	1
Q13936	581859	0.0	1
Q9BY41	1592393	0.0	1
Q14432	1592393	0.0	1
P18507	1592393	0.0	1
P28335	1592393	0.0	1
P21802	1592393	0.0	1
P11511	1592393	0.0	1
P30542	1592393	0.0	1
Q9UBN7	1592393	0.0	1
P04049	1592393	0.0	1
P14867	1592393	0.0	1
P24557	1592393	0.0	1
P27338	1592393	0.0	1
P13631	1592393	0.0	1
P47869	1592393	0.0	1
P15056	1592393	0.0	1
P00374	1592393	0.0	1
Q9BUB5	1592393	0.0	1
P23975	1592393	0.0	1
Q15303	1592393	0.0	1
P31213	1592393	0.0	1
P16234	1592393	0.0	1
P13945	1592393	0.0	1
P43681	1592393	0.0	1
P52333	1592393	0.0	1
P35368	1592393	0.0	1
P0DMS8	1592393	0.0	1
P18405	1592393	0.0	1
P22303	1592393	0.0	1
P31639	1592393	0.0	1
P28222	1592393	0.0	1
P42330	1592393	0.0	1
P21917	1592393	0.0	1
P06276	1592393	0.0	1
P41146	1592393	0.0	1
P35354	1592393	0.0	1
P43166	1592393	0.0	1
P06401	1592393	0.0	1
P35348	1592393	0.0	1
P21554	1592393	0.0	1
P42684	1592393	0.0	1
P22607	1592393	0.0	1
P05093	1592393	0.0	1
Q59H18	1592393	0.0	1
P04626	1592393	0.0	1
Q13639	1592393	0.0	1
P04818	1592393	0.0	1
Q16539	1592393	0.0	1
P52895	1592393	0.0	1
Q7L7X3	1592393	0.0	1
P07948	1592393	0.0	1
P17787	1592393	0.0	1
P00918	1592393	0.0	1
P41968	1592393	0.0	1
Q9Y2D0	1592393	0.0	1
Q99720	1592393	0.0	1
P29597	1592393	0.0	1
P07333	1592393	0.0	1
P10827	1592393	0.0	1
P00742	1592393	0.0	1
P22748	1592393	0.0	1
P30556	1592393	0.0	1
P12931	1592393	0.0	1
P14324	1592393	0.0	1
P31645	1592393	0.0	1
P34969	1592393	0.0	1
Q969S8	1592393	0.0	1
O43570	1592393	0.0	1
Q9ULX7	1592393	0.0	1
P25101	1592393	0.0	1
P25100	1592393	0.0	1
P00915	1592393	0.0	1
Q92769	1592393	0.0	1
P28702	1592393	0.0	1
Q8TEK3	1592393	0.0	1
P08588	1592393	0.0	1
P08842	1592393	0.0	1
P28472	1592393	0.0	1
P50406	1592393	0.0	1
P35367	1592393	0.0	1
P46098	1592393	0.0	1
P09619	1592393	0.0	1
P27487	1592393	0.0	1
Q16790	1592393	0.0	1
P29274	1592393	0.0	1
P05164	1592393	0.0	1
Q02127	1592393	0.0	1
P28223	1592393	0.0	1
P14061	1592393	0.0	1
Q9UKE5	1592393	0.0	1
P30518	1592393	0.0	1
Q9Y2I1	1592393	0.0	1
Q5S007	1592393	0.0	1
P35218	1592393	0.0	1
P21918	1592393	0.0	1
Q9Y5Y6	1592393	1.0	1
P28221	1592393	0.0	1
P10826	1592393	0.0	1
Q13936	1592393	0.0	1
P35968	1592393	0.0	1
Q13370	1592393	0.0	1
P00533	1592393	0.0	1
Q9Y5N1	1592393	0.0	1
Q13547	1592393	0.0	1
P48039	1592393	0.0	1
P20309	1592393	0.0	1
P08172	1592393	0.0	1
P34903	1592393	0.0	1
P11362	1592393	0.0	1
Q9BY41	231013	0.0	1
Q14432	231013	0.0	1
P30542	231013	0.0	1
Q9UBN7	231013	0.0	1
P04150	231013	0.0	1
P12821	231013	0.0	1
P15056	231013	0.0	1
Q9BUB5	231013	0.0	1
P31213	231013	0.0	1
P16234	231013	0.0	1
P52333	231013	0.0	1
P0DMS8	231013	0.0	1
P30530	231013	0.0	1
P43088	231013	0.0	1
P22303	231013	0.0	1
P04035	231013	0.0	1
P35354	231013	0.0	1
P21554	231013	0.0	1
P42684	231013	0.0	1
Q59H18	231013	0.0	1
P06239	231013	0.0	1
Q16539	231013	0.0	1
Q7L7X3	231013	0.0	1
P07948	231013	0.0	1
P00918	231013	0.0	1
Q9Y2D0	231013	0.0	1
Q99720	231013	0.0	1
P08908	231013	0.0	1
P07333	231013	0.0	1
P10827	231013	0.0	1
P00742	231013	0.0	1
P10636	231013	0.0	1
P12931	231013	0.0	1
Q92769	231013	0.0	1
P03372	231013	0.0	1
P35367	231013	1.0	1
P09619	231013	0.0	1
P29274	231013	0.0	1
P05164	231013	0.0	1
Q9UKE5	231013	0.0	1
P35218	231013	0.0	1
P21918	231013	0.0	1
P10275	231013	0.0	1
Q13936	231013	0.0	1
P35968	231013	0.0	1
P00533	231013	0.0	1
Q13547	231013	0.0	1
P08172	231013	0.0	1
P18507	378225	0.0	1
P05106	378225	0.0	1
P30542	378225	0.0	1
P04150	378225	0.0	1
P27338	378225	0.0	1
P15056	378225	0.0	1
P13945	378225	0.0	1
P52333	378225	0.0	1
P43088	378225	0.0	1
P22303	378225	0.0	1
P31639	378225	0.0	1
P28482	378225	0.0	1
P42684	378225	0.0	1
P15538	378225	0.0	1
P04818	378225	0.0	1
O60674	378225	0.0	1
P06239	378225	0.0	1
Q16539	378225	0.0	1
Q7L7X3	378225	0.0	1
P07948	378225	0.0	1
P17787	378225	0.0	1
P30556	378225	0.0	1
P34969	378225	0.0	1
O43570	378225	0.0	1
P50406	378225	0.0	1
P00749	378225	0.0	1
P05164	378225	0.0	1
P28223	378225	0.0	1
Q9UKE5	378225	0.0	1
Q5S007	378225	0.0	1
P10275	378225	0.0	1
Q13936	378225	0.0	1
Q9Y5N1	378225	0.0	1
P20309	378225	0.0	1
Q92731	378225	0.0	1
Q9BY41	1380	0.0	1
Q14432	1380	0.0	1
P18507	1380	0.0	1
P05106	1380	0.0	1
P28335	1380	0.0	1
P21802	1380	0.0	1
P11511	1380	0.0	1
P30542	1380	0.0	1
P04049	1380	0.0	1
P14867	1380	0.0	1
P04150	1380	0.0	1
P24557	1380	0.0	1
P27338	1380	0.0	1
P08183	1380	0.0	1
P13631	1380	0.0	1
P12821	1380	0.0	1
P47869	1380	0.0	1
P15056	1380	0.0	1
P00374	1380	0.0	1
Q9BUB5	1380	0.0	1
P23975	1380	0.0	1
Q15303	1380	0.0	1
P31213	1380	0.0	1
P16234	1380	0.0	1
P10828	1380	0.0	1
P13945	1380	1.0	1
P43681	1380	0.0	1
P52333	1380	0.0	1
P35368	1380	0.0	1
P0DMS8	1380	0.0	1
P43088	1380	0.0	1
P18405	1380	0.0	1
P22303	1380	0.0	1
P31639	1380	0.0	1
P28222	1380	0.0	1
P42330	1380	0.0	1
P21917	1380	0.0	1
P04035	1380	0.0	1
P43116	1380	0.0	1
P06276	1380	0.0	1
P41146	1380	0.0	1
P35354	1380	0.0	1
P00519	1380	0.0	1
P43166	1380	0.0	1
P06401	1380	0.0	1
P35348	1380	0.0	1
P21554	1380	0.0	1
P42684	1380	0.0	1
P05093	1380	0.0	1
Q59H18	1380	0.0	1
P04626	1380	0.0	1
P48443	1380	0.0	1
P25103	1380	0.0	1
P15538	1380	0.0	1
Q13639	1380	0.0	1
P04818	1380	0.0	1
O60674	1380	0.0	1
P06239	1380	0.0	1
Q16539	1380	0.0	1
Q7L7X3	1380	0.0	1
P07948	1380	0.0	1
P17787	1380	0.0	1
P41968	1380	0.0	1
P50052	1380	0.0	1
Q9Y2D0	1380	0.0	1
Q99720	1380	0.0	1
P29597	1380	0.0	1
P07333	1380	0.0	1
P10827	1380	0.0	1
P00742	1380	0.0	1
P08173	1380	0.0	1
P22748	1380	0.0	1
P00747	1380	0.0	1
P10636	1380	0.0	1
P12931	1380	0.0	1
P14324	1380	0.0	1
P31645	1380	0.0	1
P34969	1380	0.0	1
Q969S8	1380	0.0	1
O43570	1380	0.0	1
P21728	1380	0.0	1
Q9ULX7	1380	0.0	1
P25101	1380	0.0	1
P25100	1380	0.0	1
P00915	1380	0.0	1
Q92769	1380	0.0	1
Q8N1Q1	1380	0.0	1
P28702	1380	0.0	1
P08588	1380	1.0	1
P03372	1380	0.0	1
P28472	1380	0.0	1
P50406	1380	0.0	1
P35367	1380	0.0	1
P46098	1380	0.0	1
P00749	1380	0.0	1
P09619	1380	0.0	1
P27487	1380	0.0	1
Q16790	1380	0.0	1
P29274	1380	0.0	1
P05164	1380	0.0	1
Q6W5P4	1380	0.0	1
Q02127	1380	0.0	1
P28223	1380	0.0	1
P14061	1380	0.0	1
Q9UKE5	1380	0.0	1
P30518	1380	0.0	1
Q9Y2I1	1380	0.0	1
P16050	1380	0.0	1
Q5S007	1380	0.0	1
P35218	1380	0.0	1
P21918	1380	0.0	1
P10275	1380	0.0	1
Q9Y5Y6	1380	0.0	1
P28221	1380	0.0	1
P10826	1380	0.0	1
Q13936	1380	0.0	1
P35968	1380	0.0	1
Q13370	1380	0.0	1
P00533	1380	0.0	1
P47901	1380	0.0	1
Q9Y5N1	1380	0.0	1
P47898	1380	0.0	1
Q13547	1380	0.0	1
P20309	1380	0.0	1
P08172	1380	0.0	1
P34903	1380	0.0	1
P11362	1380	0.0	1
Q9BY41	16088	0.0	1
P05106	16088	0.0	1
P11511	16088	0.0	1
P30542	16088	0.0	1
P04049	16088	0.0	1
P14867	16088	0.0	1
P12821	16088	0.0	1
P47869	16088	0.0	1
Q9BUB5	16088	0.0	1
Q15303	16088	0.0	1
P16234	16088	0.0	1
P13945	16088	0.0	1
P43681	16088	0.0	1
P0DMS8	16088	0.0	1
P43088	16088	0.0	1
P18405	16088	0.0	1
P22303	16088	0.0	1
P31639	16088	0.0	1
P42330	16088	0.0	1
P04035	16088	0.0	1
P41146	16088	0.0	1
P35354	16088	0.0	1
P43166	16088	0.0	1
P06401	16088	0.0	1
P35348	16088	0.0	1
P21554	16088	1.0	1
P42684	16088	0.0	1
Q59H18	16088	0.0	1
P04626	16088	0.0	1
P15538	16088	0.0	1
Q13639	16088	0.0	1
P06239	16088	0.0	1
Q7L7X3	16088	0.0	1
P07948	16088	0.0	1
P17787	16088	0.0	1
P00918	16088	0.0	1
P50052	16088	0.0	1
Q9Y2D0	16088	0.0	1
P10827	16088	0.0	1
P08253	16088	0.0	1
P10636	16088	0.0	1
P34969	16088	0.0	1
Q969S8	16088	0.0	1
P25101	16088	0.0	1
P25100	16088	0.0	1
Q92769	16088	0.0	1
Q8N1Q1	16088	0.0	1
P28702	16088	0.0	1
Q8TEK3	16088	0.0	1
P08588	16088	0.0	1
P22102	16088	0.0	1
P50406	16088	0.0	1
P35367	16088	0.0	1
P09619	16088	0.0	1
P27487	16088	0.0	1
P29274	16088	0.0	1
P05164	16088	0.0	1
Q9UKE5	16088	0.0	1
Q9Y2I1	16088	0.0	1
Q5S007	16088	0.0	1
P35218	16088	0.0	1
P21918	16088	0.0	1
P28221	16088	0.0	1
P10826	16088	0.0	1
Q13936	16088	0.0	1
P35968	16088	0.0	1
Q13370	16088	0.0	1
P48039	16088	0.0	1
P08172	16088	0.0	1
P34903	16088	0.0	1
Q14432	66028	0.0	1
P18507	66028	0.0	1
P05106	66028	0.0	1
P21802	66028	0.0	1
P11511	66028	0.0	1
P30542	66028	0.0	1
Q9UBN7	66028	0.0	1
P04049	66028	0.0	1
P14867	66028	0.0	1
P24557	66028	0.0	1
P27338	66028	0.0	1
P08183	66028	0.0	1
P12821	66028	0.0	1
P47869	66028	0.0	1
P11473	66028	0.0	1
Q9BUB5	66028	0.0	1
P23975	66028	0.0	1
Q15303	66028	0.0	1
P31213	66028	0.0	1
P16234	66028	0.0	1
P13945	66028	0.0	1
P43681	66028	0.0	1
P52333	66028	0.0	1
P35368	66028	0.0	1
P0DMS8	66028	0.0	1
P43088	66028	0.0	1
P18405	66028	0.0	1
P31639	66028	0.0	1
P28482	66028	0.0	1
P42330	66028	0.0	1
P21917	66028	0.0	1
P04035	66028	0.0	1
P41146	66028	0.0	1
P43166	66028	0.0	1
P06401	66028	0.0	1
P35348	66028	0.0	1
P42684	66028	0.0	1
P22607	66028	0.0	1
Q59H18	66028	0.0	1
P04626	66028	0.0	1
P48443	66028	0.0	1
P15538	66028	0.0	1
Q13639	66028	0.0	1
P04818	66028	0.0	1
P06239	66028	0.0	1
P52895	66028	0.0	1
P07948	66028	0.0	1
P17787	66028	0.0	1
P00918	66028	0.0	1
P41968	66028	0.0	1
P50052	66028	0.0	1
Q9Y2D0	66028	0.0	1
P29597	66028	0.0	1
P07333	66028	0.0	1
P35462	66028	0.0	1
P00742	66028	0.0	1
P31645	66028	0.0	1
Q969S8	66028	0.0	1
P21728	66028	0.0	1
P25101	66028	0.0	1
P25100	66028	0.0	1
P00915	66028	0.0	1
Q8N1Q1	66028	0.0	1
P28702	66028	0.0	1
P08588	66028	0.0	1
P08842	66028	0.0	1
P28472	66028	0.0	1
P35367	66028	0.0	1
P46098	66028	0.0	1
P09619	66028	0.0	1
P27487	66028	0.0	1
Q16790	66028	0.0	1
P29274	66028	0.0	1
P11229	66028	0.0	1
P28223	66028	0.0	1
P14061	66028	0.0	1
Q9UKE5	66028	0.0	1
P30518	66028	0.0	1
Q5S007	66028	0.0	1
P35218	66028	0.0	1
P21918	66028	0.0	1
P10275	66028	0.0	1
P28221	66028	0.0	1
P10826	66028	0.0	1
Q13936	66028	0.0	1
P35968	66028	0.0	1
Q13370	66028	0.0	1
P47901	66028	0.0	1
Q9Y5N1	66028	0.0	1
Q13547	66028	0.0	1
P48039	66028	1.0	1
P20309	66028	0.0	1
P08172	66028	0.0	1
P11362	66028	0.0	1
Q14432	675154	0.0	1
P27338	675154	0.0	1
Q9BUB5	675154	0.0	1
P42345	675154	0.0	1
P16234	675154	0.0	1
P10828	675154	0.0	1
P42330	675154	0.0	1
P42684	675154	0.0	1
Q59H18	675154	0.0	1
P04818	675154	0.0	1
Q7L7X3	675154	0.0	1
P07948	675154	0.0	1
Q9Y2D0	675154	0.0	1
P10827	675154	0.0	1
P28702	675154	0.0	1
P09619	675154	0.0	1
P05164	675154	0.0	1
Q9UKE5	675154	0.0	1
P35218	675154	0.0	1
P10275	675154	0.0	1
Q13936	675154	0.0	1
Q9BY41	674612	0.0	1
Q14432	674612	0.0	1
P18507	674612	0.0	1
P05106	674612	0.0	1
P28335	674612	0.0	1
P21802	674612	0.0	1
P11511	674612	0.0	1
P30542	674612	0.0	1
P04049	674612	0.0	1
P14867	674612	0.0	1
P24557	674612	0.0	1
P27338	674612	0.0	1
P13631	674612	0.0	1
P12821	674612	0.0	1
P47869	674612	0.0	1
P00374	674612	0.0	1
Q9BUB5	674612	0.0	1
P23975	674612	0.0	1
Q15303	674612	0.0	1
P31213	674612	0.0	1
P16234	674612	0.0	1
P13945	674612	0.0	1
P43681	674612	0.0	1
P52333	674612	0.0	1
P35368	674612	0.0	1
P0DMS8	674612	0.0	1
P43088	674612	1.0	1
P18405	674612	0.0	1
P22303	674612	0.0	1
P31639	674612	0.0	1
P28222	674612	0.0	1
P28482	674612	0.0	1
P42330	674612	0.0	1
P21917	674612	0.0	1
P04035	674612	0.0	1
P06276	674612	0.0	1
P41146	674612	0.0	1
P35354	674612	0.0	1
P43166	674612	0.0	1
P06401	674612	0.0	1
P35348	674612	0.0	1
P42684	674612	0.0	1
P22607	674612	0.0	1
P05093	674612	0.0	1
Q59H18	674612	0.0	1
P04626	674612	0.0	1
P48443	674612	0.0	1
P25103	674612	0.0	1
P15538	674612	0.0	1
Q13639	674612	0.0	1
P04818	674612	0.0	1
P06239	674612	0.0	1
Q16539	674612	0.0	1
P52895	674612	0.0	1
Q7L7X3	674612	0.0	1
P07948	674612	0.0	1
P17787	674612	0.0	1
P41968	674612	0.0	1
P50052	674612	0.0	1
Q99720	674612	0.0	1
P29597	674612	0.0	1
P07333	674612	0.0	1
P10827	674612	0.0	1
P08253	674612	0.0	1
P22748	674612	0.0	1
P00747	674612	0.0	1
P30556	674612	0.0	1
P12931	674612	0.0	1
P14324	674612	0.0	1
P31645	674612	0.0	1
P34969	674612	0.0	1
Q969S8	674612	0.0	1
O43570	674612	0.0	1
Q9ULX7	674612	0.0	1
P25101	674612	0.0	1
P25100	674612	0.0	1
Q92769	674612	0.0	1
Q8N1Q1	674612	0.0	1
P08588	674612	0.0	1
P08842	674612	0.0	1
P28472	674612	0.0	1
P50406	674612	0.0	1
P35367	674612	0.0	1
P46098	674612	0.0	1
P09619	674612	0.0	1
P27487	674612	0.0	1
Q16790	674612	0.0	1
P05164	674612	0.0	1
P28223	674612	0.0	1
P14061	674612	0.0	1
Q9UKE5	674612	0.0	1
P30518	674612	0.0	1
Q9Y2I1	674612	0.0	1
Q5S007	674612	0.0	1
P21918	674612	0.0	1
P10275	674612	0.0	1
Q9Y5Y6	674612	0.0	1
P28221	674612	0.0	1
P10826	674612	0.0	1
Q13936	674612	0.0	1
P35968	674612	0.0	1
Q13370	674612	0.0	1
P00533	674612	0.0	1
P47901	674612	0.0	1
Q9Y5N1	674612	0.0	1
P48039	674612	0.0	1
P20309	674612	0.0	1
P08172	674612	0.0	1
P34903	674612	0.0	1
P11362	674612	0.0	1
Q9BY41	125294	0.0	1
P05106	125294	0.0	1
P21802	125294	0.0	1
P04049	125294	0.0	1
P27338	125294	0.0	1
P13631	125294	0.0	1
P15056	125294	0.0	1
P16234	125294	0.0	1
P43681	125294	0.0	1
P52333	125294	0.0	1
P18405	125294	0.0	1
P28222	125294	0.0	1
P06401	125294	0.0	1
P42684	125294	0.0	1
P04818	125294	0.0	1
P52895	125294	0.0	1
Q7L7X3	125294	0.0	1
P07948	125294	0.0	1
P17787	125294	0.0	1
P10827	125294	0.0	1
P08253	125294	0.0	1
P00742	125294	0.0	1
P12931	125294	0.0	1
P14324	125294	0.0	1
P34969	125294	0.0	1
Q969S8	125294	0.0	1
O43570	125294	0.0	1
Q9ULX7	125294	0.0	1
P00915	125294	0.0	1
Q92769	125294	0.0	1
P46098	125294	0.0	1
P09619	125294	0.0	1
P27487	125294	0.0	1
Q16790	125294	0.0	1
P05164	125294	0.0	1
Q9UKE5	125294	0.0	1
P10275	125294	0.0	1
P10826	125294	0.0	1
Q13936	125294	0.0	1
P35968	125294	0.0	1
Q13370	125294	0.0	1
Q9Y5N1	125294	0.0	1
Q13547	125294	0.0	1
P48039	125294	0.0	1
P11362	125294	0.0	1
Q9BY41	755100	0.0	1
Q14432	755100	0.0	1
P05106	755100	0.0	1
P21802	755100	0.0	1
P11511	755100	0.0	1
P30542	755100	0.0	1
Q9UBN7	755100	0.0	1
P04049	755100	0.0	1
P14867	755100	0.0	1
P04150	755100	0.0	1
P27338	755100	0.0	1
P13631	755100	0.0	1
P47869	755100	0.0	1
P15056	755100	0.0	1
P14416	755100	0.0	1
Q9BUB5	755100	0.0	1
P31213	755100	0.0	1
P16234	755100	0.0	1
P10828	755100	0.0	1
O15379	755100	0.0	1
P43681	755100	0.0	1
P52333	755100	0.0	1
P30530	755100	0.0	1
P18405	755100	0.0	1
P22303	755100	0.0	1
P42330	755100	0.0	1
P04035	755100	0.0	1
P06276	755100	0.0	1
P35354	755100	0.0	1
P43166	755100	0.0	1
P21554	755100	0.0	1
P42684	755100	0.0	1
P05093	755100	0.0	1
Q59H18	755100	0.0	1
P04626	755100	0.0	1
P48443	755100	0.0	1
Q13639	755100	0.0	1
P04818	755100	0.0	1
O60674	755100	0.0	1
P06239	755100	0.0	1
Q16539	755100	0.0	1
P52895	755100	0.0	1
Q7L7X3	755100	0.0	1
P07948	755100	0.0	1
P17787	755100	0.0	1
P00918	755100	0.0	1
P50052	755100	0.0	1
Q9Y2D0	755100	0.0	1
P07333	755100	0.0	1
P10827	755100	0.0	1
P00742	755100	0.0	1
P22748	755100	0.0	1
P10636	755100	0.0	1
O43570	755100	0.0	1
Q9ULX7	755100	0.0	1
Q92769	755100	0.0	1
Q8N1Q1	755100	0.0	1
P28702	755100	0.0	1
P08842	755100	0.0	1
P22102	755100	0.0	1
P35367	755100	0.0	1
P09619	755100	0.0	1
P27487	755100	0.0	1
Q16790	755100	0.0	1
P29274	755100	0.0	1
P05164	755100	0.0	1
P11229	755100	1.0	1
Q02127	755100	0.0	1
Q9UKE5	755100	0.0	1
Q9Y2I1	755100	0.0	1
Q5S007	755100	0.0	1
P35218	755100	0.0	1
P10275	755100	0.0	1
P28221	755100	0.0	1
Q13936	755100	0.0	1
P35968	755100	0.0	1
Q13370	755100	0.0	1
P00533	755100	0.0	1
Q9Y5N1	755100	0.0	1
Q13547	755100	0.0	1
P48039	755100	0.0	1
P20309	755100	1.0	1
P08172	755100	1.0	1
P34903	755100	0.0	1
P05106	900489	0.0	1
P28335	900489	0.0	1
P21802	900489	0.0	1
P04049	900489	0.0	1
Q9BUB5	900489	0.0	1
P16234	900489	0.0	1
P43681	900489	0.0	1
P22303	900489	0.0	1
P21917	900489	0.0	1
P06276	900489	0.0	1
P42684	900489	0.0	1
Q59H18	900489	0.0	1
P48443	900489	0.0	1
P04818	900489	0.0	1
Q7L7X3	900489	0.0	1
P07948	900489	0.0	1
Q9Y2D0	900489	0.0	1
Q99720	900489	0.0	1
Q969S8	900489	0.0	1
P09619	900489	0.0	1
P05164	900489	0.0	1
Q9UKE5	900489	0.0	1
P10275	900489	0.0	1
P10826	900489	0.0	1
Q13936	900489	0.0	1
P47901	900489	0.0	1
P20309	900489	0.0	1
P08172	900489	0.0	1
Q14432	165774	0.0	1
P21802	165774	0.0	1
Q9BUB5	165774	0.0	1
P42345	165774	0.0	1
P16234	165774	0.0	1
