accession	parent_molregno	integrated_plasma_activity	predicted
P00918	13590	0	0
P00918	16591	0	0
P00918	453548	0	0
P00918	374548	0	0
P00918	62259	0	0
P00918	328173	0	0
P00918	147981	0	0
P00918	675068	0	0
P00918	386457	0	0
P00918	675534	0	0
P00918	4941	0	0
P00918	504310	0	0
P00918	5080	0	0
P00918	674510	0	0
P00918	510462	0	0
P00918	6723	0	0
P00918	110803	0	0
P00918	34608	0	0
P00918	26386	0	0
P00918	49931	0	0
P00918	27575	0	0
P00918	68396	0	0
P00918	77207	0	0
P00918	1994	0	0
P00918	30180	0	0
P00918	4504	0	0
P00918	12957	0	0
P00918	33986	0	0
P00918	384948	0	0
P00918	378207	0	0
P00918	16959	0	0
P00918	21523	0	0
P00918	381691	0	0
P00918	418411	0	0
P00918	142808	0	0
P00918	421332	0	0
P00918	419622	0	0
P00918	341383	0	0
P00918	15217	0	0
P00918	17411	0	0
P00918	31804	0	0
P00918	139045	0	0
P00918	560078	0	0
P00918	73547	0	0
P00918	27307	0	0
P00918	70140	0	0
P00918	179594	0	0
P00918	9217	0	0
P00918	675170	0	0
P00918	394165	0	0
P00918	674342	0	0
P00918	27278	0	0
P00918	26401	0	0
P00918	2208	0	0
P00918	674555	0	0
P00918	297372	0	0
P00918	1219	0	0
P00918	1325	0	0
P00918	88800	0	0
P00918	71516	0	0
P00918	328201	0	0
P00918	373985	0	0
P00918	36864	0	0
P00918	180329	0	0
P00918	923	0	0
P00918	93858	0	0
P00918	35358	0	0
P00918	2326	0	0
P00918	924	0	0
P00918	194	0	0
P00918	16510	0	0
P00918	5028	0	0
P00918	5970	0	0
P00918	577488	0	0
P00918	43952	0	0
P00918	83772	0	0
P00918	686036	0	0
P00918	96021	0	0
P00918	6968	0	0
P00918	23093	0	0
P00918	223819	0	0
P00918	2247	0	0
P00918	132933	0	0
P00918	7714	0	0
P00918	56831	0	0
P00918	699395	0	0
P00918	26590	0	0
P00918	1376044	0	0
P00918	56131	0	0
P00918	485738	0	0
P00918	88100	0	0
P00918	255532	0	0
P00918	53616	0	0
P00918	5528	0	0
P00918	2131	0	0
P00918	207	0	0
P00918	583322	0	0
P00918	107119	0	0
P00918	60319	0	0
P00918	397074	0	0
P00918	17169	0	0
P00918	358192	0	0
P00918	65351	0	0
P00918	24522	0	0
P00918	259959	0	0
P00918	222203	0	0
P00918	334866	0	0
P00918	134040	0	0
P00918	6914	0	0
P00918	365189	0	0
P00918	21697	0	0
P00918	675187	0	0
P00918	410802	0	0
P00918	27111	0	0
P00918	1542343	0	0
P00918	364520	0	0
P00918	8531	0	0
P00918	611591	0	0
P00918	189203	0	0
P00918	138562	0	0
P00918	189099	0	0
P00918	33060	0	0
P00918	32027	0	0
P00918	7501	0	0
P00918	1153672	0	0
P00918	38898	0	0
P00918	34094	0	0
P03372	139210	0	0
P03372	66311	0	0
P03372	418401	0	0
P03372	240769	0	0
P03372	89526	0	0
P03372	2247	0	0
P03372	62817	0	0
P03372	150882	0	0
P03372	94790	0	0
P03372	32869	0	0
P03372	57488	0	0
P03372	140107	0	0
P03372	77128	0	0
P03372	1279	0	0
P03372	675297	0	0
P03372	15086	0	0
P03372	418419	0	0
P03372	3599	0	0
P03372	16485	0	0
P03372	417180	0	0
P03372	431141	0	0
P03372	517099	0	0
P03372	88841	0	0
P03372	56644	0	0
P03372	16735	0	0
P03372	116848	0	0
P03372	445395	0	0
P03372	12428	0	0
P03372	32459	0	0
P03372	7065	0	0
P03372	105442	0	0
P03372	443348	0	0
P03372	61706	0	0
P03372	27152	0	0
P03372	313314	0	0
P03372	91783	0	0
P03372	1280	0	0
P03372	61680	0	0
P03372	675154	0	0
P03372	316539	0	0
P03372	444750	0	0
P03372	674509	0	0
P03372	374182	0	0
P03372	35486	0	0
P03372	395607	0	0
P03372	386327	0	0
P03372	381693	0	0
P03372	155045	0	0
P03372	337366	0	0
P03372	27647	0	0
P03372	143284	0	0
P03372	261343	0	0
P03372	448986	0	0
P03372	365538	0	0
P03372	153342	0	0
P03372	253571	0	0
P03372	190484	0	0
P03372	8873	0	0
P03372	27347	0	0
P03372	112480	0	0
P03372	305519	0	0
P03372	27185	0	0
P03372	333157	0	0
P03372	328400	0	0
P03372	433015	0	0
P03372	82983	0	0
P03372	314587	0	0
P03372	406787	0	0
P03372	27072	0	0
P03372	17347	0	0
P03372	364693	0	0
P03372	16450	0	0
P03372	70674	0	0
P03372	3345	0	0
P03372	127755	0	0
P03372	418414	0	0
P03372	1125	0	0
P03372	1025553	0	0
P03372	27648	0	0
P03372	6317	0	0
P03372	13758	0	0
P03372	105252	0	0
P03372	374052	0	0
P03372	119640	0	0
P03372	52087	0	0
P03372	1592408	0	0
P03372	16303	0	0
P03372	111060	0	0
P03372	393942	0	0
P03372	419542	0	0
P03372	429737	0	0
P03372	28976	0	0
P03372	43354	0	0
P03372	31811	0	0
P03372	1450253	0	0
P03372	100157	0	0
P03372	88797	0	0
P03372	52874	0	0
P03372	294107	0	0
P03372	138037	0	0
P03372	1114	0	0
P03372	466350	0	0
P03372	74284	0	0
P03372	27780	0	0
P03372	365284	0	0
P03372	250908	0	0
P03372	81683	0	0
P03372	674961	0	0
P03372	674551	0	0
P03372	4730	0	0
P03372	430124	0	0
P03372	78303	0	0
P03372	1712	0	0
P03372	346895	0	0
P03372	33679	0	0
P03372	635	0	0
P03372	368538	0	0
P03372	11674	0	0
P03372	16847	0	0
P03372	2654	0	0
P03372	151923	0	0
P03372	2046	0	0
P03372	75901	0	0
P03372	405366	0	0
P03372	66029	0	0
P03372	418484	0	0
P03372	38764	0	0
P03372	2223	0	0
P03372	8788	0	0
P03372	158277	0	0
P03372	78759	0	0
P03372	196351	0	0
P03372	67617	0	0
P03372	70675	0	0
P03372	405365	0	0
P03372	36842	0	0
P03372	88316	0	0
P03372	2994	0	0
P03372	139286	0	0
P03372	371546	0	0
P03372	421058	0	0
P03372	2203	0	0
P03372	13618	0	0
P03372	26431	0	0
P03372	316787	0	0
P03372	54547	0	0
P03372	674796	0	0
P03372	152751	0	0
P03372	2045	0	0
P03372	47675	0	0
P03372	12506	0	0
P03372	68607	0	0
P03372	28331	0	0
P03372	16308	0	0
P03372	27639	0	0
P03372	5582	0	0
P03372	3859	0	0
P03372	581819	0	0
P03372	7725	0	0
P03372	236019	0	0
P03372	675304	0	0
P03372	581848	0	0
P03372	241	0	0
P03372	469763	0	0
P03372	27609	0	0
P03372	27629	0	0
P03372	11002	0	0
P03372	353011	0	0
P03372	421350	0	0
P03372	29890	0	0
P03372	86466	0	0
P03372	557741	0	0
P03372	598402	0	0
P03372	674660	0	0
P03372	419508	0	0
P03372	33373	0	0
P03372	27340	0	0
P03372	134333	0	0
P03372	14440	0	0
P03372	51182	0	0
P03372	336913	0	0
P03372	86042	0	0
P03372	581843	0	0
P03372	581814	0	0
P03372	1051118	0	0
P03372	558106	0	0
P03372	2431	0	0
P03372	315123	0	0
P03372	27546	0	0
P03372	445067	0	0
P03372	112090	0	0
P03372	117758	0	0
P03372	165774	0	0
P03372	453508	0	0
P03372	14367	0	0
P03372	641189	0	0
P03372	390877	0	0
P03372	588819	0	0
P03372	18694	0	0
P03372	182928	0	0
P03372	125294	0	0
P03372	50440	0	0
P03372	1248981	0	0
P03372	6243	0	0
P03372	77456	0	0
P03372	94571	0	0
P03372	13494	0	0
P03372	558566	0	0
P03372	555972	0	0
P03372	343964	0	0
P03372	1620	0	0
P03372	8417	0	0
P03372	5772	0	0
P03372	191342	0	0
P03372	675171	0	0
P03372	84505	0	0
P03372	76766	0	0
P03372	1278	0	0
P03372	403465	0	0
P03372	487711	0	0
P03372	72873	0	0
P03372	442943	0	0
P03372	591037	0	0
P03372	721	0	0
P03372	9097	0	0
P03372	467361	0	0
P03372	2261	0	0
P03372	674496	0	0
P03372	674357	0	0
P03372	6216	0	0
P03372	996	0	0
P03372	11005	0	0
P03372	365281	0	0
P03372	364859	0	0
P03372	364745	0	0
P03372	10840	0	0
P03372	563655	0	0
P03372	570147	0	0
P03372	77652	0	0
P03372	10009	0	0
P03372	36662	0	0
P03372	114108	0	0
P03372	8516	0	0
P03372	2465	0	0
P03372	53623	0	0
P03372	209224	0	0
P03372	10389	0	0
P03372	12825	0	0
P03372	14126	0	0
P03372	1672366	0	0
P03372	77779	0	0
P03372	42520	0	0
P03372	1615	0	0
P03372	148018	0	0
P03372	921	0	0
P03372	421208	0	0
P03372	178796	0	0
P03372	65728	0	0
P03372	454141	0	0
P03372	453520	0	0
P03372	85553	0	0
P03372	674536	0	0
P03372	6643	0	0
P03372	3965	0	0
P03372	9277	0	0
P03372	99024	0	0
P03372	77474	0	0
P03372	16391	0	0
P03372	27029	0	0
P03372	2217	0	0
P03372	4345	0	0
P03372	11968	0	0
P03372	97	0	0
P03372	27368	0	0
P03372	365248	0	0
P03372	139225	0	0
P03372	421157	0	0
P03372	12494	0	0
P03372	8543	0	0
P03372	27112	0	0
P03372	23522	0	0
P03372	42013	0	0
P03372	16656	0	0
P03372	27370	0	0
P03372	27341	0	0
P03372	554892	0	0
P03372	246	0	0
P03372	146	0	0
P03372	139014	0	0
P03372	8062	0	0
P03372	119288	0	0
P03372	19737	0	0
P03372	209007	0	0
P03372	51056	0	0
P03372	175447	0	0
P03372	27229	0	0
P03372	16581	0	0
P03372	11745	0	0
P03372	34197	0	0
P03372	430597	0	0
P03372	16505	0	0
P03372	20131	0	0
P03372	11819	0	0
P03372	46727	0	0
P03372	115	0	0
P03372	33055	0	0
P03372	266225	0	0
P03372	419596	0	0
P03372	453570	0	0
P03372	2262	0	0
P03372	419601	0	0
P03372	242303	0	0
P03372	419598	0	0
P03372	369179	0	0
P03372	1370	0	0
P03372	34234	0	0
P03372	17224	0	0
P03372	229058	0	0
P03372	208749	0	0
P03372	37266	0	0
P03372	312304	0	0
P03372	16592	0	0
P03372	3183	0	0
P03372	21716	0	0
P03372	42689	0	0
P03372	624467	0	0
P03372	138605	0	0
P03372	15958	0	0
P03372	13928	0	0
P03372	12957	0	0
P03372	408842	0	0
P03372	27713	0	0
P03372	29989	0	0
P03372	139099	0	0
P03372	21459	0	0
P03372	38727	0	0
P03372	675188	0	0
P03372	7736	0	0
P03372	573	0	0
P03372	9495	0	0
P03372	675090	0	0
P03372	8917	0	0
P03372	317124	0	0
P03372	5975	0	0
P03372	675144	0	0
P03372	230659	0	0
P03372	73548	0	0
P03372	6902	0	0
P03372	421066	0	0
P03372	674584	0	0
P03372	22873	0	0
P03372	3012	0	0
P03372	328158	0	0
P03372	181939	0	0
P03372	263558	0	0
P03372	369464	0	0
P03372	789	0	0
P03372	619	0	0
P03372	5985	0	0
P03372	325239	0	0
P03372	20496	0	0
P03372	380567	0	0
P03372	47447	0	0
P03372	112655	0	0
P03372	3730	0	0
P03372	27912	0	0
P03372	17170	0	0
P03372	38833	0	0
P03372	29637	0	0
P03372	65415	0	0
P03372	51042	0	0
P03372	93995	0	0
P03372	1785	0	0
P03372	93895	0	0
P03372	1795	0	0
P03372	10898	0	0
P03372	421089	0	0
P03372	675307	0	0
P03372	86284	0	0
P03372	173	0	0
P03372	255904	0	0
P03372	13590	0	0
P03372	21698	0	0
P03372	27570	0	0
P03372	453548	0	0
P03372	374548	0	0
P03372	62259	0	0
P03372	147981	0	0
P03372	675068	0	0
P03372	674813	0	0
P03372	675534	0	0
P03372	4941	0	0
P03372	16591	0	0
P03372	328173	0	0
P03372	504310	0	0
P03372	386457	0	0
P03372	674510	0	0
P03372	510462	0	0
P03372	6723	0	0
P03372	110803	0	0
P03372	26386	0	0
P03372	49931	0	0
P03372	27575	0	0
P03372	1994	0	0
P03372	5080	0	0
P03372	30180	0	0
P03372	34608	0	0
P03372	4504	0	0
P03372	68396	0	0
P03372	77207	0	0
P03372	33986	0	0
P03372	384948	0	0
P03372	378207	0	0
P03372	16959	0	0
P03372	1325	0	0
P03372	88800	0	0
P03372	67010	0	0
P03372	21523	0	0
P03372	142808	0	0
P03372	381691	0	0
P03372	418411	0	0
P03372	421332	0	0
P03372	15217	0	0
P03372	419622	0	0
P03372	341383	0	0
P03372	139045	0	0
P03372	560078	0	0
P03372	73547	0	0
P03372	17411	0	0
P03372	31804	0	0
P03372	27307	0	0
P03372	70140	0	0
P03372	179594	0	0
P03372	9217	0	0
P03372	394165	0	0
P03372	134100	0	0
P03372	666	0	0
P03372	675170	0	0
P03372	674630	0	0
P03372	26401	0	0
P03372	674342	0	0
P03372	27278	0	0
P03372	1219	0	0
P03372	2208	0	0
P03372	674555	0	0
P03372	297372	0	0
P03372	71516	0	0
P03372	328201	0	0
P03372	373985	0	0
P03372	36864	0	0
P03372	180329	0	0
P03372	35358	0	0
P03372	2326	0	0
P03372	923	0	0
P03372	93858	0	0
P03372	194	0	0
P03372	16510	0	0
P03372	924	0	0
P03372	5028	0	0
P03372	5970	0	0
P03372	577488	0	0
P03372	686036	0	0
P03372	1362	0	0
P03372	96021	0	0
P03372	23093	0	0
P03372	43952	0	0
P03372	83772	0	0
P03372	223819	0	0
P03372	132933	0	0
P03372	56831	0	0
P03372	699395	0	0
P03372	7714	0	0
P03372	1159	0	0
P03372	26590	0	0
P03372	56131	0	0
P03372	88100	0	0
P03372	255532	0	0
P03372	53616	0	0
P03372	5528	0	0
P03372	207	0	0
P03372	583322	0	0
P03372	485738	0	0
P03372	107119	0	0
P03372	2131	0	0
P03372	60319	0	0
P03372	17169	0	0
P03372	358192	0	0
P03372	65351	0	0
P03372	24522	0	0
P03372	259959	0	0
P03372	222203	0	0
P03372	397074	0	0
P03372	334866	0	0
P03372	1223	0	0
P03372	1333	0	0
P03372	134040	0	0
P03372	21697	0	0
P03372	675187	0	0
P03372	410802	0	0
P03372	1542343	0	0
P03372	365189	0	0
P03372	27111	0	0
P03372	8531	0	0
P03372	611591	0	0
P03372	20027	0	0
P03372	138562	0	0
P03372	189099	0	0
P03372	364520	0	0
P03372	189203	0	0
P03372	33060	0	0
P03372	32027	0	0
P03372	7501	0	0
P03372	34094	0	0
P03372	1153672	0	0
P03372	38898	0	0
P04035	62817	0	0
P04035	150882	0	0
P04035	94790	0	0
P04035	32869	0	0
P04035	140107	0	0
P04035	77128	0	0
P04035	1279	0	0
P04035	675297	0	0
P04035	57488	0	0
P04035	15086	0	0
P04035	418419	0	0
P04035	3599	0	0
P04035	16485	0	0
P04035	431141	0	0
P04035	27626	0	0
P04035	517099	0	0
P04035	56644	0	0
P04035	16735	0	0
P04035	88841	0	0
P04035	116848	0	0
P04035	445395	0	0
P04035	12428	0	0
P04035	7065	0	0
P04035	105442	0	0
P04035	443348	0	0
P04035	61706	0	0
P04035	32459	0	0
P04035	313314	0	0
P04035	91783	0	0
P04035	1280	0	0
P04035	418401	0	0
P04035	61680	0	0
P04035	675154	0	0
P04035	27152	0	0
P04035	316539	0	0
P04035	444750	0	0
P04035	674509	0	0
P04035	374182	0	0
P04035	35486	0	0
P04035	395607	0	0
P04035	386327	0	0
P04035	381693	0	0
P04035	155045	0	0
P04035	337366	0	0
P04035	27647	0	0
P04035	143284	0	0
P04035	261343	0	0
P04035	448986	0	0
P04035	365538	0	0
P04035	153342	0	0
P04035	253571	0	0
P04035	190484	0	0
P04035	8873	0	0
P04035	27347	0	0
P04035	112480	0	0
P04035	305519	0	0
P04035	27185	0	0
P04035	333157	0	0
P04035	328400	0	0
P04035	433015	0	0
P04035	82983	0	0
P04035	314587	0	0
P04035	406787	0	0
P04035	89526	0	0
P04035	27072	0	0
P04035	17347	0	0
P04035	364693	0	0
P04035	16450	0	0
P04035	70674	0	0
P04035	3345	0	0
P04035	127755	0	0
P04035	418414	0	0
P04035	1125	0	0
P04035	1025553	0	0
P04035	27648	0	0
P04035	6317	0	0
P04035	13758	0	0
P04035	105252	0	0
P04035	374052	0	0
P04035	119640	0	0
P04035	52087	0	0
P04035	1592408	0	0
P04035	16303	0	0
P04035	111060	0	0
P04035	393942	0	0
P04035	419542	0	0
P04035	429737	0	0
P04035	43354	0	0
P04035	31811	0	0
P04035	100157	0	0
P04035	88797	0	0
P04035	52874	0	0
P04035	28976	0	0
P04035	294107	0	0
P04035	8167	0	0
P04035	138037	0	0
P04035	328137	0	0
P04035	466350	0	0
P04035	74284	0	0
P04035	27780	0	0
P04035	365284	0	0
P04035	250908	0	0
P04035	1114	0	0
P04035	81683	0	0
P04035	674961	0	0
P04035	674551	0	0
P04035	4730	0	0
P04035	342897	0	0
P04035	78303	0	0
P04035	1712	0	0
P04035	346895	0	0
P04035	430124	0	0
P04035	33679	0	0
P04035	635	0	0
P04035	368538	0	0
P04035	11674	0	0
P04035	2654	0	0
P04035	151923	0	0
P04035	2046	0	0
P04035	75901	0	0
P04035	405366	0	0
P04035	66029	0	0
P04035	16847	0	0
P04035	418484	0	0
P04035	38764	0	0
P04035	2223	0	0
P04035	8788	0	0
P04035	158277	0	0
P04035	78759	0	0
P04035	196351	0	0
P04035	67617	0	0
P04035	70675	0	0
P04035	405365	0	0
P04035	36842	0	0
P04035	88316	0	0
P04035	2994	0	0
P04035	139286	0	0
P04035	421058	0	0
P04035	371546	0	0
P04035	2203	0	0
P04035	13618	0	0
P04035	26431	0	0
P04035	316787	0	0
P04035	54547	0	0
P04035	674796	0	0
P04035	2045	0	0
P04035	47675	0	0
P04035	152751	0	0
P04035	12506	0	0
P04035	31241	0	0
P04035	68607	0	0
P04035	28331	0	0
P04035	16308	0	0
P04035	27639	0	0
P04035	5582	0	0
P04035	3859	0	0
P04035	581819	0	0
P04035	2465	0	0
P04035	236019	0	0
P04035	675304	0	0
P04035	581848	0	0
P04035	36662	0	0
P04035	469763	0	0
P04035	27609	0	0
P04035	7725	0	0
P04035	27629	0	0
P04035	11002	0	0
P04035	353011	0	0
P04035	241	0	0
P04035	421350	0	0
P04035	29890	0	0
P04035	598402	0	0
P04035	674660	0	0
P04035	419508	0	0
P04035	86466	0	0
P04035	33373	0	0
P04035	27340	0	0
P04035	134333	0	0
P04035	51182	0	0
P04035	336913	0	0
P04035	581843	0	0
P04035	14440	0	0
P04035	581814	0	0
P04035	86042	0	0
P04035	1051118	0	0
P04035	2431	0	0
P04035	315123	0	0
P04035	445067	0	0
P04035	112090	0	0
P04035	117758	0	0
P04035	165774	0	0
P04035	558106	0	0
P04035	14367	0	0
P04035	641189	0	0
P04035	27546	0	0
P04035	588819	0	0
P04035	453508	0	0
P04035	18694	0	0
P04035	182928	0	0
P04035	125294	0	0
P04035	50440	0	0
P04035	6243	0	0
P04035	77456	0	0
P04035	390877	0	0
P04035	94571	0	0
P04035	240769	0	0
P04035	13494	0	0
P04035	1248981	0	0
P04035	558566	0	0
P04035	555972	0	0
P04035	343964	0	0
P04035	1620	0	0
P04035	5772	0	0
P04035	191342	0	0
P04035	675171	0	0
P04035	84505	0	0
P04035	76766	0	0
P04035	8417	0	0
P04035	1278	0	0
P04035	442943	0	0
P04035	591037	0	0
P04035	721	0	0
P04035	9097	0	0
P04035	467361	0	0
P04035	2261	0	0
P04035	487711	0	0
P04035	72873	0	0
P04035	674496	0	0
P04035	674357	0	0
P04035	6216	0	0
P04035	66311	0	0
P04035	11005	0	0
P04035	405364	0	0
P04035	365281	0	0
P04035	364859	0	0
P04035	364745	0	0
P04035	10840	0	0
P04035	570147	0	0
P04035	996	0	0
P04035	77652	0	0
P04035	10009	0	0
P04035	114108	0	0
P04035	8516	0	0
P04035	563655	0	0
P04035	12825	0	0
P04035	77779	0	0
P04035	42520	0	0
P04035	1615	0	0
P04035	148018	0	0
P04035	921	0	0
P04035	53623	0	0
P04035	209224	0	0
P04035	10389	0	0
P04035	421208	0	0
P04035	14126	0	0
P04035	1672366	0	0
P04035	454141	0	0
P04035	674536	0	0
P04035	6643	0	0
P04035	3965	0	0
P04035	9277	0	0
P04035	65728	0	0
P04035	453520	0	0
P04035	85553	0	0
P04035	16391	0	0
P04035	27029	0	0
P04035	2217	0	0
P04035	99024	0	0
P04035	77474	0	0
P04035	4345	0	0
P04035	187962	0	0
P04035	27368	0	0
P04035	139225	0	0
P04035	421157	0	0
P04035	12494	0	0
P04035	8543	0	0
P04035	11968	0	0
P04035	97	0	0
P04035	42013	0	0
P04035	16656	0	0
P04035	365248	0	0
P04035	27112	0	0
P04035	23522	0	0
P04035	246	0	0
P04035	146	0	0
P04035	139014	0	0
P04035	8062	0	0
P04035	119288	0	0
P04035	19737	0	0
P04035	27370	0	0
P04035	27341	0	0
P04035	51056	0	0
P04035	175447	0	0
P04035	554892	0	0
P04035	209007	0	0
P04035	34197	0	0
P04035	430597	0	0
P04035	16505	0	0
P04035	20131	0	0
P04035	27229	0	0
P04035	16581	0	0
P04035	46727	0	0
P04035	115	0	0
P04035	11745	0	0
P04035	11819	0	0
P04035	2262	0	0
P04035	419601	0	0
P04035	242303	0	0
P04035	419598	0	0
P04035	369179	0	0
P04035	33055	0	0
P04035	266225	0	0
P04035	34234	0	0
P04035	17224	0	0
P04035	419596	0	0
P04035	453570	0	0
P04035	37266	0	0
P04035	1370	0	0
P04035	3183	0	0
P04035	229058	0	0
P04035	21716	0	0
P04035	208749	0	0
P04035	42689	0	0
P04035	312304	0	0
P04035	16592	0	0
P04035	138605	0	0
P04035	15958	0	0
P04035	13928	0	0
P04035	12957	0	0
P04035	33986	0	0
P04035	384948	0	0
P04035	378207	0	0
P04035	408842	0	0
P04035	27713	0	0
P04035	29989	0	0
P04035	624467	0	0
P04035	139099	0	0
P04035	21459	0	0
P04035	7736	0	0
P04035	573	0	0
P04035	38727	0	0
P04035	675188	0	0
P04035	675090	0	0
P04035	317124	0	0
P04035	73548	0	0
P04035	8917	0	0
P04035	6902	0	0
P04035	421066	0	0
P04035	674584	0	0
P04035	5975	0	0
P04035	675144	0	0
P04035	230659	0	0
P04035	22873	0	0
P04035	3012	0	0
P04035	712273	0	0
P04035	328158	0	0
P04035	263558	0	0
P04035	369464	0	0
P04035	789	0	0
P04035	619	0	0
P04035	5985	0	0
P04035	325239	0	0
P04035	181939	0	0
P04035	20496	0	0
P04035	380567	0	0
P04035	47447	0	0
P04035	3730	0	0
P04035	27912	0	0
P04035	17170	0	0
P04035	38833	0	0
P04035	112655	0	0
P04035	29637	0	0
P04035	65415	0	0
P04035	51042	0	0
P04035	93995	0	0
P04035	139210	0	0
P04035	10898	0	0
P04035	421089	0	0
P04035	675307	0	0
P04035	86284	0	0
P04035	173	0	0
P04035	255904	0	0
P04035	1785	0	0
P04035	93895	0	0
P04035	1795	0	0
P04035	13590	0	0
P04035	21698	0	0
P04035	27570	0	0
P04035	62259	0	0
P04035	675068	0	0
P04035	674813	0	0
P04035	675534	0	0
P04035	4941	0	0
P04035	16591	0	0
P04035	453548	0	0
P04035	374548	0	0
P04035	328173	0	0
P04035	147981	0	0
P04035	504310	0	0
P04035	386457	0	0
P04035	110803	0	0
P04035	49931	0	0
P04035	27575	0	0
P04035	1994	0	0
P04035	5080	0	0
P04035	674510	0	0
P04035	510462	0	0
P04035	6723	0	0
P04035	30180	0	0
P04035	34608	0	0
P04035	26386	0	0
P04035	4504	0	0
P04035	68396	0	0
P04035	77207	0	0
P04035	16959	0	0
P04035	1325	0	0
P04035	88800	0	0
P04035	67010	0	0
P04035	71516	0	0
P04035	21523	0	0
P04035	381691	0	0
P04035	418411	0	0
P04035	142808	0	0
P04035	421332	0	0
P04035	419622	0	0
P04035	341383	0	0
P04035	15217	0	0
P04035	73547	0	0
P04035	17411	0	0
P04035	31804	0	0
P04035	139045	0	0
P04035	560078	0	0
P04035	27307	0	0
P04035	179594	0	0
P04035	70140	0	0
P04035	9217	0	0
P04035	134100	0	0
P04035	666	0	0
P04035	675170	0	0
P04035	394165	0	0
P04035	674630	0	0
P04035	26401	0	0
P04035	674342	0	0
P04035	27278	0	0
P04035	2208	0	0
P04035	674555	0	0
P04035	297372	0	0
P04035	1219	0	0
P04035	328201	0	0
P04035	180329	0	0
P04035	35358	0	0
P04035	2326	0	0
P04035	373985	0	0
P04035	36864	0	0
P04035	923	0	0
P04035	93858	0	0
P04035	194	0	0
P04035	16510	0	0
P04035	924	0	0
P04035	5970	0	0
P04035	577488	0	0
P04035	1362	0	0
P04035	96021	0	0
P04035	23093	0	0
P04035	5028	0	0
P04035	43952	0	0
P04035	83772	0	0
P04035	686036	0	0
P04035	223819	0	0
P04035	2247	0	0
P04035	6968	0	0
P04035	132933	0	0
P04035	56831	0	0
P04035	699395	0	0
P04035	103658	0	0
P04035	7714	0	0
P04035	1159	0	0
P04035	1376044	0	0
P04035	56131	0	0
P04035	53616	0	0
P04035	5528	0	0
P04035	207	0	0
P04035	583322	0	0
P04035	26590	0	0
P04035	485738	0	0
P04035	88100	0	0
P04035	255532	0	0
P04035	107119	0	0
P04035	2131	0	0
P04035	60319	0	0
P04035	17169	0	0
P04035	358192	0	0
P04035	65351	0	0
P04035	24522	0	0
P04035	259959	0	0
P04035	222203	0	0
P04035	397074	0	0
P04035	334866	0	0
P04035	1223	0	0
P04035	1333	0	0
P04035	134040	0	0
P04035	675187	0	0
P04035	410802	0	0
P04035	1542343	0	0
P04035	6914	0	0
P04035	365189	0	0
P04035	21697	0	0
P04035	27111	0	0
P04035	8531	0	0
P04035	611591	0	0
P04035	189099	0	0
P04035	364520	0	0
P04035	189203	0	0
P04035	20027	0	0
P04035	33060	0	0
P04035	7501	0	0
P04035	34094	0	0
P04035	32027	0	0
P04035	1153672	0	0
P04035	38898	0	0
P04150	62817	0	0
P04150	150882	0	0
P04150	94790	0	0
P04150	32869	0	0
P04150	57488	0	0
P04150	140107	0	0
P04150	77128	0	0
P04150	1279	0	0
P04150	675297	0	0
P04150	15086	0	0
P04150	418419	0	0
P04150	3599	0	0
P04150	16485	0	0
P04150	417180	0	0
P04150	431141	0	0
P04150	517099	0	0
P04150	88841	0	0
P04150	56644	0	0
P04150	16735	0	0
P04150	116848	0	0
P04150	445395	0	0
P04150	12428	0	0
P04150	32459	0	0
P04150	7065	0	0
P04150	105442	0	0
P04150	443348	0	0
P04150	61706	0	0
P04150	91783	0	0
P04150	1280	0	0
P04150	418401	0	0
P04150	61680	0	0
P04150	675154	0	0
P04150	316539	0	0
P04150	444750	0	0
P04150	674509	0	0
P04150	374182	0	0
P04150	35486	0	0
P04150	395607	0	0
P04150	386327	0	0
P04150	381693	0	0
P04150	155045	0	0
P04150	337366	0	0
P04150	27647	0	0
P04150	143284	0	0
P04150	261343	0	0
P04150	448986	0	0
P04150	365538	0	0
P04150	153342	0	0
P04150	253571	0	0
P04150	190484	0	0
P04150	8873	0	0
P04150	27347	0	0
P04150	112480	0	0
P04150	305519	0	0
P04150	27185	0	0
P04150	333157	0	0
P04150	433015	0	0
P04150	82983	0	0
P04150	314587	0	0
P04150	406787	0	0
P04150	89526	0	0
P04150	27072	0	0
P04150	17347	0	0
P04150	364693	0	0
P04150	16450	0	0
P04150	70674	0	0
P04150	3345	0	0
P04150	127755	0	0
P04150	418414	0	0
P04150	1125	0	0
P04150	1025553	0	0
P04150	27648	0	0
P04150	6317	0	0
P04150	13758	0	0
P04150	119640	0	0
P04150	52087	0	0
P04150	1592408	0	0
P04150	16303	0	0
P04150	111060	0	0
P04150	393942	0	0
P04150	429737	0	0
P04150	28976	0	0
P04150	43354	0	0
P04150	31811	0	0
P04150	1450253	0	0
P04150	100157	0	0
P04150	88797	0	0
P04150	52874	0	0
P04150	294107	0	0
P04150	8167	0	0
P04150	1114	0	0
P04150	466350	0	0
P04150	74284	0	0
P04150	27780	0	0
P04150	365284	0	0
P04150	250908	0	0
P04150	81683	0	0
P04150	4730	0	0
P04150	430124	0	0
P04150	342897	0	0
P04150	78303	0	0
P04150	1712	0	0
P04150	346895	0	0
P04150	33679	0	0
P04150	635	0	0
P04150	368538	0	0
P04150	11674	0	0
P04150	2654	0	0
P04150	151923	0	0
P04150	2046	0	0
