accession	parent_molregno	integrated_plasma_activity	predicted
P37288	675307	0	0
P37288	86284	0	0
P37288	173	0	0
P37288	255904	0	0
P37288	1785	0	0
P37288	93895	0	0
P37288	1795	0	0
P37288	13590	0	0
P37288	21698	0	0
P37288	27570	0	0
P37288	62259	0	0
P37288	675068	0	0
P37288	674813	0	0
P37288	675534	0	0
P37288	4941	0	0
P37288	16591	0	0
P37288	453548	0	0
P37288	374548	0	0
P37288	328173	0	0
P37288	147981	0	0
P37288	504310	0	0
P37288	386457	0	0
P37288	110803	0	0
P37288	49931	0	0
P37288	27575	0	0
P37288	1994	0	0
P37288	5080	0	0
P37288	674510	0	0
P37288	510462	0	0
P37288	6723	0	0
P37288	1325	0	0
P37288	88800	0	0
P37288	67010	0	0
P37288	71516	0	0
P37288	21523	0	0
P37288	381691	0	0
P37288	418411	0	0
P37288	142808	0	0
P37288	421332	0	0
P37288	419622	0	0
P37288	341383	0	0
P37288	15217	0	0
P37288	73547	0	0
P37288	17411	0	0
P37288	31804	0	0
P37288	139045	0	0
P37288	560078	0	0
P37288	27307	0	0
P37288	179594	0	0
P37288	70140	0	0
P37288	9217	0	0
P37288	134100	0	0
P37288	666	0	0
P37288	675170	0	0
P37288	394165	0	0
P37288	674630	0	0
P37288	26401	0	0
P37288	674342	0	0
P37288	27278	0	0
P37288	2208	0	0
P37288	674555	0	0
P37288	297372	0	0
P37288	1219	0	0
P37288	32027	0	0
P37288	1153672	0	0
P37288	38898	0	0
P37288	34094	0	0
P37288	328201	0	0
P37288	699395	0	0
P37288	2326	0	0
P37288	373985	0	0
P37288	36864	0	0
P37288	180329	0	0
P37288	923	0	0
P37288	93858	0	0
P37288	35358	0	0
P37288	194	0	0
P37288	16510	0	0
P37288	924	0	0
P37288	5970	0	0
P37288	577488	0	0
P37288	96021	0	0
P37288	6968	0	0
P37288	23093	0	0
P37288	5028	0	0
P37288	43952	0	0
P37288	83772	0	0
P37288	686036	0	0
P37288	1362	0	0
P37288	223819	0	0
P37288	2247	0	0
P37288	132933	0	0
P37288	56831	0	0
P37288	103658	0	0
P37288	7714	0	0
P37288	1159	0	0
P37288	1376044	0	0
P37288	56131	0	0
P37288	53616	0	0
P37288	5528	0	0
P37288	207	0	0
P37288	583322	0	0
P37288	26590	0	0
P37288	485738	0	0
P37288	255532	0	0
P37288	107119	0	0
P37288	2131	0	0
P37288	60319	0	0
P37288	358192	0	0
P37288	65351	0	0
P37288	24522	0	0
P37288	259959	0	0
P37288	222203	0	0
P37288	397074	0	0
P37288	334866	0	0
P37288	1223	0	0
P37288	1333	0	0
P37288	134040	0	0
P37288	410802	0	0
P37288	1542343	0	0
P37288	6914	0	0
P37288	365189	0	0
P37288	21697	0	0
P37288	675187	0	0
P37288	27111	0	0
P37288	8531	0	0
P37288	611591	0	0
P37288	138562	0	0
P37288	189099	0	0
P37288	364520	0	0
P37288	189203	0	0
P37288	20027	0	0
P37288	33060	0	0
P37288	7501	0	0
P41143	27190	0	0
P41143	674509	0	0
P41143	374182	0	0
P41143	150882	0	0
P41143	94790	0	0
P41143	62817	0	0
P41143	32869	0	0
P41143	77128	0	0
P41143	57488	0	0
P41143	140107	0	0
P41143	15086	0	0
P41143	1279	0	0
P41143	675297	0	0
P41143	3599	0	0
P41143	16485	0	0
P41143	27626	0	0
P41143	418419	0	0
P41143	517099	0	0
P41143	417180	0	0
P41143	431141	0	0
P41143	56644	0	0
P41143	16735	0	0
P41143	88841	0	0
P41143	116848	0	0
P41143	445395	0	0
P41143	12428	0	0
P41143	105442	0	0
P41143	443348	0	0
P41143	32459	0	0
P41143	7065	0	0
P41143	61706	0	0
P41143	313314	0	0
P41143	91783	0	0
P41143	1280	0	0
P41143	675154	0	0
P41143	27152	0	0
P41143	418401	0	0
P41143	61680	0	0
P41143	316539	0	0
P41143	444750	0	0
P41143	35486	0	0
P41143	1125	0	0
P41143	1025553	0	0
P41143	386327	0	0
P41143	381693	0	0
P41143	155045	0	0
P41143	395607	0	0
P41143	337366	0	0
P41143	27647	0	0
P41143	143284	0	0
P41143	261343	0	0
P41143	253571	0	0
P41143	190484	0	0
P41143	8873	0	0
P41143	448986	0	0
P41143	365538	0	0
P41143	153342	0	0
P41143	112480	0	0
P41143	305519	0	0
P41143	27347	0	0
P41143	333157	0	0
P41143	328400	0	0
P41143	433015	0	0
P41143	89526	0	0
P41143	17347	0	0
P41143	82983	0	0
P41143	314587	0	0
P41143	406787	0	0
P41143	27072	0	0
P41143	3345	0	0
P41143	127755	0	0
P41143	364693	0	0
P41143	16450	0	0
P41143	70674	0	0
P41143	418414	0	0
P41143	27648	0	0
P41143	6317	0	0
P41143	13758	0	0
P41143	105252	0	0
P41143	16308	0	0
P41143	27639	0	0
P41143	581819	0	0
P41143	16303	0	0
P41143	374052	0	0
P41143	250908	0	0
P41143	393942	0	0
P41143	419542	0	0
P41143	52087	0	0
P41143	1592408	0	0
P41143	119640	0	0
P41143	111060	0	0
P41143	31811	0	0
P41143	100157	0	0
P41143	429737	0	0
P41143	28976	0	0
P41143	43354	0	0
P41143	294107	0	0
P41143	1450253	0	0
P41143	88797	0	0
P41143	328137	0	0
P41143	466350	0	0
P41143	74284	0	0
P41143	8167	0	0
P41143	138037	0	0
P41143	1114	0	0
P41143	81683	0	0
P41143	674961	0	0
P41143	674551	0	0
P41143	27780	0	0
P41143	365284	0	0
P41143	342897	0	0
P41143	78303	0	0
P41143	346895	0	0
P41143	4730	0	0
P41143	430124	0	0
P41143	33679	0	0
P41143	635	0	0
P41143	368538	0	0
P41143	1712	0	0
P41143	2654	0	0
P41143	151923	0	0
P41143	405366	0	0
P41143	66029	0	0
P41143	11674	0	0
P41143	16847	0	0
P41143	418484	0	0
P41143	2223	0	0
P41143	2046	0	0
P41143	75901	0	0
P41143	78759	0	0
P41143	67617	0	0
P41143	70675	0	0
P41143	405365	0	0
P41143	139286	0	0
P41143	8788	0	0
P41143	158277	0	0
P41143	196351	0	0
P41143	421058	0	0
P41143	88316	0	0
P41143	2994	0	0
P41143	371546	0	0
P41143	13618	0	0
P41143	26431	0	0
P41143	316787	0	0
P41143	54547	0	0
P41143	674796	0	0
P41143	2203	0	0
P41143	152751	0	0
P41143	12506	0	0
P41143	31241	0	0
P41143	68607	0	0
P41143	28331	0	0
P41143	5582	0	0
P41143	3859	0	0
P41143	2045	0	0
P41143	47675	0	0
P41143	2465	0	0
P41143	675304	0	0
P41143	77652	0	0
P41143	581848	0	0
P41143	36662	0	0
P41143	114108	0	0
P41143	469763	0	0
P41143	7725	0	0
P41143	236019	0	0
P41143	27629	0	0
P41143	353011	0	0
P41143	241	0	0
P41143	27609	0	0
P41143	421350	0	0
P41143	29890	0	0
P41143	11002	0	0
P41143	674660	0	0
P41143	86466	0	0
P41143	33373	0	0
P41143	134333	0	0
P41143	557741	0	0
P41143	598402	0	0
P41143	336913	0	0
P41143	419508	0	0
P41143	27340	0	0
P41143	581843	0	0
P41143	14440	0	0
P41143	51182	0	0
P41143	86042	0	0
P41143	1051118	0	0
P41143	315123	0	0
P41143	112090	0	0
P41143	117758	0	0
P41143	165774	0	0
P41143	581814	0	0
P41143	558106	0	0
P41143	2431	0	0
P41143	641189	0	0
P41143	27546	0	0
P41143	445067	0	0
P41143	588819	0	0
P41143	453508	0	0
P41143	125294	0	0
P41143	50440	0	0
P41143	14367	0	0
P41143	6243	0	0
P41143	77456	0	0
P41143	390877	0	0
P41143	18694	0	0
P41143	182928	0	0
P41143	1248981	0	0
P41143	558566	0	0
P41143	94571	0	0
P41143	343964	0	0
P41143	1620	0	0
P41143	240769	0	0
P41143	191342	0	0
P41143	675171	0	0
P41143	555972	0	0
P41143	76766	0	0
P41143	8417	0	0
P41143	5772	0	0
P41143	1278	0	0
P41143	84505	0	0
P41143	591037	0	0
P41143	721	0	0
P41143	403465	0	0
P41143	2261	0	0
P41143	487711	0	0
P41143	72873	0	0
P41143	442943	0	0
P41143	674357	0	0
P41143	9097	0	0
P41143	66311	0	0
P41143	467361	0	0
P41143	365281	0	0
P41143	364859	0	0
P41143	674496	0	0
P41143	364745	0	0
P41143	10840	0	0
P41143	996	0	0
P41143	11005	0	0
P41143	405364	0	0
P41143	10009	0	0
P41143	8516	0	0
P41143	563655	0	0
P41143	570147	0	0
P41143	21716	0	0
P41143	42689	0	0
P41143	77779	0	0
P41143	148018	0	0
P41143	921	0	0
P41143	53623	0	0
P41143	209224	0	0
P41143	10389	0	0
P41143	12825	0	0
P41143	14126	0	0
P41143	1672366	0	0
P41143	42520	0	0
P41143	1615	0	0
P41143	421208	0	0
P41143	454141	0	0
P41143	9277	0	0
P41143	178796	0	0
P41143	65728	0	0
P41143	453520	0	0
P41143	85553	0	0
P41143	674536	0	0
P41143	6643	0	0
P41143	3965	0	0
P41143	16391	0	0
P41143	2217	0	0
P41143	99024	0	0
P41143	77474	0	0
P41143	4345	0	0
P41143	187962	0	0
P41143	27029	0	0
P41143	27368	0	0
P41143	139225	0	0
P41143	12494	0	0
P41143	8543	0	0
P41143	11968	0	0
P41143	97	0	0
P41143	42013	0	0
P41143	16656	0	0
P41143	365248	0	0
P41143	421157	0	0
P41143	27112	0	0
P41143	23522	0	0
P41143	139014	0	0
P41143	119288	0	0
P41143	19737	0	0
P41143	27370	0	0
P41143	27341	0	0
P41143	51056	0	0
P41143	175447	0	0
P41143	554892	0	0
P41143	246	0	0
P41143	146	0	0
P41143	209007	0	0
P41143	34197	0	0
P41143	16505	0	0
P41143	20131	0	0
P41143	27229	0	0
P41143	16581	0	0
P41143	46727	0	0
P41143	115	0	0
P41143	11745	0	0
P41143	430597	0	0
P41143	11819	0	0
P41143	419601	0	0
P41143	33055	0	0
P41143	266225	0	0
P41143	419596	0	0
P41143	453570	0	0
P41143	2262	0	0
P41143	419598	0	0
P41143	369179	0	0
P41143	1370	0	0
P41143	34234	0	0
P41143	3183	0	0
P41143	229058	0	0
P41143	208749	0	0
P41143	37266	0	0
P41143	312304	0	0
P41143	16592	0	0
P41143	16959	0	0
P41143	138605	0	0
P41143	15958	0	0
P41143	4504	0	0
P41143	12957	0	0
P41143	33986	0	0
P41143	384948	0	0
P41143	378207	0	0
P41143	27713	0	0
P41143	29989	0	0
P41143	624467	0	0
P41143	139099	0	0
P41143	13928	0	0
P41143	408842	0	0
P41143	7736	0	0
P41143	573	0	0
P41143	38727	0	0
P41143	675188	0	0
P41143	675090	0	0
P41143	317124	0	0
P41143	9495	0	0
P41143	73548	0	0
P41143	674584	0	0
P41143	5975	0	0
P41143	675144	0	0
P41143	230659	0	0
P41143	3012	0	0
P41143	328158	0	0
P41143	421066	0	0
P41143	22873	0	0
P41143	789	0	0
P41143	712273	0	0
P41143	325239	0	0
P41143	181939	0	0
P41143	263558	0	0
P41143	20496	0	0
P41143	369464	0	0
P41143	619	0	0
P41143	5985	0	0
P41143	27912	0	0
P41143	380567	0	0
P41143	38833	0	0
P41143	112655	0	0
P41143	29637	0	0
P41143	65415	0	0
P41143	3730	0	0
P41143	93995	0	0
P41143	139210	0	0
P41143	17170	0	0
P41143	86284	0	0
P41143	51042	0	0
P41143	1785	0	0
P41143	93895	0	0
P41143	1795	0	0
P41143	10898	0	0
P41143	421089	0	0
P41143	675307	0	0
P41143	21698	0	0
P41143	27570	0	0
P41143	173	0	0
P41143	674813	0	0
P41143	13590	0	0
P41143	16591	0	0
P41143	453548	0	0
P41143	374548	0	0
P41143	328173	0	0
P41143	147981	0	0
P41143	675068	0	0
P41143	386457	0	0
P41143	675534	0	0
P41143	4941	0	0
P41143	504310	0	0
P41143	5080	0	0
P41143	674510	0	0
P41143	510462	0	0
P41143	6723	0	0
P41143	110803	0	0
P41143	30180	0	0
P41143	34608	0	0
P41143	26386	0	0
P41143	49931	0	0
P41143	27575	0	0
P41143	68396	0	0
P41143	1994	0	0
P41143	1325	0	0
P41143	88800	0	0
P41143	67010	0	0
P41143	71516	0	0
P41143	21523	0	0
P41143	381691	0	0
P41143	418411	0	0
P41143	142808	0	0
P41143	421332	0	0
P41143	419622	0	0
P41143	341383	0	0
P41143	15217	0	0
P41143	73547	0	0
P41143	17411	0	0
P41143	31804	0	0
P41143	139045	0	0
P41143	560078	0	0
P41143	27307	0	0
P41143	70140	0	0
P41143	179594	0	0
P41143	9217	0	0
P41143	134100	0	0
P41143	666	0	0
P41143	675170	0	0
P41143	394165	0	0
P41143	674630	0	0
P41143	26401	0	0
P41143	674342	0	0
P41143	27278	0	0
P41143	2208	0	0
P41143	674555	0	0
P41143	297372	0	0
P41143	1219	0	0
P41143	328201	0	0
P41143	180329	0	0
P41143	373985	0	0
P41143	36864	0	0
P41143	923	0	0
P41143	93858	0	0
P41143	35358	0	0
P41143	2326	0	0
P41143	194	0	0
P41143	16510	0	0
P41143	924	0	0
P41143	577488	0	0
P41143	23093	0	0
P41143	5028	0	0
P41143	5970	0	0
P41143	43952	0	0
P41143	83772	0	0
P41143	686036	0	0
P41143	1362	0	0
P41143	96021	0	0
P41143	223819	0	0
P41143	2247	0	0
P41143	56831	0	0
P41143	132933	0	0
P41143	103658	0	0
P41143	7714	0	0
P41143	1159	0	0
P41143	56131	0	0
P41143	5528	0	0
P41143	583322	0	0
P41143	26590	0	0
P41143	1376044	0	0
P41143	485738	0	0
P41143	88100	0	0
P41143	255532	0	0
P41143	53616	0	0
P41143	107119	0	0
P41143	2131	0	0
P41143	207	0	0
P41143	358192	0	0
P41143	65351	0	0
P41143	259959	0	0
P41143	60319	0	0
P41143	222203	0	0
P41143	397074	0	0
P41143	334866	0	0
P41143	1223	0	0
P41143	1333	0	0
P41143	24522	0	0
P41143	134040	0	0
P41143	410802	0	0
P41143	365189	0	0
P41143	21697	0	0
P41143	675187	0	0
P41143	27111	0	0
P41143	1542343	0	0
P41143	611591	0	0
P41143	138562	0	0
P41143	189099	0	0
P41143	364520	0	0
P41143	8531	0	0
P41143	189203	0	0
P41143	20027	0	0
P41143	33060	0	0
P41143	7501	0	0
P41143	32027	0	0
P41143	1153672	0	0
P41143	38898	0	0
P41143	34094	0	0
P41145	674509	0	0
P41145	374182	0	0
P41145	150882	0	0
P41145	94790	0	0
P41145	62817	0	0
P41145	32869	0	0
P41145	77128	0	0
P41145	57488	0	0
P41145	140107	0	0
P41145	15086	0	0
P41145	1279	0	0
P41145	675297	0	0
P41145	3599	0	0
P41145	16485	0	0
P41145	27626	0	0
P41145	418419	0	0
P41145	517099	0	0
P41145	417180	0	0
P41145	431141	0	0
P41145	56644	0	0
P41145	16735	0	0
P41145	116848	0	0
P41145	445395	0	0
P41145	12428	0	0
P41145	105442	0	0
P41145	443348	0	0
P41145	32459	0	0
P41145	7065	0	0
P41145	61706	0	0
P41145	313314	0	0
P41145	91783	0	0
P41145	1280	0	0
P41145	675154	0	0
P41145	27152	0	0
P41145	418401	0	0
P41145	61680	0	0
P41145	316539	0	0
P41145	444750	0	0
P41145	35486	0	0
P41145	1125	0	0
P41145	1025553	0	0
P41145	386327	0	0
P41145	381693	0	0
P41145	155045	0	0
P41145	395607	0	0
P41145	337366	0	0
P41145	27647	0	0
P41145	143284	0	0
P41145	261343	0	0
P41145	253571	0	0
P41145	190484	0	0
P41145	8873	0	0
P41145	448986	0	0
P41145	365538	0	0
P41145	153342	0	0
P41145	112480	0	0
P41145	305519	0	0
P41145	27347	0	0
P41145	333157	0	0
P41145	328400	0	0
P41145	433015	0	0
P41145	89526	0	0
P41145	17347	0	0
P41145	82983	0	0
P41145	314587	0	0
P41145	406787	0	0
P41145	27072	0	0
P41145	3345	0	0
P41145	127755	0	0
P41145	364693	0	0
P41145	16450	0	0
P41145	70674	0	0
P41145	418414	0	0
P41145	27648	0	0
P41145	6317	0	0
P41145	13758	0	0
P41145	105252	0	0
P41145	16308	0	0
P41145	27639	0	0
P41145	581819	0	0
P41145	16303	0	0
P41145	374052	0	0
P41145	250908	0	0
P41145	393942	0	0
P41145	419542	0	0
P41145	52087	0	0
P41145	1592408	0	0
P41145	119640	0	0
P41145	111060	0	0
P41145	31811	0	0
P41145	100157	0	0
P41145	429737	0	0
P41145	28976	0	0
P41145	43354	0	0
P41145	294107	0	0
P41145	1450253	0	0
P41145	88797	0	0
P41145	466350	0	0
P41145	74284	0	0
P41145	8167	0	0
P41145	138037	0	0
P41145	1114	0	0
P41145	328137	0	0
P41145	81683	0	0
P41145	674961	0	0
P41145	674551	0	0
P41145	27780	0	0
P41145	365284	0	0
P41145	342897	0	0
P41145	78303	0	0
P41145	346895	0	0
P41145	4730	0	0
P41145	430124	0	0
P41145	33679	0	0
P41145	635	0	0
P41145	368538	0	0
P41145	1712	0	0
P41145	2654	0	0
P41145	151923	0	0
P41145	405366	0	0
P41145	66029	0	0
P41145	11674	0	0
P41145	16847	0	0
P41145	418484	0	0
P41145	38764	0	0
P41145	2223	0	0
P41145	2046	0	0
P41145	75901	0	0
P41145	78759	0	0
P41145	67617	0	0
P41145	70675	0	0
P41145	405365	0	0
P41145	139286	0	0
P41145	8788	0	0
P41145	158277	0	0
P41145	196351	0	0
P41145	421058	0	0
P41145	88316	0	0
P41145	2994	0	0
P41145	371546	0	0
P41145	13618	0	0
P41145	26431	0	0
P41145	316787	0	0
P41145	54547	0	0
P41145	674796	0	0
P41145	2203	0	0
P41145	152751	0	0
P41145	68607	0	0
P41145	28331	0	0
P41145	5582	0	0
P41145	3859	0	0
P41145	2045	0	0
P41145	47675	0	0
P41145	12506	0	0
P41145	2465	0	0
P41145	675304	0	0
P41145	77652	0	0
P41145	581848	0	0
P41145	36662	0	0
P41145	114108	0	0
P41145	469763	0	0
P41145	7725	0	0
P41145	236019	0	0
P41145	27629	0	0
P41145	353011	0	0
P41145	241	0	0
P41145	27609	0	0
P41145	421350	0	0
P41145	29890	0	0
P41145	11002	0	0
P41145	674660	0	0
P41145	86466	0	0
P41145	33373	0	0
P41145	134333	0	0
P41145	557741	0	0
P41145	598402	0	0
P41145	336913	0	0
P41145	419508	0	0
P41145	27340	0	0
P41145	581843	0	0
P41145	14440	0	0
P41145	51182	0	0
P41145	86042	0	0
P41145	1051118	0	0
P41145	315123	0	0
P41145	112090	0	0
P41145	117758	0	0
P41145	165774	0	0
P41145	581814	0	0
P41145	558106	0	0
P41145	2431	0	0
P41145	641189	0	0
P41145	27546	0	0
P41145	445067	0	0
P41145	588819	0	0
P41145	453508	0	0
P41145	125294	0	0
P41145	50440	0	0
P41145	14367	0	0
P41145	6243	0	0
P41145	77456	0	0
P41145	390877	0	0
P41145	18694	0	0
P41145	182928	0	0
P41145	1248981	0	0
P41145	558566	0	0
P41145	343964	0	0
P41145	1620	0	0
P41145	240769	0	0
P41145	191342	0	0
P41145	675171	0	0
P41145	555972	0	0
P41145	76766	0	0
P41145	8417	0	0
P41145	5772	0	0
P41145	1278	0	0
P41145	84505	0	0
P41145	591037	0	0
P41145	721	0	0
P41145	403465	0	0
P41145	2261	0	0
P41145	487711	0	0
P41145	72873	0	0
P41145	442943	0	0
P41145	674357	0	0
P41145	9097	0	0
P41145	66311	0	0
P41145	467361	0	0
P41145	365281	0	0
P41145	364859	0	0
P41145	674496	0	0
P41145	10840	0	0
P41145	996	0	0
P41145	11005	0	0
P41145	10009	0	0
P41145	8516	0	0
P41145	563655	0	0
P41145	570147	0	0
P41145	21716	0	0
P41145	42689	0	0
P41145	77779	0	0
P41145	148018	0	0
P41145	921	0	0
P41145	53623	0	0
P41145	209224	0	0
P41145	10389	0	0
P41145	12825	0	0
P41145	14126	0	0
P41145	1672366	0	0
P41145	42520	0	0
P41145	1615	0	0
P41145	421208	0	0
P41145	454141	0	0
P41145	9277	0	0
P41145	178796	0	0
P41145	65728	0	0
P41145	453520	0	0
P41145	85553	0	0
P41145	674536	0	0
P41145	6643	0	0
P41145	3965	0	0
P41145	16391	0	0
P41145	2217	0	0
P41145	99024	0	0
P41145	77474	0	0
P41145	4345	0	0
P41145	187962	0	0
P41145	27029	0	0
P41145	27368	0	0
P41145	139225	0	0
P41145	12494	0	0
P41145	8543	0	0
P41145	11968	0	0
P41145	97	0	0
P41145	42013	0	0
P41145	16656	0	0
P41145	365248	0	0
P41145	421157	0	0
P41145	27112	0	0
P41145	23522	0	0
P41145	139014	0	0
P41145	119288	0	0
P41145	19737	0	0
P41145	27370	0	0
P41145	27341	0	0
P41145	51056	0	0
P41145	175447	0	0
P41145	554892	0	0
P41145	246	0	0
P41145	146	0	0
P41145	8062	0	0
P41145	209007	0	0
P41145	34197	0	0
P41145	16505	0	0
P41145	20131	0	0
P41145	27229	0	0
P41145	16581	0	0
P41145	46727	0	0
P41145	115	0	0
P41145	11745	0	0
P41145	430597	0	0
P41145	11819	0	0
P41145	419601	0	0
P41145	242303	0	0
P41145	33055	0	0
P41145	266225	0	0
P41145	419596	0	0
P41145	453570	0	0
P41145	2262	0	0
P41145	419598	0	0
P41145	369179	0	0
P41145	1370	0	0
P41145	34234	0	0
P41145	3183	0	0
P41145	229058	0	0
P41145	208749	0	0
P41145	37266	0	0
P41145	312304	0	0
P41145	16592	0	0
P41145	16959	0	0
P41145	138605	0	0
P41145	15958	0	0
P41145	4504	0	0
P41145	12957	0	0
P41145	33986	0	0
P41145	384948	0	0
P41145	378207	0	0
P41145	27713	0	0
P41145	29989	0	0
P41145	624467	0	0
P41145	13928	0	0
P41145	408842	0	0
P41145	7736	0	0
P41145	573	0	0
P41145	139099	0	0
P41145	38727	0	0
P41145	675188	0	0
P41145	675090	0	0
P41145	9495	0	0
P41145	73548	0	0
P41145	317124	0	0
P41145	674584	0	0
P41145	5975	0	0
P41145	675144	0	0
P41145	230659	0	0
P41145	3012	0	0
P41145	328158	0	0
P41145	421066	0	0
P41145	22873	0	0
P41145	789	0	0
P41145	181939	0	0
P41145	263558	0	0
P41145	20496	0	0
P41145	369464	0	0
P41145	47447	0	0
P41145	619	0	0
P41145	5985	0	0
P41145	325239	0	0
P41145	27912	0	0
P41145	380567	0	0
P41145	112655	0	0
P41145	29637	0	0
P41145	65415	0	0
P41145	3730	0	0
P41145	93995	0	0
P41145	139210	0	0
P41145	17170	0	0
P41145	38833	0	0
P41145	86284	0	0
P41145	51042	0	0
P41145	255904	0	0
P41145	1785	0	0
P41145	93895	0	0
P41145	1795	0	0
P41145	10898	0	0
P41145	421089	0	0
P41145	675307	0	0
P41145	21698	0	0
P41145	27570	0	0
P41145	173	0	0
P41145	674813	0	0
P41145	13590	0	0
P41145	16591	0	0
P41145	453548	0	0
P41145	374548	0	0
P41145	328173	0	0
P41145	147981	0	0
P41145	675068	0	0
P41145	386457	0	0
P41145	675534	0	0
P41145	4941	0	0
P41145	504310	0	0
P41145	5080	0	0
P41145	674510	0	0
P41145	510462	0	0
P41145	6723	0	0
P41145	110803	0	0
P41145	30180	0	0
P41145	34608	0	0
P41145	26386	0	0
P41145	49931	0	0
P41145	27575	0	0
P41145	68396	0	0
P41145	1994	0	0
P41145	1325	0	0
P41145	88800	0	0
P41145	67010	0	0
P41145	71516	0	0
P41145	21523	0	0
P41145	381691	0	0
P41145	418411	0	0
P41145	142808	0	0
P41145	421332	0	0
P41145	419622	0	0
P41145	341383	0	0
P41145	15217	0	0
P41145	17411	0	0
P41145	31804	0	0
P41145	139045	0	0
P41145	560078	0	0
P41145	73547	0	0
P41145	27307	0	0
P41145	70140	0	0
P41145	179594	0	0
P41145	9217	0	0
P41145	134100	0	0
P41145	666	0	0
P41145	675170	0	0
P41145	394165	0	0
P41145	674630	0	0
P41145	26401	0	0
P41145	674342	0	0
P41145	27278	0	0
P41145	2208	0	0
P41145	674555	0	0
P41145	297372	0	0
P41145	1219	0	0
P41145	328201	0	0
P41145	180329	0	0
P41145	373985	0	0
P41145	36864	0	0
P41145	923	0	0
P41145	93858	0	0
P41145	35358	0	0
P41145	2326	0	0
P41145	194	0	0
P41145	16510	0	0
P41145	924	0	0
P41145	577488	0	0
P41145	5028	0	0
P41145	43952	0	0
P41145	83772	0	0
P41145	686036	0	0
P41145	1362	0	0
P41145	96021	0	0
P41145	223819	0	0
P41145	2247	0	0
P41145	23093	0	0
P41145	132933	0	0
P41145	103658	0	0
P41145	7714	0	0
P41145	1159	0	0
P41145	56831	0	0
P41145	56131	0	0
P41145	5528	0	0
P41145	583322	0	0
P41145	26590	0	0
P41145	1376044	0	0
P41145	485738	0	0
P41145	255532	0	0
P41145	53616	0	0
P41145	107119	0	0
P41145	2131	0	0
P41145	207	0	0
P41145	358192	0	0
P41145	65351	0	0
P41145	259959	0	0
P41145	60319	0	0
P41145	222203	0	0
P41145	397074	0	0
P41145	334866	0	0
P41145	1223	0	0
P41145	1333	0	0
P41145	24522	0	0
P41145	134040	0	0
P41145	410802	0	0
P41145	365189	0	0
P41145	21697	0	0
P41145	675187	0	0
P41145	27111	0	0
P41145	1542343	0	0
P41145	611591	0	0
P41145	138562	0	0
P41145	189099	0	0
P41145	364520	0	0
P41145	8531	0	0
P41145	189203	0	0
P41145	20027	0	0
P41145	33060	0	0
P41145	7501	0	0
P41145	32027	0	0
P41145	1153672	0	0
P41145	38898	0	0
P41145	34094	0	0
Q01959	62817	0	0
Q01959	150882	0	0
Q01959	94790	0	0
Q01959	32869	0	0
Q01959	57488	0	0
Q01959	140107	0	0
Q01959	1279	0	0
Q01959	675297	0	0
Q01959	15086	0	0
Q01959	418419	0	0
Q01959	3599	0	0
Q01959	16485	0	0
Q01959	417180	0	0
Q01959	431141	0	0
Q01959	517099	0	0
Q01959	56644	0	0
Q01959	16735	0	0
Q01959	116848	0	0
Q01959	445395	0	0
Q01959	12428	0	0
Q01959	32459	0	0
Q01959	7065	0	0
Q01959	105442	0	0
Q01959	443348	0	0
Q01959	61706	0	0
Q01959	91783	0	0
Q01959	27152	0	0
Q01959	313314	0	0
Q01959	1280	0	0
Q01959	418401	0	0
Q01959	61680	0	0
Q01959	316539	0	0
Q01959	444750	0	0
Q01959	674509	0	0
Q01959	374182	0	0
Q01959	35486	0	0
Q01959	395607	0	0
Q01959	386327	0	0
Q01959	381693	0	0
Q01959	155045	0	0
Q01959	337366	0	0
Q01959	27647	0	0
Q01959	143284	0	0
Q01959	261343	0	0
Q01959	448986	0	0
Q01959	365538	0	0
Q01959	153342	0	0
Q01959	253571	0	0
Q01959	190484	0	0
Q01959	8873	0	0
Q01959	27347	0	0
Q01959	112480	0	0
Q01959	305519	0	0
Q01959	333157	0	0
Q01959	328400	0	0
Q01959	433015	0	0
Q01959	82983	0	0
Q01959	314587	0	0
Q01959	406787	0	0
Q01959	89526	0	0
Q01959	17347	0	0
Q01959	364693	0	0
Q01959	16450	0	0
Q01959	70674	0	0
Q01959	3345	0	0
Q01959	127755	0	0
Q01959	1125	0	0
Q01959	1025553	0	0
Q01959	27648	0	0
Q01959	6317	0	0
Q01959	13758	0	0
Q01959	105252	0	0
Q01959	374052	0	0
Q01959	119640	0	0
Q01959	52087	0	0
Q01959	1592408	0	0
Q01959	16303	0	0
Q01959	393942	0	0
Q01959	419542	0	0
Q01959	429737	0	0
Q01959	28976	0	0
Q01959	43354	0	0
Q01959	31811	0	0
Q01959	1450253	0	0
Q01959	100157	0	0
Q01959	88797	0	0
Q01959	294107	0	0
Q01959	8167	0	0
Q01959	1114	0	0
Q01959	328137	0	0
Q01959	466350	0	0
Q01959	74284	0	0
Q01959	27780	0	0
Q01959	365284	0	0
Q01959	250908	0	0
Q01959	81683	0	0
Q01959	674961	0	0
Q01959	674551	0	0
Q01959	4730	0	0
Q01959	430124	0	0
Q01959	342897	0	0
Q01959	78303	0	0
Q01959	1712	0	0
Q01959	346895	0	0
Q01959	33679	0	0
Q01959	635	0	0
Q01959	368538	0	0
Q01959	11674	0	0
Q01959	16847	0	0
Q01959	2654	0	0
Q01959	151923	0	0
Q01959	2046	0	0
Q01959	75901	0	0
Q01959	405366	0	0
Q01959	66029	0	0
