parent_molregno	accession	parent_chembl_id	target_organism	summary
675154	P41595	CHEMBL1201203	Homo sapiens	6.800000000000001
675154	P50406	CHEMBL1201203	Homo sapiens	5.72
675154	Q01453	CHEMBL1201203	Homo sapiens	4.42
675154	Q01959	CHEMBL1201203	Homo sapiens	6.66
675154	Q99720	CHEMBL1201203	Homo sapiens	7.045
675170	O15244	CHEMBL1201219	Homo sapiens	5.46
675170	Q86VL8	CHEMBL1201219	Homo sapiens	4.6
675170	Q96FL8	CHEMBL1201219	Homo sapiens	5.72
675171	P02545	CHEMBL1201220	Homo sapiens	8.35
675171	Q16637	CHEMBL1201220	Homo sapiens	6.6
675187	B2RXH2	CHEMBL1201236	Homo sapiens	5.45
675187	P00352	CHEMBL1201236	Homo sapiens	4.62
675187	P02545	CHEMBL1201236	Homo sapiens	4.9
675187	P06239	CHEMBL1201236	Homo sapiens	5.17
675187	P06241	CHEMBL1201236	Homo sapiens	5.43
675187	P06746	CHEMBL1201236	Homo sapiens	4.05
675187	P10636	CHEMBL1201236	Homo sapiens	4.725
675187	P15428	CHEMBL1201236	Homo sapiens	4.574999999999999
675187	P16050	CHEMBL1201236	Homo sapiens	5.4
675187	P18054	CHEMBL1201236	Homo sapiens	4.4
675187	P28482	CHEMBL1201236	Homo sapiens	7.4
675187	P40225	CHEMBL1201236	Homo sapiens	4.6
675187	Q16637	CHEMBL1201236	Homo sapiens	5.95
675187	Q99714	CHEMBL1201236	Homo sapiens	4.7
675187	Q9NUW8	CHEMBL1201236	Homo sapiens	5.95
675188	P07550	CHEMBL1201237	Homo sapiens	9.18
675188	P08588	CHEMBL1201237	Homo sapiens	8.280000000000001
675188	P13945	CHEMBL1201237	Homo sapiens	6.529999999999999
675188	P16473	CHEMBL1201237	Homo sapiens	5.1
675188	P31645	CHEMBL1201237	Homo sapiens	5.445
675188	Q99720	CHEMBL1201237	Homo sapiens	6.300000000000001
675199	P02545	CHEMBL1201248	Homo sapiens	6.9
675207	P02545	CHEMBL1201256	Homo sapiens	7.25
675207	P28482	CHEMBL1201256	Homo sapiens	8.0
675207	Q16637	CHEMBL1201256	Homo sapiens	5.0
675213	P07550	CHEMBL1201262	Homo sapiens	5.15
675217	Q9HC97	CHEMBL1201266	Homo sapiens	5.4
675230	P49841	CHEMBL1201279	Homo sapiens	4.82
675234	O00206	CHEMBL1201283	Homo sapiens	5.91
675235	P23415	CHEMBL1201284	Homo sapiens	6.5
675235	P41180	CHEMBL1201284	Homo sapiens	7.1
675235	P42858	CHEMBL1201284	Homo sapiens	4.8
675238	Q01453	CHEMBL1201287	Homo sapiens	4.07
675239	P02545	CHEMBL1201288	Homo sapiens	5.2
675239	P10636	CHEMBL1201288	Homo sapiens	4.925
675239	P54132	CHEMBL1201288	Homo sapiens	4.3
675239	Q01453	CHEMBL1201288	Homo sapiens	4.02
675239	Q16637	CHEMBL1201288	Homo sapiens	5.35
675239	Q9NZ45	CHEMBL1201288	Homo sapiens	5.0
675253	Q16665	CHEMBL1201302	Homo sapiens	7.7
675270	P02545	CHEMBL1201319	Homo sapiens	6.9
675270	Q16665	CHEMBL1201319	Homo sapiens	6.5
675286	P08172	CHEMBL1201335	Homo sapiens	9.55
675286	P08173	CHEMBL1201335	Homo sapiens	9.8
675286	P08912	CHEMBL1201335	Homo sapiens	9.7
675286	P11229	CHEMBL1201335	Homo sapiens	9.9
675286	P20309	CHEMBL1201335	Homo sapiens	9.6
675289	P02545	CHEMBL1201338	Homo sapiens	5.65
675289	Q16637	CHEMBL1201338	Homo sapiens	5.6
675304	P08172	CHEMBL1201353	Homo sapiens	5.38
675304	P08173	CHEMBL1201353	Homo sapiens	6.13
675304	P08912	CHEMBL1201353	Homo sapiens	6.055
675304	P08913	CHEMBL1201353	Homo sapiens	4.905
675304	P11229	CHEMBL1201353	Homo sapiens	6.17
675304	P18089	CHEMBL1201353	Homo sapiens	5.51
675304	P20309	CHEMBL1201353	Homo sapiens	5.925
675304	P23975	CHEMBL1201353	Homo sapiens	5.305
675304	P25021	CHEMBL1201353	Homo sapiens	5.08
675304	P25100	CHEMBL1201353	Homo sapiens	4.625
675304	P28223	CHEMBL1201353	Homo sapiens	5.705
675304	P28335	CHEMBL1201353	Homo sapiens	5.775
675304	P31645	CHEMBL1201353	Homo sapiens	7.744999999999999
675304	P35367	CHEMBL1201353	Homo sapiens	8.67
675304	P54132	CHEMBL1201353	Homo sapiens	4.95
675304	Q01959	CHEMBL1201353	Homo sapiens	6.08
675304	Q99720	CHEMBL1201353	Homo sapiens	5.970000000000001
675307	O75604	CHEMBL1201356	Homo sapiens	4.83
675307	P00352	CHEMBL1201356	Homo sapiens	5.45
675307	P02545	CHEMBL1201356	Homo sapiens	4.9
675307	P08913	CHEMBL1201356	Homo sapiens	6.01
675307	P10635	CHEMBL1201356	Homo sapiens	6.7
675307	P10636	CHEMBL1201356	Homo sapiens	5.3
675307	P14416	CHEMBL1201356	Homo sapiens	6.32
675307	P18089	CHEMBL1201356	Homo sapiens	6.51
675307	P21728	CHEMBL1201356	Homo sapiens	6.119999999999999
675307	P28223	CHEMBL1201356	Homo sapiens	8.865
675307	P28335	CHEMBL1201356	Homo sapiens	8.035
675307	P35462	CHEMBL1201356	Homo sapiens	7.01
675307	P41595	CHEMBL1201356	Homo sapiens	8.92
675307	P46063	CHEMBL1201356	Homo sapiens	4.45
675307	P50406	CHEMBL1201356	Homo sapiens	8.765
675307	P55212	CHEMBL1201356	Homo sapiens	5.15
675307	Q16637	CHEMBL1201356	Homo sapiens	4.9
675534	P06239	CHEMBL1201631	Homo sapiens	4.74
675700	P02545	CHEMBL1201749	Homo sapiens	6.25
675700	Q16665	CHEMBL1201749	Homo sapiens	8.4
675700	Q6W5P4	CHEMBL1201749	Homo sapiens	5.6
675704	P19793	CHEMBL1201753	Homo sapiens	4.88
675727	P35372	CHEMBL1201776	Homo sapiens	6.484999999999999
675812	Q8NFI3	CHEMBL1201863	Homo sapiens	4.6
682257	P46063	CHEMBL1208306	Homo sapiens	4.4
682257	P54132	CHEMBL1208306	Homo sapiens	4.55
684872	P42345	CHEMBL1213033	Homo sapiens	4.68
684872	P42858	CHEMBL1213033	Homo sapiens	4.9
685974	P42261	CHEMBL1214124	Homo sapiens	6.21
691867	P04049	CHEMBL1229517	Homo sapiens	6.39
691867	P10398	CHEMBL1229517	Homo sapiens	7.35
691867	P15056	CHEMBL1229517	Homo sapiens	7.47
691867	P22830	CHEMBL1229517	Homo sapiens	5.3
691867	P35968	CHEMBL1229517	Homo sapiens	6.44
691867	Q9NYL2	CHEMBL1229517	Homo sapiens	7.57
694481	P02545	CHEMBL1232131	Homo sapiens	6.85
694481	P15428	CHEMBL1232131	Homo sapiens	4.85
694481	Q16665	CHEMBL1232131	Homo sapiens	6.4
694481	Q99714	CHEMBL1232131	Homo sapiens	5.8
699395	O15245	CHEMBL1237044	Homo sapiens	4.28
699395	P23975	CHEMBL1237044	Homo sapiens	6.1
699395	P31645	CHEMBL1237044	Homo sapiens	6.43
699395	P35372	CHEMBL1237044	Homo sapiens	5.845
699395	P41143	CHEMBL1237044	Homo sapiens	8.03
699395	P41145	CHEMBL1237044	Homo sapiens	7.85
705377	B2RXH2	CHEMBL1256391	Homo sapiens	4.55
705377	P00352	CHEMBL1256391	Homo sapiens	4.45
705377	P15428	CHEMBL1256391	Homo sapiens	4.550000000000001
705377	P54132	CHEMBL1256391	Homo sapiens	7.15
705377	Q99714	CHEMBL1256391	Homo sapiens	4.5
705778	P07550	CHEMBL1256786	Homo sapiens	8.6
705778	P08588	CHEMBL1256786	Homo sapiens	6.785
705778	P13945	CHEMBL1256786	Homo sapiens	7.6
705778	P35462	CHEMBL1256786	Homo sapiens	5.79
706046	P21397	CHEMBL1257051	Homo sapiens	5.06
706046	P27338	CHEMBL1257051	Homo sapiens	5.24
712273	O75496	CHEMBL1276308	Homo sapiens	4.9
712273	P02545	CHEMBL1276308	Homo sapiens	4.75
712273	P03372	CHEMBL1276308	Homo sapiens	4.9
712273	P04150	CHEMBL1276308	Homo sapiens	8.96
712273	P06241	CHEMBL1276308	Homo sapiens	4.67
712273	P06401	CHEMBL1276308	Homo sapiens	9.6
712273	P08235	CHEMBL1276308	Homo sapiens	6.005000000000001
712273	P10275	CHEMBL1276308	Homo sapiens	8.094999999999999
712273	P18089	CHEMBL1276308	Homo sapiens	4.75
712273	P28482	CHEMBL1276308	Homo sapiens	4.4
712273	P35372	CHEMBL1276308	Homo sapiens	5.805
712273	P41145	CHEMBL1276308	Homo sapiens	4.895
712273	P42345	CHEMBL1276308	Homo sapiens	4.779999999999999
712273	P42858	CHEMBL1276308	Homo sapiens	4.45
712273	P54132	CHEMBL1276308	Homo sapiens	4.4
712273	Q01453	CHEMBL1276308	Homo sapiens	4.52
712273	Q16539	CHEMBL1276308	Homo sapiens	4.08
712273	Q16637	CHEMBL1276308	Homo sapiens	4.6
712273	Q6W5P4	CHEMBL1276308	Homo sapiens	4.9
712273	Q92731	CHEMBL1276308	Homo sapiens	5.8149999999999995
712273	Q99720	CHEMBL1276308	Homo sapiens	4.77
712273	Q9NUW8	CHEMBL1276308	Homo sapiens	4.55
716337	O00238	CHEMBL1289926	Homo sapiens	5.54
716337	O00444	CHEMBL1289926	Homo sapiens	7.585
716337	O14730	CHEMBL1289926	Homo sapiens	6.0
716337	O14965	CHEMBL1289926	Homo sapiens	7.14
716337	O14976	CHEMBL1289926	Homo sapiens	5.57
716337	O15197	CHEMBL1289926	Homo sapiens	6.44
716337	O43353	CHEMBL1289926	Homo sapiens	5.0
716337	O60674	CHEMBL1289926	Homo sapiens	5.48
716337	O75716	CHEMBL1289926	Homo sapiens	6.43
716337	O94804	CHEMBL1289926	Homo sapiens	5.92
716337	O95819	CHEMBL1289926	Homo sapiens	6.46
716337	O96013	CHEMBL1289926	Homo sapiens	5.35
716337	P00519	CHEMBL1289926	Homo sapiens	7.08
716337	P00533	CHEMBL1289926	Homo sapiens	5.425
716337	P04629	CHEMBL1289926	Homo sapiens	5.75
716337	P06239	CHEMBL1289926	Homo sapiens	5.57
716337	P07333	CHEMBL1289926	Homo sapiens	7.68
716337	P07947	CHEMBL1289926	Homo sapiens	5.57
716337	P07949	CHEMBL1289926	Homo sapiens	6.404999999999999
716337	P08581	CHEMBL1289926	Homo sapiens	6.0
716337	P08922	CHEMBL1289926	Homo sapiens	5.5
716337	P09619	CHEMBL1289926	Homo sapiens	9.24
716337	P09769	CHEMBL1289926	Homo sapiens	5.75
716337	P10721	CHEMBL1289926	Homo sapiens	8.475000000000001
716337	P11362	CHEMBL1289926	Homo sapiens	6.835
716337	P16234	CHEMBL1289926	Homo sapiens	9.29
716337	P17948	CHEMBL1289926	Homo sapiens	8.24
716337	P19525	CHEMBL1289926	Homo sapiens	5.13
716337	P19784	CHEMBL1289926	Homo sapiens	5.55
716337	P21802	CHEMBL1289926	Homo sapiens	6.96
716337	P22607	CHEMBL1289926	Homo sapiens	6.68
716337	P29597	CHEMBL1289926	Homo sapiens	5.44
716337	P30530	CHEMBL1289926	Homo sapiens	6.38
716337	P32298	CHEMBL1289926	Homo sapiens	5.64
716337	P33981	CHEMBL1289926	Homo sapiens	5.41
716337	P35590	CHEMBL1289926	Homo sapiens	7.01
716337	P35916	CHEMBL1289926	Homo sapiens	6.77
716337	P35968	CHEMBL1289926	Homo sapiens	8.42
716337	P36507	CHEMBL1289926	Homo sapiens	5.58
716337	P36888	CHEMBL1289926	Homo sapiens	6.6
716337	P41240	CHEMBL1289926	Homo sapiens	5.96
716337	P42681	CHEMBL1289926	Homo sapiens	5.62
716337	P42684	CHEMBL1289926	Homo sapiens	7.16
716337	P45983	CHEMBL1289926	Homo sapiens	5.41
716337	P51451	CHEMBL1289926	Homo sapiens	5.51
716337	P51617	CHEMBL1289926	Homo sapiens	5.51
716337	P52333	CHEMBL1289926	Homo sapiens	5.51
716337	P53779	CHEMBL1289926	Homo sapiens	5.96
716337	P57058	CHEMBL1289926	Homo sapiens	5.82
716337	P57059	CHEMBL1289926	Homo sapiens	5.68
716337	P57078	CHEMBL1289926	Homo sapiens	5.85
716337	P80192	CHEMBL1289926	Homo sapiens	5.52
716337	Q00536	CHEMBL1289926	Homo sapiens	5.28
716337	Q02750	CHEMBL1289926	Homo sapiens	5.57
716337	Q02763	CHEMBL1289926	Homo sapiens	6.51
716337	Q07912	CHEMBL1289926	Homo sapiens	5.22
716337	Q08345	CHEMBL1289926	Homo sapiens	6.47
716337	Q08881	CHEMBL1289926	Homo sapiens	5.92
716337	Q12851	CHEMBL1289926	Homo sapiens	5.89
716337	Q12852	CHEMBL1289926	Homo sapiens	5.77
716337	Q12866	CHEMBL1289926	Homo sapiens	5.5
716337	Q13043	CHEMBL1289926	Homo sapiens	5.85
716337	Q13163	CHEMBL1289926	Homo sapiens	6.85
716337	Q13188	CHEMBL1289926	Homo sapiens	5.66
716337	Q13470	CHEMBL1289926	Homo sapiens	6.8
716337	Q13546	CHEMBL1289926	Homo sapiens	5.6
716337	Q13705	CHEMBL1289926	Homo sapiens	5.28
716337	Q15569	CHEMBL1289926	Homo sapiens	5.37
716337	Q16513	CHEMBL1289926	Homo sapiens	5.57
716337	Q16832	CHEMBL1289926	Homo sapiens	5.28
716337	Q2M2I8	CHEMBL1289926	Homo sapiens	5.92
716337	Q32MK0	CHEMBL1289926	Homo sapiens	5.77
716337	Q56UN5	CHEMBL1289926	Homo sapiens	6.57
716337	Q5S007	CHEMBL1289926	Homo sapiens	6.02
716337	Q6PHR2	CHEMBL1289926	Homo sapiens	6.17
716337	Q8IVH8	CHEMBL1289926	Homo sapiens	5.92
716337	Q8IYT8	CHEMBL1289926	Homo sapiens	5.0
716337	Q8N4C8	CHEMBL1289926	Homo sapiens	6.25
716337	Q8N5S9	CHEMBL1289926	Homo sapiens	5.85
716337	Q8NEV4	CHEMBL1289926	Homo sapiens	5.72
716337	Q8NFD2	CHEMBL1289926	Homo sapiens	5.44
716337	Q92772	CHEMBL1289926	Homo sapiens	6.28
716337	Q92918	CHEMBL1289926	Homo sapiens	6.48
716337	Q96GD4	CHEMBL1289926	Homo sapiens	7.96
716337	Q96RR4	CHEMBL1289926	Homo sapiens	5.82
716337	Q96SB4	CHEMBL1289926	Homo sapiens	5.75
716337	Q99759	CHEMBL1289926	Homo sapiens	5.55
716337	Q9BRS2	CHEMBL1289926	Homo sapiens	5.92
716337	Q9H093	CHEMBL1289926	Homo sapiens	5.89
716337	Q9H1R3	CHEMBL1289926	Homo sapiens	5.89
716337	Q9H2G2	CHEMBL1289926	Homo sapiens	6.0
716337	Q9NSY1	CHEMBL1289926	Homo sapiens	6.0
716337	Q9NYL2	CHEMBL1289926	Homo sapiens	5.58
716337	Q9UKE5	CHEMBL1289926	Homo sapiens	6.75
716337	Q9UPE1	CHEMBL1289926	Homo sapiens	5.64
716337	Q9UQB9	CHEMBL1289926	Homo sapiens	8.89
716337	Q9Y4K4	CHEMBL1289926	Homo sapiens	6.26
716337	Q9Y5S2	CHEMBL1289926	Homo sapiens	5.32
716337	Q9Y6R4	CHEMBL1289926	Homo sapiens	5.25
753339	P02545	CHEMBL1329455	Homo sapiens	5.2
753339	P03372	CHEMBL1329455	Homo sapiens	4.61
753339	P10828	CHEMBL1329455	Homo sapiens	7.9
753339	Q16665	CHEMBL1329455	Homo sapiens	6.5
753339	Q6W5P4	CHEMBL1329455	Homo sapiens	4.7
753339	Q9NUW8	CHEMBL1329455	Homo sapiens	5.05
760611	O75604	CHEMBL1336727	Homo sapiens	5.0
760611	P00352	CHEMBL1336727	Homo sapiens	4.4
760611	P02545	CHEMBL1336727	Homo sapiens	6.4
760611	P04637	CHEMBL1336727	Homo sapiens	4.8
760611	P16473	CHEMBL1336727	Homo sapiens	4.5
760611	P19838	CHEMBL1336727	Homo sapiens	8.1
760611	P42858	CHEMBL1336727	Homo sapiens	4.45
795654	O75604	CHEMBL1371770	Homo sapiens	5.4
795654	P02545	CHEMBL1371770	Homo sapiens	4.6
795654	P19838	CHEMBL1371770	Homo sapiens	6.95
795654	P28482	CHEMBL1371770	Homo sapiens	6.3
795654	Q01453	CHEMBL1371770	Homo sapiens	4.57
796834	B2RXH2	CHEMBL1372950	Homo sapiens	4.35
796834	P10636	CHEMBL1372950	Homo sapiens	4.55
796834	Q9NUW8	CHEMBL1372950	Homo sapiens	5.3
834627	P02545	CHEMBL1410743	Homo sapiens	5.0
900920	P46063	CHEMBL1477036	Homo sapiens	4.4
902414	B2RXH2	CHEMBL1478530	Homo sapiens	4.4
902414	P07550	CHEMBL1478530	Homo sapiens	7.29
902414	P14416	CHEMBL1478530	Homo sapiens	4.07
902414	P16473	CHEMBL1478530	Homo sapiens	7.9
916384	P00352	CHEMBL1492500	Homo sapiens	5.9
979697	P10636	CHEMBL1555813	Homo sapiens	5.15
993371	P06746	CHEMBL1569487	Homo sapiens	4.05
1025553	P23975	CHEMBL1601669	Homo sapiens	6.0
1041053	P02545	CHEMBL1618102	Homo sapiens	8.05
1043745	B2RXH2	CHEMBL1620794	Homo sapiens	4.65
1044548	P08172	CHEMBL1621597	Homo sapiens	8.9
1044548	P08173	CHEMBL1621597	Homo sapiens	9.42
1044548	P08912	CHEMBL1621597	Homo sapiens	8.98
1044548	P11229	CHEMBL1621597	Homo sapiens	8.58
1044548	P20309	CHEMBL1621597	Homo sapiens	9.52
1044548	Q16637	CHEMBL1621597	Homo sapiens	5.85
1045806	P02545	CHEMBL1622855	Homo sapiens	6.95
1048418	B2RXH2	CHEMBL1625467	Homo sapiens	5.3
1048418	P10636	CHEMBL1625467	Homo sapiens	4.9
1049174	P10636	CHEMBL1626223	Homo sapiens	4.85
1049174	P16050	CHEMBL1626223	Homo sapiens	4.5
1049174	P51570	CHEMBL1626223	Homo sapiens	4.38
1049174	Q99714	CHEMBL1626223	Homo sapiens	4.5
1049174	Q9NUW8	CHEMBL1626223	Homo sapiens	4.2
1051118	P08172	CHEMBL1628227	Homo sapiens	6.8149999999999995
1051118	P08173	CHEMBL1628227	Homo sapiens	7.805
1051118	P08912	CHEMBL1628227	Homo sapiens	7.65
1051118	P08913	CHEMBL1628227	Homo sapiens	6.09
1051118	P11229	CHEMBL1628227	Homo sapiens	7.43
1051118	P18089	CHEMBL1628227	Homo sapiens	7.325
1051118	P18825	CHEMBL1628227	Homo sapiens	6.405
1051118	P20309	CHEMBL1628227	Homo sapiens	7.49
1051118	P21728	CHEMBL1628227	Homo sapiens	6.3100000000000005
1051118	P23975	CHEMBL1628227	Homo sapiens	7.54
1051118	P25021	CHEMBL1628227	Homo sapiens	5.735
1051118	P25100	CHEMBL1628227	Homo sapiens	7.085
1051118	P28223	CHEMBL1628227	Homo sapiens	7.6899999999999995
1051118	P28335	CHEMBL1628227	Homo sapiens	7.48
1051118	P31645	CHEMBL1628227	Homo sapiens	7.52
1051118	P35367	CHEMBL1628227	Homo sapiens	9.75
1051118	P35462	CHEMBL1628227	Homo sapiens	6.095000000000001
1051118	P41595	CHEMBL1628227	Homo sapiens	7.15
1051118	P50406	CHEMBL1628227	Homo sapiens	6.83
1051118	Q99720	CHEMBL1628227	Homo sapiens	6.390000000000001
1153572	O00238	CHEMBL1789941	Homo sapiens	5.75
1153572	O00444	CHEMBL1789941	Homo sapiens	6.7
1153572	O00506	CHEMBL1789941	Homo sapiens	5.2
1153572	O14730	CHEMBL1789941	Homo sapiens	5.7
1153572	O14920	CHEMBL1789941	Homo sapiens	5.64
1153572	O14936	CHEMBL1789941	Homo sapiens	5.82
1153572	O14976	CHEMBL1789941	Homo sapiens	7.0
1153572	O15075	CHEMBL1789941	Homo sapiens	7.17
1153572	O15197	CHEMBL1789941	Homo sapiens	5.51
1153572	O43293	CHEMBL1789941	Homo sapiens	7.05
1153572	O43318	CHEMBL1789941	Homo sapiens	6.14
1153572	O60674	CHEMBL1789941	Homo sapiens	8.129999999999999
1153572	O75116	CHEMBL1789941	Homo sapiens	7.28
1153572	O75385	CHEMBL1789941	Homo sapiens	6.52
1153572	O75460	CHEMBL1789941	Homo sapiens	5.6
1153572	O75582	CHEMBL1789941	Homo sapiens	6.85
1153572	O75676	CHEMBL1789941	Homo sapiens	6.47
1153572	O75716	CHEMBL1789941	Homo sapiens	6.31
1153572	O94768	CHEMBL1789941	Homo sapiens	5.46
1153572	O95747	CHEMBL1789941	Homo sapiens	5.57
1153572	O96013	CHEMBL1789941	Homo sapiens	5.8
1153572	P00519	CHEMBL1789941	Homo sapiens	5.5600000000000005
1153572	P04629	CHEMBL1789941	Homo sapiens	5.82
1153572	P07949	CHEMBL1789941	Homo sapiens	6.375
1153572	P0C264	CHEMBL1789941	Homo sapiens	5.24
1153572	P10721	CHEMBL1789941	Homo sapiens	5.2
1153572	P15056	CHEMBL1789941	Homo sapiens	5.52
1153572	P15735	CHEMBL1789941	Homo sapiens	6.0
1153572	P19784	CHEMBL1789941	Homo sapiens	5.48
1153572	P23458	CHEMBL1789941	Homo sapiens	8.19
1153572	P29320	CHEMBL1789941	Homo sapiens	5.21
1153572	P29376	CHEMBL1789941	Homo sapiens	6.36
1153572	P29597	CHEMBL1789941	Homo sapiens	7.72
1153572	P32298	CHEMBL1789941	Homo sapiens	5.21
1153572	P33981	CHEMBL1789941	Homo sapiens	6.32
1153572	P36507	CHEMBL1789941	Homo sapiens	5.4
1153572	P45983	CHEMBL1789941	Homo sapiens	5.32
1153572	P45985	CHEMBL1789941	Homo sapiens	5.75
1153572	P46734	CHEMBL1789941	Homo sapiens	6.33
1153572	P48729	CHEMBL1789941	Homo sapiens	5.75
1153572	P49760	CHEMBL1789941	Homo sapiens	6.34
1153572	P50613	CHEMBL1789941	Homo sapiens	5.48
1153572	P51617	CHEMBL1789941	Homo sapiens	6.54
1153572	P51956	CHEMBL1789941	Homo sapiens	5.96
1153572	P52333	CHEMBL1789941	Homo sapiens	7.74
1153572	P53350	CHEMBL1789941	Homo sapiens	6.89
1153572	P53355	CHEMBL1789941	Homo sapiens	7.14
1153572	P57078	CHEMBL1789941	Homo sapiens	5.68
1153572	P68400	CHEMBL1789941	Homo sapiens	5.38
1153572	Q02156	CHEMBL1789941	Homo sapiens	6.28
1153572	Q02750	CHEMBL1789941	Homo sapiens	5.72
1153572	Q07912	CHEMBL1789941	Homo sapiens	5.58
1153572	Q09013	CHEMBL1789941	Homo sapiens	5.46
1153572	Q12851	CHEMBL1789941	Homo sapiens	5.7
1153572	Q13233	CHEMBL1789941	Homo sapiens	5.38
1153572	Q13237	CHEMBL1789941	Homo sapiens	6.16
1153572	Q13464	CHEMBL1789941	Homo sapiens	7.22
1153572	Q13554	CHEMBL1789941	Homo sapiens	6.51
1153572	Q13555	CHEMBL1789941	Homo sapiens	7.0
1153572	Q13557	CHEMBL1789941	Homo sapiens	7.05
1153572	Q13627	CHEMBL1789941	Homo sapiens	6.04
1153572	Q13873	CHEMBL1789941	Homo sapiens	6.03
1153572	Q14012	CHEMBL1789941	Homo sapiens	6.33
1153572	Q14164	CHEMBL1789941	Homo sapiens	5.92
1153572	Q14680	CHEMBL1789941	Homo sapiens	5.66
1153572	Q15349	CHEMBL1789941	Homo sapiens	6.82
1153572	Q15418	CHEMBL1789941	Homo sapiens	6.92
1153572	Q15746	CHEMBL1789941	Homo sapiens	6.44
1153572	Q15835	CHEMBL1789941	Homo sapiens	6.14
1153572	Q16288	CHEMBL1789941	Homo sapiens	6.48
1153572	Q16620	CHEMBL1789941	Homo sapiens	6.44
1153572	Q16816	CHEMBL1789941	Homo sapiens	5.24
1153572	Q2M2I8	CHEMBL1789941	Homo sapiens	6.92
1153572	Q52WX2	CHEMBL1789941	Homo sapiens	5.89
1153572	Q56UN5	CHEMBL1789941	Homo sapiens	6.57
1153572	Q5S007	CHEMBL1789941	Homo sapiens	6.795
1153572	Q6PHR2	CHEMBL1789941	Homo sapiens	5.62
1153572	Q6ZN16	CHEMBL1789941	Homo sapiens	5.96
1153572	Q7KZI7	CHEMBL1789941	Homo sapiens	6.18
1153572	Q7L7X3	CHEMBL1789941	Homo sapiens	5.89
1153572	Q86Y07	CHEMBL1789941	Homo sapiens	5.4
1153572	Q86Z02	CHEMBL1789941	Homo sapiens	5.92
1153572	Q8IU85	CHEMBL1789941	Homo sapiens	6.92
1153572	Q8IYT8	CHEMBL1789941	Homo sapiens	6.72
1153572	Q8N568	CHEMBL1789941	Homo sapiens	6.12
1153572	Q8NFD2	CHEMBL1789941	Homo sapiens	6.41
1153572	Q8TDX7	CHEMBL1789941	Homo sapiens	5.31
1153572	Q8WTQ7	CHEMBL1789941	Homo sapiens	6.27
1153572	Q92630	CHEMBL1789941	Homo sapiens	5.43
1153572	Q96NX5	CHEMBL1789941	Homo sapiens	5.66
1153572	Q96SB4	CHEMBL1789941	Homo sapiens	5.68
1153572	Q99759	CHEMBL1789941	Homo sapiens	6.82
1153572	Q9BRS2	CHEMBL1789941	Homo sapiens	5.6
1153572	Q9BVS4	CHEMBL1789941	Homo sapiens	5.92
1153572	Q9C098	CHEMBL1789941	Homo sapiens	6.58
1153572	Q9H093	CHEMBL1789941	Homo sapiens	6.5
1153572	Q9H2K8	CHEMBL1789941	Homo sapiens	6.23
1153572	Q9H2X6	CHEMBL1789941	Homo sapiens	6.0
1153572	Q9H422	CHEMBL1789941	Homo sapiens	5.92
1153572	Q9H4B4	CHEMBL1789941	Homo sapiens	6.15
1153572	Q9HAZ1	CHEMBL1789941	Homo sapiens	5.77
1153572	Q9HBH9	CHEMBL1789941	Homo sapiens	6.7
1153572	Q9NQU5	CHEMBL1789941	Homo sapiens	5.54
1153572	Q9NSY1	CHEMBL1789941	Homo sapiens	6.68
1153572	Q9NYY3	CHEMBL1789941	Homo sapiens	5.82
1153572	Q9P286	CHEMBL1789941	Homo sapiens	5.89
1153572	Q9P289	CHEMBL1789941	Homo sapiens	5.51
1153572	Q9UBF8	CHEMBL1789941	Homo sapiens	5.47
1153572	Q9UEE5	CHEMBL1789941	Homo sapiens	5.21
1153572	Q9UEW8	CHEMBL1789941	Homo sapiens	5.72
1153572	Q9UHD2	CHEMBL1789941	Homo sapiens	5.77
1153572	Q9UIK4	CHEMBL1789941	Homo sapiens	7.01
1153572	Q9UK32	CHEMBL1789941	Homo sapiens	6.335
1153572	Q9UL54	CHEMBL1789941	Homo sapiens	6.51
1153572	Q9UM73	CHEMBL1789941	Homo sapiens	5.82
1153572	Q9UPE1	CHEMBL1789941	Homo sapiens	5.48
1153572	Q9UQB9	CHEMBL1789941	Homo sapiens	5.06
1153572	Q9UQM7	CHEMBL1789941	Homo sapiens	7.34
1153572	Q9Y2H9	CHEMBL1789941	Homo sapiens	6.28
1153572	Q9Y2K2	CHEMBL1789941	Homo sapiens	5.89
1153572	Q9Y2U5	CHEMBL1789941	Homo sapiens	7.39
1153672	P02545	CHEMBL1790041	Homo sapiens	7.1
1153672	P16473	CHEMBL1790041	Homo sapiens	5.1
1153672	P19838	CHEMBL1790041	Homo sapiens	6.15
1153672	P25021	CHEMBL1790041	Homo sapiens	7.2
1153672	Q16665	CHEMBL1790041	Homo sapiens	5.4
1153672	Q96FL8	CHEMBL1790041	Homo sapiens	5.08
1153672	Q99714	CHEMBL1790041	Homo sapiens	5.5
1204084	Q05655	CHEMBL1863513	Homo sapiens	8.39
1208952	Q2TB90	CHEMBL1868381	Homo sapiens	5.57
1214046	P00533	CHEMBL1873475	Homo sapiens	7.58
1214046	P04626	CHEMBL1873475	Homo sapiens	8.03
1214046	P07949	CHEMBL1873475	Homo sapiens	7.43
1214046	P21802	CHEMBL1873475	Homo sapiens	6.55
1214046	P51813	CHEMBL1873475	Homo sapiens	8.6
1214046	P52333	CHEMBL1873475	Homo sapiens	6.84
1214046	Q06187	CHEMBL1873475	Homo sapiens	8.82
