parent_molregno	accession	parent_chembl_id	target_organism	summary
15958	P17252	CHEMBL558	Homo sapiens	inactive
21459	P17252	CHEMBL19019	Homo sapiens	inactive
13928	P17252	CHEMBL547	Homo sapiens	inactive
408842	P17252	CHEMBL191	Homo sapiens	inactive
139099	P17252	CHEMBL86304	Homo sapiens	inactive
38727	P17252	CHEMBL741	Homo sapiens	inactive
675188	P17252	CHEMBL1201237	Homo sapiens	inactive
675090	P17252	CHEMBL1201139	Homo sapiens	inactive
7736	P17252	CHEMBL86	Homo sapiens	inactive
573	P17252	CHEMBL6437	Homo sapiens	inactive
9495	P17252	CHEMBL503	Homo sapiens	inactive
8917	P17252	CHEMBL91	Homo sapiens	inactive
317124	P17252	CHEMBL1373	Homo sapiens	inactive
6902	P17252	CHEMBL80	Homo sapiens	inactive
5975	P17252	CHEMBL480	Homo sapiens	inactive
675144	P17252	CHEMBL1201193	Homo sapiens	inactive
230659	P17252	CHEMBL1237	Homo sapiens	inactive
3012	P17252	CHEMBL45	Homo sapiens	inactive
73548	P17252	CHEMBL878	Homo sapiens	inactive
421066	P17252	CHEMBL1513	Homo sapiens	inactive
674584	P17252	CHEMBL1200633	Homo sapiens	inactive
22873	P17252	CHEMBL19299	Homo sapiens	inactive
712273	P17252	CHEMBL1276308	Homo sapiens	inactive
328158	P17252	CHEMBL1388	Homo sapiens	inactive
181939	P17252	CHEMBL1149	Homo sapiens	inactive
263558	P17252	CHEMBL157138	Homo sapiens	inactive
20496	P17252	CHEMBL599	Homo sapiens	inactive
369464	P17252	CHEMBL1431	Homo sapiens	inactive
789	P17252	CHEMBL13	Homo sapiens	inactive
619	P17252	CHEMBL406	Homo sapiens	inactive
5985	P17252	CHEMBL481	Homo sapiens	inactive
325239	P17252	CHEMBL1384	Homo sapiens	inactive
380567	P17252	CHEMBL189	Homo sapiens	inactive
47447	P17252	CHEMBL787	Homo sapiens	inactive
112655	P17252	CHEMBL1009	Homo sapiens	inactive
29637	P17252	CHEMBL685	Homo sapiens	inactive
65415	P17252	CHEMBL852	Homo sapiens	inactive
3730	P17252	CHEMBL459	Homo sapiens	inactive
27912	P17252	CHEMBL137	Homo sapiens	inactive
17170	P17252	CHEMBL115	Homo sapiens	inactive
38833	P17252	CHEMBL742	Homo sapiens	inactive
51042	P17252	CHEMBL802	Homo sapiens	inactive
93995	P17252	CHEMBL60889	Homo sapiens	inactive
139210	P17252	CHEMBL1070	Homo sapiens	inactive
1785	P17252	CHEMBL429	Homo sapiens	inactive
93895	P17252	CHEMBL960	Homo sapiens	inactive
1795	P17252	CHEMBL33	Homo sapiens	inactive
10898	P17252	CHEMBL514	Homo sapiens	inactive
421089	P17252	CHEMBL1515	Homo sapiens	inactive
675307	P17252	CHEMBL1201356	Homo sapiens	inactive
86284	P17252	CHEMBL934	Homo sapiens	inactive
173	P17252	CHEMBL6	Homo sapiens	inactive
255904	P17252	CHEMBL157101	Homo sapiens	inactive
13590	P17252	CHEMBL105	Homo sapiens	inactive
21698	P17252	CHEMBL19236	Homo sapiens	inactive
27570	P17252	CHEMBL649	Homo sapiens	inactive
453548	P17252	CHEMBL460291	Homo sapiens	inactive
374548	P17252	CHEMBL1444	Homo sapiens	inactive
62259	P17252	CHEMBL841	Homo sapiens	inactive
328173	P17252	CHEMBL1390	Homo sapiens	inactive
147981	P17252	CHEMBL1087	Homo sapiens	inactive
675068	P17252	CHEMBL1201117	Homo sapiens	inactive
674813	P17252	CHEMBL1200862	Homo sapiens	inactive
675534	P17252	CHEMBL1201631	Homo sapiens	inactive
4941	P17252	CHEMBL64	Homo sapiens	inactive
16591	P17252	CHEMBL571	Homo sapiens	inactive
504310	P17252	CHEMBL1670	Homo sapiens	inactive
386457	P17252	CHEMBL1456	Homo sapiens	inactive
674510	P17252	CHEMBL1200559	Homo sapiens	inactive
510462	P17252	CHEMBL1679	Homo sapiens	inactive
6723	P17252	CHEMBL79	Homo sapiens	inactive
110803	P17252	CHEMBL998	Homo sapiens	inactive
34608	P17252	CHEMBL717	Homo sapiens	inactive
26386	P17252	CHEMBL127	Homo sapiens	inactive
49931	P17252	CHEMBL34259	Homo sapiens	inactive
27575	P17252	CHEMBL650	Homo sapiens	inactive
1994	P17252	CHEMBL434	Homo sapiens	inactive
5080	P17252	CHEMBL469	Homo sapiens	inactive
88800	P17252	CHEMBL56564	Homo sapiens	inactive
67010	P17252	CHEMBL865	Homo sapiens	inactive
71516	P17252	CHEMBL159	Homo sapiens	inactive
1325	P17252	CHEMBL422	Homo sapiens	inactive
21523	P17252	CHEMBL603	Homo sapiens	inactive
142808	P17252	CHEMBL90555	Homo sapiens	inactive
381691	P17252	CHEMBL1451	Homo sapiens	inactive
418411	P17252	CHEMBL1490	Homo sapiens	inactive
421332	P17252	CHEMBL1521	Homo sapiens	inactive
15217	P17252	CHEMBL109	Homo sapiens	inactive
419622	P17252	CHEMBL1504	Homo sapiens	inactive
341383	P17252	CHEMBL203266	Homo sapiens	inactive
139045	P17252	CHEMBL1069	Homo sapiens	inactive
560078	P17252	CHEMBL553025	Homo sapiens	inactive
73547	P17252	CHEMBL877	Homo sapiens	inactive
17411	P17252	CHEMBL585	Homo sapiens	inactive
31804	P17252	CHEMBL695	Homo sapiens	inactive
27307	P17252	CHEMBL129	Homo sapiens	inactive
70140	P17252	CHEMBL262777	Homo sapiens	inactive
179594	P17252	CHEMBL415324	Homo sapiens	inactive
9217	P17252	CHEMBL93	Homo sapiens	inactive
675170	P17252	CHEMBL1201219	Homo sapiens	inactive
394165	P17252	CHEMBL1464	Homo sapiens	inactive
134100	P17252	CHEMBL1054	Homo sapiens	inactive
666	P17252	CHEMBL408	Homo sapiens	inactive
674630	P17252	CHEMBL1200679	Homo sapiens	inactive
27278	P17252	CHEMBL637	Homo sapiens	inactive
26401	P17252	CHEMBL621	Homo sapiens	inactive
674342	P17252	CHEMBL1200391	Homo sapiens	inactive
674555	P17252	CHEMBL1200604	Homo sapiens	inactive
297372	P17252	CHEMBL1349	Homo sapiens	inactive
1219	P17252	CHEMBL6966	Homo sapiens	inactive
2208	P17252	CHEMBL38	Homo sapiens	inactive
328201	P17252	CHEMBL1393	Homo sapiens	inactive
373985	P17252	CHEMBL1440	Homo sapiens	inactive
36864	P17252	CHEMBL727	Homo sapiens	inactive
699395	P17252	CHEMBL1237044	Homo sapiens	inactive
923	P17252	CHEMBL413	Homo sapiens	inactive
93858	P17252	CHEMBL959	Homo sapiens	inactive
35358	P17252	CHEMBL27577	Homo sapiens	inactive
2326	P17252	CHEMBL447	Homo sapiens	inactive
924	P17252	CHEMBL269732	Homo sapiens	inactive
180329	P17252	CHEMBL1148	Homo sapiens	inactive
194	P17252	CHEMBL403	Homo sapiens	inactive
16510	P17252	CHEMBL15770	Homo sapiens	inactive
5028	P17252	CHEMBL468	Homo sapiens	inactive
5970	P17252	CHEMBL479	Homo sapiens	inactive
577488	P17252	CHEMBL1747	Homo sapiens	inactive
43952	P17252	CHEMBL772	Homo sapiens	inactive
83772	P17252	CHEMBL923	Homo sapiens	inactive
686036	P17252	CHEMBL1214185	Homo sapiens	inactive
1362	P17252	CHEMBL424	Homo sapiens	inactive
96021	P17252	CHEMBL972	Homo sapiens	inactive
6968	P17252	CHEMBL83	Homo sapiens	inactive
23093	P17252	CHEMBL611	Homo sapiens	inactive
223819	P17252	CHEMBL1221	Homo sapiens	inactive
2247	P17252	CHEMBL443	Homo sapiens	inactive
132933	P17252	CHEMBL84158	Homo sapiens	inactive
103658	P17252	CHEMBL165	Homo sapiens	inactive
7714	P17252	CHEMBL85	Homo sapiens	inactive
56831	P17252	CHEMBL822	Homo sapiens	inactive
1159	P17252	CHEMBL21	Homo sapiens	inactive
26590	P17252	CHEMBL625	Homo sapiens	inactive
1376044	P17252	CHEMBL2103774	Homo sapiens	inactive
56131	P17252	CHEMBL817	Homo sapiens	inactive
485738	P17252	CHEMBL1643	Homo sapiens	inactive
88100	P17252	CHEMBL163	Homo sapiens	inactive
255532	P17252	CHEMBL154111	Homo sapiens	inactive
53616	P17252	CHEMBL809	Homo sapiens	inactive
5528	P17252	CHEMBL471	Homo sapiens	inactive
207	P17252	CHEMBL404	Homo sapiens	inactive
583322	P17252	CHEMBL1760	Homo sapiens	inactive
107119	P17252	CHEMBL991	Homo sapiens	inactive
2131	P17252	CHEMBL439	Homo sapiens	inactive
60319	P17252	CHEMBL833	Homo sapiens	inactive
397074	P17252	CHEMBL444633	Homo sapiens	inactive
17169	P17252	CHEMBL114	Homo sapiens	inactive
358192	P17252	CHEMBL1419	Homo sapiens	inactive
65351	P17252	CHEMBL850	Homo sapiens	inactive
1333	P17252	CHEMBL26	Homo sapiens	inactive
24522	P17252	CHEMBL20883	Homo sapiens	inactive
259959	P17252	CHEMBL1306	Homo sapiens	inactive
222203	P17252	CHEMBL1219	Homo sapiens	inactive
334866	P17252	CHEMBL372795	Homo sapiens	inactive
1223	P17252	CHEMBL421	Homo sapiens	inactive
134040	P17252	CHEMBL83668	Homo sapiens	inactive
6914	P17252	CHEMBL81	Homo sapiens	inactive
365189	P17252	CHEMBL374478	Homo sapiens	inactive
21697	P17252	CHEMBL122	Homo sapiens	inactive
675187	P17252	CHEMBL1201236	Homo sapiens	inactive
410802	P17252	CHEMBL192	Homo sapiens	inactive
27111	P17252	CHEMBL128	Homo sapiens	inactive
1542343	P17252	CHEMBL2367892	Homo sapiens	inactive
364520	P17252	CHEMBL386630	Homo sapiens	inactive
8531	P17252	CHEMBL499	Homo sapiens	inactive
611591	P17252	CHEMBL1076211	Homo sapiens	inactive
189203	P17252	CHEMBL1168	Homo sapiens	inactive
20027	P17252	CHEMBL121	Homo sapiens	inactive
138562	P17252	CHEMBL1064	Homo sapiens	inactive
189099	P17252	CHEMBL1167	Homo sapiens	inactive
33060	P17252	CHEMBL703	Homo sapiens	inactive
32027	P17252	CHEMBL698	Homo sapiens	inactive
7501	P17252	CHEMBL84	Homo sapiens	inactive
1153672	P17252	CHEMBL1790041	Homo sapiens	inactive
38898	P17252	CHEMBL744	Homo sapiens	inactive
34094	P17252	CHEMBL714	Homo sapiens	inactive
674509	P28482	CHEMBL1200558	Homo sapiens	inactive
94790	P28482	CHEMBL965	Homo sapiens	inactive
150882	P28482	CHEMBL1098	Homo sapiens	inactive
32869	P28482	CHEMBL701	Homo sapiens	inactive
57488	P28482	CHEMBL264374	Homo sapiens	inactive
140107	P28482	CHEMBL1077	Homo sapiens	inactive
77128	P28482	CHEMBL894	Homo sapiens	inactive
1279	P28482	CHEMBL24	Homo sapiens	inactive
675297	P28482	CHEMBL1201346	Homo sapiens	inactive
16485	P28482	CHEMBL113	Homo sapiens	inactive
27626	P28482	CHEMBL135	Homo sapiens	inactive
418419	P28482	CHEMBL253376	Homo sapiens	inactive
3599	P28482	CHEMBL49	Homo sapiens	inactive
517099	P28482	CHEMBL508102	Homo sapiens	inactive
417180	P28482	CHEMBL1487	Homo sapiens	inactive
431141	P28482	CHEMBL1542	Homo sapiens	inactive
88841	P28482	CHEMBL942	Homo sapiens	inactive
56644	P28482	CHEMBL820	Homo sapiens	inactive
16735	P28482	CHEMBL278172	Homo sapiens	inactive
116848	P28482	CHEMBL1016	Homo sapiens	inactive
445395	P28482	CHEMBL517712	Homo sapiens	inactive
12428	P28482	CHEMBL529	Homo sapiens	inactive
443348	P28482	CHEMBL196	Homo sapiens	inactive
32459	P28482	CHEMBL24441	Homo sapiens	inactive
7065	P28482	CHEMBL493	Homo sapiens	inactive
105442	P28482	CHEMBL990	Homo sapiens	inactive
61706	P28482	CHEMBL838	Homo sapiens	inactive
1280	P28482	CHEMBL25	Homo sapiens	inactive
27152	P28482	CHEMBL632	Homo sapiens	inactive
313314	P28482	CHEMBL1370	Homo sapiens	inactive
418401	P28482	CHEMBL1489	Homo sapiens	inactive
61680	P28482	CHEMBL158	Homo sapiens	inactive
675154	P28482	CHEMBL1201203	Homo sapiens	inactive
444750	P28482	CHEMBL1560	Homo sapiens	inactive
35486	P28482	CHEMBL720	Homo sapiens	inactive
316539	P28482	CHEMBL188921	Homo sapiens	inactive
1125	P28482	CHEMBL20	Homo sapiens	inactive
1025553	P28482	CHEMBL1601669	Homo sapiens	inactive
27648	P28482	CHEMBL661	Homo sapiens	inactive
381693	P28482	CHEMBL190	Homo sapiens	inactive
395607	P28482	CHEMBL1467	Homo sapiens	inactive
386327	P28482	CHEMBL1455	Homo sapiens	inactive
155045	P28482	CHEMBL1113	Homo sapiens	inactive
337366	P28482	CHEMBL1399	Homo sapiens	inactive
261343	P28482	CHEMBL1308	Homo sapiens	inactive
27647	P28482	CHEMBL660	Homo sapiens	inactive
143284	P28482	CHEMBL1082	Homo sapiens	inactive
253571	P28482	CHEMBL153479	Homo sapiens	inactive
190484	P28482	CHEMBL1169	Homo sapiens	inactive
448986	P28482	CHEMBL1566	Homo sapiens	inactive
365538	P28482	CHEMBL184	Homo sapiens	inactive
153342	P28482	CHEMBL1110	Homo sapiens	inactive
8873	P28482	CHEMBL267345	Homo sapiens	inactive
112480	P28482	CHEMBL1006	Homo sapiens	inactive
27347	P28482	CHEMBL642	Homo sapiens	inactive
305519	P28482	CHEMBL174	Homo sapiens	inactive
333157	P28482	CHEMBL177	Homo sapiens	inactive
433015	P28482	CHEMBL1544	Homo sapiens	inactive
89526	P28482	CHEMBL945	Homo sapiens	inactive
328400	P28482	CHEMBL1395	Homo sapiens	inactive
82983	P28482	CHEMBL917	Homo sapiens	inactive
314587	P28482	CHEMBL189171	Homo sapiens	inactive
27072	P28482	CHEMBL629	Homo sapiens	inactive
17347	P28482	CHEMBL116	Homo sapiens	inactive
127755	P28482	CHEMBL1046	Homo sapiens	inactive
364693	P28482	CHEMBL1425	Homo sapiens	inactive
16450	P28482	CHEMBL112	Homo sapiens	inactive
70674	P28482	CHEMBL870	Homo sapiens	inactive
3345	P28482	CHEMBL47	Homo sapiens	inactive
418414	P28482	CHEMBL1491	Homo sapiens	inactive
6317	P28482	CHEMBL488	Homo sapiens	inactive
16308	P28482	CHEMBL563	Homo sapiens	inactive
27639	P28482	CHEMBL659	Homo sapiens	inactive
5582	P28482	CHEMBL472	Homo sapiens	inactive
581819	P28482	CHEMBL1752	Homo sapiens	inactive
13758	P28482	CHEMBL106	Homo sapiens	inactive
374052	P28482	CHEMBL389621	Homo sapiens	inactive
250908	P28482	CHEMBL1282	Homo sapiens	inactive
419542	P28482	CHEMBL1501	Homo sapiens	inactive
1592408	P28482	CHEMBL3039597	Homo sapiens	inactive
16303	P28482	CHEMBL562	Homo sapiens	inactive
119640	P28482	CHEMBL1024	Homo sapiens	inactive
111060	P28482	CHEMBL305660	Homo sapiens	inactive
393942	P28482	CHEMBL1463	Homo sapiens	inactive
429737	P28482	CHEMBL1535	Homo sapiens	inactive
43354	P28482	CHEMBL768	Homo sapiens	inactive
31811	P28482	CHEMBL696	Homo sapiens	inactive
294107	P28482	CHEMBL177756	Homo sapiens	inactive
1450253	P28482	CHEMBL2220442	Homo sapiens	inactive
100157	P28482	CHEMBL980	Homo sapiens	inactive
88797	P28482	CHEMBL941	Homo sapiens	inactive
138037	P28482	CHEMBL1062	Homo sapiens	inactive
1114	P28482	CHEMBL417	Homo sapiens	inactive
328137	P28482	CHEMBL193482	Homo sapiens	inactive
466350	P28482	CHEMBL457299	Homo sapiens	inactive
74284	P28482	CHEMBL880	Homo sapiens	inactive
674551	P28482	CHEMBL1200600	Homo sapiens	inactive
27780	P28482	CHEMBL666	Homo sapiens	inactive
365284	P28482	CHEMBL182	Homo sapiens	inactive
81683	P28482	CHEMBL914	Homo sapiens	inactive
674961	P28482	CHEMBL1201010	Homo sapiens	inactive
4730	P28482	CHEMBL467	Homo sapiens	inactive
430124	P28482	CHEMBL1536	Homo sapiens	inactive
342897	P28482	CHEMBL1405	Homo sapiens	inactive
78303	P28482	CHEMBL902	Homo sapiens	inactive
368538	P28482	CHEMBL185	Homo sapiens	inactive
1712	P28482	CHEMBL31	Homo sapiens	inactive
346895	P28482	CHEMBL427216	Homo sapiens	inactive
635	P28482	CHEMBL407	Homo sapiens	inactive
11674	P28482	CHEMBL521	Homo sapiens	inactive
16847	P28482	CHEMBL578	Homo sapiens	inactive
2654	P28482	CHEMBL456	Homo sapiens	inactive
151923	P28482	CHEMBL413965	Homo sapiens	inactive
38764	P28482	CHEMBL30008	Homo sapiens	inactive
2223	P28482	CHEMBL41	Homo sapiens	inactive
2046	P28482	CHEMBL35	Homo sapiens	inactive
75901	P28482	CHEMBL888	Homo sapiens	inactive
405366	P28482	CHEMBL1481	Homo sapiens	inactive
418484	P28482	CHEMBL1493	Homo sapiens	inactive
8788	P28482	CHEMBL276832	Homo sapiens	inactive
196351	P28482	CHEMBL119443	Homo sapiens	inactive
67617	P28482	CHEMBL44884	Homo sapiens	inactive
70675	P28482	CHEMBL871	Homo sapiens	inactive
405365	P28482	CHEMBL1480	Homo sapiens	inactive
421058	P28482	CHEMBL1512	Homo sapiens	inactive
88316	P28482	CHEMBL940	Homo sapiens	inactive
2994	P28482	CHEMBL457	Homo sapiens	inactive
139286	P28482	CHEMBL1073	Homo sapiens	inactive
371546	P28482	CHEMBL1433	Homo sapiens	inactive
674796	P28482	CHEMBL1200845	Homo sapiens	inactive
2203	P28482	CHEMBL442	Homo sapiens	inactive
13618	P28482	CHEMBL545	Homo sapiens	inactive
26431	P28482	CHEMBL622	Homo sapiens	inactive
316787	P28482	CHEMBL1372	Homo sapiens	inactive
54547	P28482	CHEMBL289469	Homo sapiens	inactive
3859	P28482	CHEMBL54	Homo sapiens	inactive
2045	P28482	CHEMBL435	Homo sapiens	inactive
47675	P28482	CHEMBL788	Homo sapiens	inactive
12506	P28482	CHEMBL532	Homo sapiens	inactive
31241	P28482	CHEMBL691	Homo sapiens	inactive
68607	P28482	CHEMBL44657	Homo sapiens	inactive
2465	P28482	CHEMBL452	Homo sapiens	inactive
675304	P28482	CHEMBL1201353	Homo sapiens	inactive
77652	P28482	CHEMBL898	Homo sapiens	inactive
8516	P28482	CHEMBL498	Homo sapiens	inactive
7725	P28482	CHEMBL428880	Homo sapiens	inactive
236019	P28482	CHEMBL139835	Homo sapiens	inactive
241	P28482	CHEMBL8	Homo sapiens	inactive
469763	P28482	CHEMBL1626	Homo sapiens	inactive
27609	P28482	CHEMBL134	Homo sapiens	inactive
421350	P28482	CHEMBL248702	Homo sapiens	inactive
29890	P28482	CHEMBL139	Homo sapiens	inactive
581848	P28482	CHEMBL1754	Homo sapiens	inactive
11002	P28482	CHEMBL515	Homo sapiens	inactive
674660	P28482	CHEMBL1200709	Homo sapiens	inactive
557741	P28482	CHEMBL1729	Homo sapiens	inactive
598402	P28482	CHEMBL1771	Homo sapiens	inactive
419508	P28482	CHEMBL254219	Homo sapiens	inactive
33373	P28482	CHEMBL707	Homo sapiens	inactive
27340	P28482	CHEMBL130	Homo sapiens	inactive
134333	P28482	CHEMBL1055	Homo sapiens	inactive
14440	P28482	CHEMBL107	Homo sapiens	inactive
51182	P28482	CHEMBL803	Homo sapiens	inactive
86042	P28482	CHEMBL932	Homo sapiens	inactive
1051118	P28482	CHEMBL1628227	Homo sapiens	inactive
581843	P28482	CHEMBL1753	Homo sapiens	inactive
117758	P28482	CHEMBL75435	Homo sapiens	inactive
581814	P28482	CHEMBL1751	Homo sapiens	inactive
558106	P28482	CHEMBL1730	Homo sapiens	inactive
2431	P28482	CHEMBL451	Homo sapiens	inactive
315123	P28482	CHEMBL1371	Homo sapiens	inactive
27546	P28482	CHEMBL648	Homo sapiens	inactive
445067	P28482	CHEMBL504760	Homo sapiens	inactive
112090	P28482	CHEMBL70927	Homo sapiens	inactive
453508	P28482	CHEMBL461522	Homo sapiens	inactive
641189	P28482	CHEMBL1159650	Homo sapiens	inactive
77456	P28482	CHEMBL52440	Homo sapiens	inactive
588819	P28482	CHEMBL601773	Homo sapiens	inactive
18694	P28482	CHEMBL118	Homo sapiens	inactive
125294	P28482	CHEMBL1042	Homo sapiens	inactive
1248981	P28482	CHEMBL1909057	Homo sapiens	inactive
94571	P28482	CHEMBL964	Homo sapiens	inactive
1620	P28482	CHEMBL30	Homo sapiens	inactive
240769	P28482	CHEMBL1261	Homo sapiens	inactive
675171	P28482	CHEMBL1201220	Homo sapiens	inactive
558566	P28482	CHEMBL1732	Homo sapiens	inactive
343964	P28482	CHEMBL205596	Homo sapiens	inactive
5772	P28482	CHEMBL476	Homo sapiens	inactive
191342	P28482	CHEMBL1172	Homo sapiens	inactive
76766	P28482	CHEMBL891	Homo sapiens	inactive
721	P28482	CHEMBL12	Homo sapiens	inactive
1278	P28482	CHEMBL23	Homo sapiens	inactive
403465	P28482	CHEMBL1477	Homo sapiens	inactive
487711	P28482	CHEMBL1650	Homo sapiens	inactive
72873	P28482	CHEMBL160	Homo sapiens	inactive
442943	P28482	CHEMBL1554	Homo sapiens	inactive
591037	P28482	CHEMBL1766	Homo sapiens	inactive
674357	P28482	CHEMBL1200406	Homo sapiens	inactive
9097	P28482	CHEMBL92	Homo sapiens	inactive
467361	P28482	CHEMBL1619	Homo sapiens	inactive
364859	P28482	CHEMBL181	Homo sapiens	inactive
674496	P28482	CHEMBL1200545	Homo sapiens	inactive
10840	P28482	CHEMBL513	Homo sapiens	inactive
11005	P28482	CHEMBL516	Homo sapiens	inactive
405364	P28482	CHEMBL1479	Homo sapiens	inactive
365281	P28482	CHEMBL384467	Homo sapiens	inactive
10009	P28482	CHEMBL504	Homo sapiens	inactive
563655	P28482	CHEMBL557555	Homo sapiens	inactive
42689	P28482	CHEMBL286398	Homo sapiens	inactive
921	P28482	CHEMBL16	Homo sapiens	inactive
53623	P28482	CHEMBL36715	Homo sapiens	inactive
10389	P28482	CHEMBL506	Homo sapiens	inactive
14126	P28482	CHEMBL278020	Homo sapiens	inactive
1672366	P28482	CHEMBL3183075	Homo sapiens	inactive
77779	P28482	CHEMBL900	Homo sapiens	inactive
42520	P28482	CHEMBL762	Homo sapiens	inactive
1615	P28482	CHEMBL29	Homo sapiens	inactive
148018	P28482	CHEMBL1089	Homo sapiens	inactive
421208	P28482	CHEMBL1518	Homo sapiens	inactive
9277	P28482	CHEMBL94	Homo sapiens	inactive
178796	P28482	CHEMBL1144	Homo sapiens	inactive
65728	P28482	CHEMBL856	Homo sapiens	inactive
454141	P28482	CHEMBL1592	Homo sapiens	inactive
453520	P28482	CHEMBL1572	Homo sapiens	inactive
3965	P28482	CHEMBL55	Homo sapiens	inactive
77474	P28482	CHEMBL897	Homo sapiens	inactive
16391	P28482	CHEMBL564	Homo sapiens	inactive
187962	P28482	CHEMBL1162	Homo sapiens	inactive
27029	P28482	CHEMBL628	Homo sapiens	inactive
2217	P28482	CHEMBL40	Homo sapiens	inactive
21459	P28482	CHEMBL19019	Homo sapiens	inactive
16656	P28482	CHEMBL573	Homo sapiens	inactive
365248	P28482	CHEMBL1428	Homo sapiens	inactive
421157	P28482	CHEMBL1517	Homo sapiens	inactive
12494	P28482	CHEMBL531	Homo sapiens	inactive
27112	P28482	CHEMBL631	Homo sapiens	inactive
23522	P28482	CHEMBL614	Homo sapiens	inactive
42013	P28482	CHEMBL757	Homo sapiens	inactive
139014	P28482	CHEMBL1068	Homo sapiens	inactive
19737	P28482	CHEMBL595	Homo sapiens	inactive
27370	P28482	CHEMBL131	Homo sapiens	inactive
51056	P28482	CHEMBL154	Homo sapiens	inactive
175447	P28482	CHEMBL1140	Homo sapiens	inactive
554892	P28482	CHEMBL1726	Homo sapiens	inactive
246	P28482	CHEMBL9	Homo sapiens	inactive
146	P28482	CHEMBL4	Homo sapiens	inactive
8062	P28482	CHEMBL428647	Homo sapiens	inactive
119288	P28482	CHEMBL75880	Homo sapiens	inactive
209007	P28482	CHEMBL1196	Homo sapiens	inactive
20131	P28482	CHEMBL597	Homo sapiens	inactive
27229	P28482	CHEMBL635	Homo sapiens	inactive
16581	P28482	CHEMBL569	Homo sapiens	inactive
46727	P28482	CHEMBL783	Homo sapiens	inactive
115	P28482	CHEMBL3	Homo sapiens	inactive
11745	P28482	CHEMBL13209	Homo sapiens	inactive
430597	P28482	CHEMBL1540	Homo sapiens	inactive
11819	P28482	CHEMBL526	Homo sapiens	inactive
33055	P28482	CHEMBL702	Homo sapiens	inactive
266225	P28482	CHEMBL1321	Homo sapiens	inactive
453570	P28482	CHEMBL475534	Homo sapiens	inactive
2262	P28482	CHEMBL445	Homo sapiens	inactive
419601	P28482	CHEMBL1503	Homo sapiens	inactive
419598	P28482	CHEMBL1502	Homo sapiens	inactive
369179	P28482	CHEMBL1430	Homo sapiens	inactive
229058	P28482	CHEMBL1231	Homo sapiens	inactive
208749	P28482	CHEMBL1194	Homo sapiens	inactive
312304	P28482	CHEMBL184618	Homo sapiens	inactive
16592	P28482	CHEMBL572	Homo sapiens	inactive
3183	P28482	CHEMBL46	Homo sapiens	inactive
16959	P28482	CHEMBL580	Homo sapiens	inactive
30180	P28482	CHEMBL689	Homo sapiens	inactive
68396	P28482	CHEMBL866	Homo sapiens	inactive
77207	P28482	CHEMBL895	Homo sapiens	inactive
33986	P28482	CHEMBL141	Homo sapiens	inactive
384948	P28482	CHEMBL1454	Homo sapiens	inactive
378207	P28482	CHEMBL1447	Homo sapiens	inactive
29989	P28482	CHEMBL686	Homo sapiens	inactive
624467	P28482	CHEMBL1098319	Homo sapiens	inactive
138605	P28482	CHEMBL1065	Homo sapiens	inactive
15958	P28482	CHEMBL558	Homo sapiens	inactive
408842	P28482	CHEMBL191	Homo sapiens	inactive
139099	P28482	CHEMBL86304	Homo sapiens	inactive
675188	P28482	CHEMBL1201237	Homo sapiens	inactive
675090	P28482	CHEMBL1201139	Homo sapiens	inactive
7736	P28482	CHEMBL86	Homo sapiens	inactive
573	P28482	CHEMBL6437	Homo sapiens	inactive
9495	P28482	CHEMBL503	Homo sapiens	inactive
5975	P28482	CHEMBL480	Homo sapiens	inactive
675144	P28482	CHEMBL1201193	Homo sapiens	inactive
230659	P28482	CHEMBL1237	Homo sapiens	inactive
3012	P28482	CHEMBL45	Homo sapiens	inactive
73548	P28482	CHEMBL878	Homo sapiens	inactive
6902	P28482	CHEMBL80	Homo sapiens	inactive
674584	P28482	CHEMBL1200633	Homo sapiens	inactive
22873	P28482	CHEMBL19299	Homo sapiens	inactive
328158	P28482	CHEMBL1388	Homo sapiens	inactive
181939	P28482	CHEMBL1149	Homo sapiens	inactive
263558	P28482	CHEMBL157138	Homo sapiens	inactive
20496	P28482	CHEMBL599	Homo sapiens	inactive
369464	P28482	CHEMBL1431	Homo sapiens	inactive
789	P28482	CHEMBL13	Homo sapiens	inactive
619	P28482	CHEMBL406	Homo sapiens	inactive
5985	P28482	CHEMBL481	Homo sapiens	inactive
325239	P28482	CHEMBL1384	Homo sapiens	inactive
380567	P28482	CHEMBL189	Homo sapiens	inactive
47447	P28482	CHEMBL787	Homo sapiens	inactive
112655	P28482	CHEMBL1009	Homo sapiens	inactive
29637	P28482	CHEMBL685	Homo sapiens	inactive
65415	P28482	CHEMBL852	Homo sapiens	inactive
3730	P28482	CHEMBL459	Homo sapiens	inactive
17170	P28482	CHEMBL115	Homo sapiens	inactive
38833	P28482	CHEMBL742	Homo sapiens	inactive
51042	P28482	CHEMBL802	Homo sapiens	inactive
93995	P28482	CHEMBL60889	Homo sapiens	inactive
139210	P28482	CHEMBL1070	Homo sapiens	inactive
1785	P28482	CHEMBL429	Homo sapiens	inactive
93895	P28482	CHEMBL960	Homo sapiens	inactive
1795	P28482	CHEMBL33	Homo sapiens	inactive
10898	P28482	CHEMBL514	Homo sapiens	inactive
421089	P28482	CHEMBL1515	Homo sapiens	inactive
675307	P28482	CHEMBL1201356	Homo sapiens	inactive
86284	P28482	CHEMBL934	Homo sapiens	inactive
173	P28482	CHEMBL6	Homo sapiens	inactive
