CUI	MEDDRA	MEDDRA_ID	MEDDRA TYPE	MESH	MESH_ID	MESH TYPE
C0000729	ABDOMINAL CRAMPS	10000081	LLT	ABDOMINAL CRAMPS	D003085	PEP
C0000729	ABDOMINAL CRAMPS	10000081	LLT	ABDOMINAL CRAMP	D003085	PM
C0000729	ABDOMINAL CRAMPS	10000081	LLT	CRAMP, ABDOMINAL	D003085	PM
C0000729	ABDOMINAL CRAMPS	10000081	LLT	CRAMPS, ABDOMINAL	D003085	PM
C0000729	ABDOMINAL CRAMP	10000081	LLT	ABDOMINAL CRAMPS	D003085	PEP
C0000729	ABDOMINAL CRAMP	10000081	LLT	ABDOMINAL CRAMP	D003085	PM
C0000729	ABDOMINAL CRAMP	10000081	LLT	CRAMP, ABDOMINAL	D003085	PM
C0000729	ABDOMINAL CRAMP	10000081	LLT	CRAMPS, ABDOMINAL	D003085	PM
C0000729	CRAMP ABDOMINAL	10000081	LLT	ABDOMINAL CRAMPS	D003085	PEP
C0000729	CRAMP ABDOMINAL	10000081	LLT	ABDOMINAL CRAMP	D003085	PM
C0000729	CRAMP ABDOMINAL	10000081	LLT	CRAMP, ABDOMINAL	D003085	PM
C0000729	CRAMP ABDOMINAL	10000081	LLT	CRAMPS, ABDOMINAL	D003085	PM
C0000729	ABDOMINAL CRAMPY PAINS	10000081	LLT	ABDOMINAL CRAMPS	D003085	PEP
C0000729	ABDOMINAL CRAMPY PAINS	10000081	LLT	ABDOMINAL CRAMP	D003085	PM
C0000729	ABDOMINAL CRAMPY PAINS	10000081	LLT	CRAMP, ABDOMINAL	D003085	PM
C0000729	ABDOMINAL CRAMPY PAINS	10000081	LLT	CRAMPS, ABDOMINAL	D003085	PM
C0000729	GRIPING ABDOMINAL	10000081	LLT	ABDOMINAL CRAMPS	D003085	PEP
C0000729	GRIPING ABDOMINAL	10000081	LLT	ABDOMINAL CRAMP	D003085	PM
C0000729	GRIPING ABDOMINAL	10000081	LLT	CRAMP, ABDOMINAL	D003085	PM
C0000729	GRIPING ABDOMINAL	10000081	LLT	CRAMPS, ABDOMINAL	D003085	PM
C0000729	GRIPING ABDOMEN	10000081	LLT	ABDOMINAL CRAMPS	D003085	PEP
C0000729	GRIPING ABDOMEN	10000081	LLT	ABDOMINAL CRAMP	D003085	PM
C0000729	GRIPING ABDOMEN	10000081	LLT	CRAMP, ABDOMINAL	D003085	PM
C0000729	GRIPING ABDOMEN	10000081	LLT	CRAMPS, ABDOMINAL	D003085	PM
C0000737	PAIN ABDOMINAL	10000081	LLT	ABDOMINAL PAIN	D015746	MH
C0000737	PAIN ABDOMINAL	10000081	LLT	ABDOMINAL PAINS	D015746	PM
C0000737	PAIN ABDOMINAL	10000081	LLT	PAINS, ABDOMINAL	D015746	PM
C0000737	PAIN ABDOMINAL	10000081	LLT	PAIN, ABDOMINAL	D015746	PM
C0000737	ABDOMINAL PAIN	10000081	LLT	ABDOMINAL PAIN	D015746	MH
C0000737	ABDOMINAL PAIN	10000081	LLT	ABDOMINAL PAINS	D015746	PM
C0000737	ABDOMINAL PAIN	10000081	LLT	PAINS, ABDOMINAL	D015746	PM
C0000737	ABDOMINAL PAIN	10000081	LLT	PAIN, ABDOMINAL	D015746	PM
C0000737	ABDOMINAL PAIN	10000081	PT	ABDOMINAL PAIN	D015746	MH
C0000737	ABDOMINAL PAIN	10000081	PT	ABDOMINAL PAINS	D015746	PM
C0000737	ABDOMINAL PAIN	10000081	PT	PAINS, ABDOMINAL	D015746	PM
C0000737	ABDOMINAL PAIN	10000081	PT	PAIN, ABDOMINAL	D015746	PM
C0000737	ABDOMINAL PAIN NOS	10000081	LLT	ABDOMINAL PAIN	D015746	MH
C0000737	ABDOMINAL PAIN NOS	10000081	LLT	ABDOMINAL PAINS	D015746	PM
C0000737	ABDOMINAL PAIN NOS	10000081	LLT	PAINS, ABDOMINAL	D015746	PM
C0000737	ABDOMINAL PAIN NOS	10000081	LLT	PAIN, ABDOMINAL	D015746	PM
C0000737	ABD. PAIN	10000081	OL	ABDOMINAL PAIN	D015746	MH
C0000737	ABD. PAIN	10000081	OL	ABDOMINAL PAINS	D015746	PM
C0000737	ABD. PAIN	10000081	OL	PAINS, ABDOMINAL	D015746	PM
C0000737	ABD. PAIN	10000081	OL	PAIN, ABDOMINAL	D015746	PM
C0000737	ABDO PAIN	10000081	OL	ABDOMINAL PAIN	D015746	MH
C0000737	ABDO PAIN	10000081	OL	ABDOMINAL PAINS	D015746	PM
C0000737	ABDO PAIN	10000081	OL	PAINS, ABDOMINAL	D015746	PM
C0000737	ABDO PAIN	10000081	OL	PAIN, ABDOMINAL	D015746	PM
C0000737	PAIN ABDO	10000081	OL	ABDOMINAL PAIN	D015746	MH
C0000737	PAIN ABDO	10000081	OL	ABDOMINAL PAINS	D015746	PM
C0000737	PAIN ABDO	10000081	OL	PAINS, ABDOMINAL	D015746	PM
C0000737	PAIN ABDO	10000081	OL	PAIN, ABDOMINAL	D015746	PM
C0000737	GUT PAIN	10017999	LLT	ABDOMINAL PAIN	D015746	MH
C0000737	GUT PAIN	10017999	LLT	ABDOMINAL PAINS	D015746	PM
C0000737	GUT PAIN	10017999	LLT	PAINS, ABDOMINAL	D015746	PM
C0000737	GUT PAIN	10017999	LLT	PAIN, ABDOMINAL	D015746	PM
C0000786	SPONTANEOUS ABORTION	10000234	LLT	ABORTION, SPONTANEOUS	D000022	MH
C0000786	SPONTANEOUS ABORTION	10000234	LLT	SPONTANEOUS ABORTION	D000022	ET
C0000786	SPONTANEOUS ABORTION	10000234	LLT	ABORTIONS, SPONTANEOUS	D000022	PM
C0000786	SPONTANEOUS ABORTION	10000234	LLT	SPONTANEOUS ABORTIONS	D000022	PM
C0000786	ABORTION SPONTANEOUS	10000234	LLT	ABORTION, SPONTANEOUS	D000022	MH
C0000786	ABORTION SPONTANEOUS	10000234	LLT	SPONTANEOUS ABORTION	D000022	ET
C0000786	ABORTION SPONTANEOUS	10000234	LLT	ABORTIONS, SPONTANEOUS	D000022	PM
C0000786	ABORTION SPONTANEOUS	10000234	LLT	SPONTANEOUS ABORTIONS	D000022	PM
C0000786	ABORTION SPONTANEOUS	10000234	PT	ABORTION, SPONTANEOUS	D000022	MH
C0000786	ABORTION SPONTANEOUS	10000234	PT	SPONTANEOUS ABORTION	D000022	ET
C0000786	ABORTION SPONTANEOUS	10000234	PT	ABORTIONS, SPONTANEOUS	D000022	PM
C0000786	ABORTION SPONTANEOUS	10000234	PT	SPONTANEOUS ABORTIONS	D000022	PM
C0000786	ABORTION SPONTANEOUS NOS	10000234	LLT	ABORTION, SPONTANEOUS	D000022	MH
C0000786	ABORTION SPONTANEOUS NOS	10000234	LLT	SPONTANEOUS ABORTION	D000022	ET
C0000786	ABORTION SPONTANEOUS NOS	10000234	LLT	ABORTIONS, SPONTANEOUS	D000022	PM
C0000786	ABORTION SPONTANEOUS NOS	10000234	LLT	SPONTANEOUS ABORTIONS	D000022	PM
C0000786	ABORTIONS SPONTANEOUS	10000235	HT	ABORTION, SPONTANEOUS	D000022	MH
C0000786	ABORTIONS SPONTANEOUS	10000235	HT	SPONTANEOUS ABORTION	D000022	ET
C0000786	ABORTIONS SPONTANEOUS	10000235	HT	ABORTIONS, SPONTANEOUS	D000022	PM
C0000786	ABORTIONS SPONTANEOUS	10000235	HT	SPONTANEOUS ABORTIONS	D000022	PM
C0000786	MISCARRIAGE	10000234	LLT	ABORTION, SPONTANEOUS	D000022	MH
C0000786	MISCARRIAGE	10000234	LLT	SPONTANEOUS ABORTION	D000022	ET
C0000786	MISCARRIAGE	10000234	LLT	ABORTIONS, SPONTANEOUS	D000022	PM
C0000786	MISCARRIAGE	10000234	LLT	SPONTANEOUS ABORTIONS	D000022	PM
C0000786	MISCARRIAGE OF PREGNANCY	10000234	LLT	ABORTION, SPONTANEOUS	D000022	MH
C0000786	MISCARRIAGE OF PREGNANCY	10000234	LLT	SPONTANEOUS ABORTION	D000022	ET
C0000786	MISCARRIAGE OF PREGNANCY	10000234	LLT	ABORTIONS, SPONTANEOUS	D000022	PM
C0000786	MISCARRIAGE OF PREGNANCY	10000234	LLT	SPONTANEOUS ABORTIONS	D000022	PM
C0000810	ABORTION SPONTANEOUS INCOMPLETE	10061617	LLT	ABORTION, INCOMPLETE	D000027	MH
C0000810	ABORTION SPONTANEOUS INCOMPLETE	10061617	LLT	ABORTIONS, INCOMPLETE	D000027	PM
C0000810	ABORTION SPONTANEOUS INCOMPLETE	10061617	LLT	INCOMPLETE ABORTIONS	D000027	PM
C0000810	ABORTION SPONTANEOUS INCOMPLETE	10061617	LLT	INCOMPLETE ABORTION	D000027	PM
C0000810	ABORTION SPONTANEOUS INCOMPLETE	10061617	PT	ABORTION, INCOMPLETE	D000027	MH
C0000810	ABORTION SPONTANEOUS INCOMPLETE	10061617	PT	ABORTIONS, INCOMPLETE	D000027	PM
C0000810	ABORTION SPONTANEOUS INCOMPLETE	10061617	PT	INCOMPLETE ABORTIONS	D000027	PM
C0000810	ABORTION SPONTANEOUS INCOMPLETE	10061617	PT	INCOMPLETE ABORTION	D000027	PM
C0000810	ABORTION SPONTANEOUS INCOMPLETE NOS	10061617	LLT	ABORTION, INCOMPLETE	D000027	MH
C0000810	ABORTION SPONTANEOUS INCOMPLETE NOS	10061617	LLT	ABORTIONS, INCOMPLETE	D000027	PM
C0000810	ABORTION SPONTANEOUS INCOMPLETE NOS	10061617	LLT	INCOMPLETE ABORTIONS	D000027	PM
C0000810	ABORTION SPONTANEOUS INCOMPLETE NOS	10061617	LLT	INCOMPLETE ABORTION	D000027	PM
C0000822	TUBAL ABORTION	10066266	LLT	ABORTION, TUBAL	D000022	PEP
C0000822	TUBAL ABORTION	10066266	LLT	ABORTIONS, TUBAL	D000022	PM
C0000822	TUBAL ABORTION	10066266	LLT	TUBAL ABORTIONS	D000022	PM
C0000822	TUBAL ABORTION	10066266	LLT	TUBAL ABORTION	D000022	PM
C0000833	ABSCESS	10000269	LLT	ABSCESS	D000038	MH
C0000833	ABSCESS	10000269	LLT	ABSCESSES	D000038	PM
C0000833	ABSCESS	10000269	PT	ABSCESS	D000038	MH
C0000833	ABSCESS	10000269	PT	ABSCESSES	D000038	PM
C0000833	ABSCESS NOS	10000269	LLT	ABSCESS	D000038	MH
C0000833	ABSCESS NOS	10000269	LLT	ABSCESSES	D000038	PM
C0000880	ACANTHAMOEBA KERATITIS	10069408	PT	ACANTHAMOEBA KERATITIS	D015823	MH
C0000880	ACANTHAMOEBA KERATITIS	10069408	PT	ACANTHAMOEBA KERATITIDES	D015823	PM
C0000880	ACANTHAMOEBA KERATITIS	10069408	PT	KERATITIDES, ACANTHAMOEBA	D015823	PM
C0000880	ACANTHAMOEBA KERATITIS	10069408	PT	KERATITIS, ACANTHAMOEBA	D015823	ET
C0000880	ACANTHAMOEBA KERATITIS	10069408	LLT	ACANTHAMOEBA KERATITIS	D015823	MH
C0000880	ACANTHAMOEBA KERATITIS	10069408	LLT	ACANTHAMOEBA KERATITIDES	D015823	PM
C0000880	ACANTHAMOEBA KERATITIS	10069408	LLT	KERATITIDES, ACANTHAMOEBA	D015823	PM
C0000880	ACANTHAMOEBA KERATITIS	10069408	LLT	KERATITIS, ACANTHAMOEBA	D015823	ET
C0000880	ACANTHAMEBA KERATITIS	10069408	LLT	ACANTHAMOEBA KERATITIS	D015823	MH
C0000880	ACANTHAMEBA KERATITIS	10069408	LLT	ACANTHAMOEBA KERATITIDES	D015823	PM
C0000880	ACANTHAMEBA KERATITIS	10069408	LLT	KERATITIDES, ACANTHAMOEBA	D015823	PM
C0000880	ACANTHAMEBA KERATITIS	10069408	LLT	KERATITIS, ACANTHAMOEBA	D015823	ET
C0000880	ACANTHAMEBA KERATITIS	10069408	MTH_PT	ACANTHAMOEBA KERATITIS	D015823	MH
C0000880	ACANTHAMEBA KERATITIS	10069408	MTH_PT	ACANTHAMOEBA KERATITIDES	D015823	PM
C0000880	ACANTHAMEBA KERATITIS	10069408	MTH_PT	KERATITIDES, ACANTHAMOEBA	D015823	PM
C0000880	ACANTHAMEBA KERATITIS	10069408	MTH_PT	KERATITIS, ACANTHAMOEBA	D015823	ET
C0001122	ACIDOSIS	10000486	LLT	ACIDOSIS	D000138	MH
C0001122	ACIDOSIS	10000486	LLT	ACIDOSES	D000138	PM
C0001122	ACIDOSIS	10000486	PT	ACIDOSIS	D000138	MH
C0001122	ACIDOSIS	10000486	PT	ACIDOSES	D000138	PM
C0001122	ACIDOSIS NOS	10000486	LLT	ACIDOSIS	D000138	MH
C0001122	ACIDOSIS NOS	10000486	LLT	ACIDOSES	D000138	PM
C0001126	RENAL TUBULAR ACIDOSIS	10038535	PT	ACIDOSIS, RENAL TUBULAR	D000141	MH
C0001126	RENAL TUBULAR ACIDOSIS	10038535	PT	RENAL TUBULAR ACIDOSIS	D000141	ET
C0001126	RENAL TUBULAR ACIDOSIS	10038535	LLT	ACIDOSIS, RENAL TUBULAR	D000141	MH
C0001126	RENAL TUBULAR ACIDOSIS	10038535	LLT	RENAL TUBULAR ACIDOSIS	D000141	ET
C0001126	ACIDOSIS RENAL TUBULAR	10038535	LLT	ACIDOSIS, RENAL TUBULAR	D000141	MH
C0001126	ACIDOSIS RENAL TUBULAR	10038535	LLT	RENAL TUBULAR ACIDOSIS	D000141	ET
C0001126	RENAL ACIDOSIS TUBULAR	10038535	LLT	ACIDOSIS, RENAL TUBULAR	D000141	MH
C0001126	RENAL ACIDOSIS TUBULAR	10038535	LLT	RENAL TUBULAR ACIDOSIS	D000141	ET
C0001126	RTA	10039203	OL	ACIDOSIS, RENAL TUBULAR	D000141	MH
C0001126	RTA	10039203	OL	RENAL TUBULAR ACIDOSIS	D000141	ET
C0001139	ACINETOBACTER INFECTION	10051894	LLT	ACINETOBACTER INFECTIONS	D000151	MH
C0001139	ACINETOBACTER INFECTION	10051894	LLT	ACINETOBACTER INFECTION	D000151	PM
C0001139	ACINETOBACTER INFECTION	10051894	LLT	INFECTION, ACINETOBACTER	D000151	PM
C0001139	ACINETOBACTER INFECTION	10051894	LLT	INFECTIONS, ACINETOBACTER	D000151	ET
C0001139	ACINETOBACTER INFECTION	10051894	LLT	MIMAE INFECTIONS	D000151	ET
C0001139	ACINETOBACTER INFECTION	10051894	LLT	INFECTION, MIMAE	D000151	PM
C0001139	ACINETOBACTER INFECTION	10051894	LLT	MIMAE INFECTION	D000151	PM
C0001139	ACINETOBACTER INFECTION	10051894	LLT	INFECTIONS, MIMAE	D000151	ET
C0001139	ACINETOBACTER INFECTION	10051894	LLT	MIMAE INFECT	D000151	DEV
C0001139	ACINETOBACTER INFECTION	10051894	LLT	INFECT MIMAE	D000151	DEV
C0001139	ACINETOBACTER INFECTION	10051894	LLT	ACINETOBACTER INFECT	D000151	DEV
C0001139	ACINETOBACTER INFECTION	10051894	LLT	INFECT ACINETOBACTER	D000151	DEV
C0001139	ACINETOBACTER INFECTION	10051894	PT	ACINETOBACTER INFECTIONS	D000151	MH
C0001139	ACINETOBACTER INFECTION	10051894	PT	ACINETOBACTER INFECTION	D000151	PM
C0001139	ACINETOBACTER INFECTION	10051894	PT	INFECTION, ACINETOBACTER	D000151	PM
C0001139	ACINETOBACTER INFECTION	10051894	PT	INFECTIONS, ACINETOBACTER	D000151	ET
C0001139	ACINETOBACTER INFECTION	10051894	PT	MIMAE INFECTIONS	D000151	ET
C0001139	ACINETOBACTER INFECTION	10051894	PT	INFECTION, MIMAE	D000151	PM
C0001139	ACINETOBACTER INFECTION	10051894	PT	MIMAE INFECTION	D000151	PM
C0001139	ACINETOBACTER INFECTION	10051894	PT	INFECTIONS, MIMAE	D000151	ET
C0001139	ACINETOBACTER INFECTION	10051894	PT	MIMAE INFECT	D000151	DEV
C0001139	ACINETOBACTER INFECTION	10051894	PT	INFECT MIMAE	D000151	DEV
C0001139	ACINETOBACTER INFECTION	10051894	PT	ACINETOBACTER INFECT	D000151	DEV
C0001139	ACINETOBACTER INFECTION	10051894	PT	INFECT ACINETOBACTER	D000151	DEV
C0001144	ACNE VULGARIS	10000496	LLT	ACNE VULGARIS	D000152	MH
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	LLT	ACQUIRED IMMUNODEFICIENCY SYNDROME	D000163	MH
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	LLT	ACQUIRED IMMUNODEFICIENCY SYNDROMES	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	LLT	IMMUNODEFICIENCY SYNDROMES, ACQUIRED	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	LLT	SYNDROMES, ACQUIRED IMMUNODEFICIENCY	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	LLT	IMMUNODEFICIENCY SYNDROME, ACQUIRED	D000163	ET
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	LLT	SYNDROME, ACQUIRED IMMUNODEFICIENCY	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	LLT	AIDS	D000163	ET
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	LLT	ACQUIRED IMMUNE DEFICIENCY SYNDROME	D000163	ET
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	LLT	IMMUNOLOGIC DEFICIENCY SYNDROME, ACQUIRED	D000163	ET
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	LLT	ACQUIRED IMMUNO-DEFICIENCY SYNDROME	D000163	ET
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	LLT	ACQUIRED IMMUNO DEFICIENCY SYNDROME	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	LLT	ACQUIRED IMMUNO-DEFICIENCY SYNDROMES	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	LLT	IMMUNO-DEFICIENCY SYNDROMES, ACQUIRED	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	LLT	SYNDROMES, ACQUIRED IMMUNO-DEFICIENCY	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	LLT	IMMUNO-DEFICIENCY SYNDROME, ACQUIRED	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	LLT	SYNDROME, ACQUIRED IMMUNO-DEFICIENCY	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	LLT	ACQUIRED IMMUNE DEFIC SYNDROME	D000163	DEV
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	LLT	ACQUIRED IMMUNO DEFIC SYNDROME	D000163	DEV
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	LLT	IMMUNOL DEFIC SYNDROME ACQUIRED	D000163	DEV
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	LLT	IMMUNODEFIC SYNDROME ACQUIRED	D000163	DEV
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	LLT	ACQUIRED IMMUNODEFIC SYNDROME	D000163	DEV
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	PT	ACQUIRED IMMUNODEFICIENCY SYNDROME	D000163	MH
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	PT	ACQUIRED IMMUNODEFICIENCY SYNDROMES	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	PT	IMMUNODEFICIENCY SYNDROMES, ACQUIRED	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	PT	SYNDROMES, ACQUIRED IMMUNODEFICIENCY	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	PT	IMMUNODEFICIENCY SYNDROME, ACQUIRED	D000163	ET
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	PT	SYNDROME, ACQUIRED IMMUNODEFICIENCY	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	PT	AIDS	D000163	ET
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	PT	ACQUIRED IMMUNE DEFICIENCY SYNDROME	D000163	ET
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	PT	IMMUNOLOGIC DEFICIENCY SYNDROME, ACQUIRED	D000163	ET
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	PT	ACQUIRED IMMUNO-DEFICIENCY SYNDROME	D000163	ET
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	PT	ACQUIRED IMMUNO DEFICIENCY SYNDROME	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	PT	ACQUIRED IMMUNO-DEFICIENCY SYNDROMES	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	PT	IMMUNO-DEFICIENCY SYNDROMES, ACQUIRED	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	PT	SYNDROMES, ACQUIRED IMMUNO-DEFICIENCY	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	PT	IMMUNO-DEFICIENCY SYNDROME, ACQUIRED	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	PT	SYNDROME, ACQUIRED IMMUNO-DEFICIENCY	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	PT	ACQUIRED IMMUNE DEFIC SYNDROME	D000163	DEV
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	PT	ACQUIRED IMMUNO DEFIC SYNDROME	D000163	DEV
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	PT	IMMUNOL DEFIC SYNDROME ACQUIRED	D000163	DEV
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	PT	IMMUNODEFIC SYNDROME ACQUIRED	D000163	DEV
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME	10000565	PT	ACQUIRED IMMUNODEFIC SYNDROME	D000163	DEV
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME NOS	10000565	LLT	ACQUIRED IMMUNODEFICIENCY SYNDROME	D000163	MH
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME NOS	10000565	LLT	ACQUIRED IMMUNODEFICIENCY SYNDROMES	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME NOS	10000565	LLT	IMMUNODEFICIENCY SYNDROMES, ACQUIRED	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME NOS	10000565	LLT	SYNDROMES, ACQUIRED IMMUNODEFICIENCY	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME NOS	10000565	LLT	IMMUNODEFICIENCY SYNDROME, ACQUIRED	D000163	ET
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME NOS	10000565	LLT	SYNDROME, ACQUIRED IMMUNODEFICIENCY	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME NOS	10000565	LLT	AIDS	D000163	ET
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME NOS	10000565	LLT	ACQUIRED IMMUNE DEFICIENCY SYNDROME	D000163	ET
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME NOS	10000565	LLT	IMMUNOLOGIC DEFICIENCY SYNDROME, ACQUIRED	D000163	ET
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME NOS	10000565	LLT	ACQUIRED IMMUNO-DEFICIENCY SYNDROME	D000163	ET
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME NOS	10000565	LLT	ACQUIRED IMMUNO DEFICIENCY SYNDROME	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME NOS	10000565	LLT	ACQUIRED IMMUNO-DEFICIENCY SYNDROMES	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME NOS	10000565	LLT	IMMUNO-DEFICIENCY SYNDROMES, ACQUIRED	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME NOS	10000565	LLT	SYNDROMES, ACQUIRED IMMUNO-DEFICIENCY	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME NOS	10000565	LLT	IMMUNO-DEFICIENCY SYNDROME, ACQUIRED	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME NOS	10000565	LLT	SYNDROME, ACQUIRED IMMUNO-DEFICIENCY	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME NOS	10000565	LLT	ACQUIRED IMMUNE DEFIC SYNDROME	D000163	DEV
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME NOS	10000565	LLT	ACQUIRED IMMUNO DEFIC SYNDROME	D000163	DEV
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME NOS	10000565	LLT	IMMUNOL DEFIC SYNDROME ACQUIRED	D000163	DEV
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME NOS	10000565	LLT	IMMUNODEFIC SYNDROME ACQUIRED	D000163	DEV
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROME NOS	10000565	LLT	ACQUIRED IMMUNODEFIC SYNDROME	D000163	DEV
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROMES	10052740	HT	ACQUIRED IMMUNODEFICIENCY SYNDROME	D000163	MH
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROMES	10052740	HT	ACQUIRED IMMUNODEFICIENCY SYNDROMES	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROMES	10052740	HT	IMMUNODEFICIENCY SYNDROMES, ACQUIRED	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROMES	10052740	HT	SYNDROMES, ACQUIRED IMMUNODEFICIENCY	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROMES	10052740	HT	IMMUNODEFICIENCY SYNDROME, ACQUIRED	D000163	ET
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROMES	10052740	HT	SYNDROME, ACQUIRED IMMUNODEFICIENCY	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROMES	10052740	HT	AIDS	D000163	ET
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROMES	10052740	HT	ACQUIRED IMMUNE DEFICIENCY SYNDROME	D000163	ET
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROMES	10052740	HT	IMMUNOLOGIC DEFICIENCY SYNDROME, ACQUIRED	D000163	ET
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROMES	10052740	HT	ACQUIRED IMMUNO-DEFICIENCY SYNDROME	D000163	ET
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROMES	10052740	HT	ACQUIRED IMMUNO DEFICIENCY SYNDROME	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROMES	10052740	HT	ACQUIRED IMMUNO-DEFICIENCY SYNDROMES	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROMES	10052740	HT	IMMUNO-DEFICIENCY SYNDROMES, ACQUIRED	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROMES	10052740	HT	SYNDROMES, ACQUIRED IMMUNO-DEFICIENCY	D000163	PM
C0001175	ACQUIRED IMMUNODEFICIENCY SYNDROMES	10052740	HT	IMMUNO-DEFICIENCY SYNDROME, ACQUIRED	D000163	PM
