CUI	MEDDRA	MEDDRA_ID	MEDDRA TYPE	MESH	MESH_ID	MESH TYPE
C0014549	EPILEPSY GRAND MAL	10018100	LLT	TONIC CLONIC CONVULSION DIS	D004830	DEV
C0014549	EPILEPSY GRAND MAL	10018100	LLT	SEIZURE DIS TONIC CLONIC	D004830	DEV
C0014549	EPILEPSY GRAND MAL	10018100	LLT	TONIC CLONIC SEIZURE DIS	D004830	DEV
C0014549	EPILEPSY GRAND MAL	10018100	LLT	MAJOR MOTOR SEIZURE DIS	D004830	DEV
C0014549	EPILEPSY GRAND MAL	10018100	LLT	SEIZURE DIS MAJOR MOTOR	D004830	DEV
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	TONIC-CLONIC EPILEPSY	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	EPILEPSIES, TONIC-CLONIC	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	TONIC-CLONIC EPILEPSIES	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	EPILEPSY, TONIC CLONIC	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	EPILEPSY, TONIC-CLONIC	D004830	MH
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	EPILEPSY, GRAND MAL	D004830	ET
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	GRAND MAL EPILEPSY	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	CONVULSIONS, GRAND MAL	D004830	ET
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	CONVULSION, GRAND MAL	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	GRAND MAL CONVULSION	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	GRAND MAL CONVULSIONS	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	TONIC CLONIC CONVULSIONS	D004830	ET
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	CONVULSION, TONIC CLONIC	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	TONIC CLONIC CONVULSION	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	CONVULSIONS, TONIC CLONIC	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	EPILEPSY, MAJOR	D004830	ET
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	MAJOR EPILEPSIES	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	MAJOR EPILEPSY	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	TONIC-CLONIC SEIZURE SYNDROME	D004830	ET
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	SEIZURE SYNDROMES, TONIC-CLONIC	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	SYNDROMES, TONIC-CLONIC SEIZURE	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	TONIC CLONIC SEIZURE SYNDROME	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	TONIC-CLONIC SEIZURE SYNDROMES	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	SEIZURE SYNDROME, TONIC-CLONIC	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	SYNDROME, TONIC-CLONIC SEIZURE	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	SEIZURE DISORDER, TONIC CLONIC	D004830	ET
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	DISORDERS, TONIC-CLONIC SEIZURE	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	SEIZURE DISORDER, TONIC-CLONIC	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	SEIZURE DISORDERS, TONIC-CLONIC	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	TONIC-CLONIC SEIZURE DISORDERS	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	DISORDER, TONIC-CLONIC SEIZURE	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	TONIC CLONIC SEIZURE DISORDER	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	TONIC-CLONIC SEIZURE DISORDER	D004830	ET
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	TONIC-CLONIC CONVULSION DISORDER	D004830	ET
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	CONVULSION DISORDERS, TONIC-CLONIC	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	DISORDERS, TONIC-CLONIC CONVULSION	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	TONIC CLONIC CONVULSION DISORDER	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	TONIC-CLONIC CONVULSION DISORDERS	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	CONVULSION DISORDER, TONIC-CLONIC	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	DISORDER, TONIC-CLONIC CONVULSION	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	TONIC-CLONIC CONVULSION SYNDROME	D004830	ET
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	CONVULSION SYNDROMES, TONIC-CLONIC	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	SYNDROMES, TONIC-CLONIC CONVULSION	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	TONIC CLONIC CONVULSION SYNDROME	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	TONIC-CLONIC CONVULSION SYNDROMES	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	CONVULSION SYNDROME, TONIC-CLONIC	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	SYNDROME, TONIC-CLONIC CONVULSION	D004830	PM
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	GRAND MAL SEIZURE DISORDER	D004830	ET
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	SEIZURE DISORDER, GRAND MAL	D004830	ET
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	MAJOR MOTOR SEIZURE DISORDER	D004830	ET
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	SEIZURE DISORDER, MAJOR MOTOR	D004830	ET
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	GRAND MAL SEIZURE DIS	D004830	DEV
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	SEIZURE DIS GRAND MAL	D004830	DEV
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	TONIC CLONIC CONVULSION DIS	D004830	DEV
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	SEIZURE DIS TONIC CLONIC	D004830	DEV
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	TONIC CLONIC SEIZURE DIS	D004830	DEV
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	MAJOR MOTOR SEIZURE DIS	D004830	DEV
C0014549	CONVULSIONS GRAND MAL	10018100	LLT	SEIZURE DIS MAJOR MOTOR	D004830	DEV
C0014549	CONVULSION GRAND MAL	10018100	LLT	TONIC-CLONIC EPILEPSY	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	EPILEPSIES, TONIC-CLONIC	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	TONIC-CLONIC EPILEPSIES	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	EPILEPSY, TONIC CLONIC	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	EPILEPSY, TONIC-CLONIC	D004830	MH
C0014549	CONVULSION GRAND MAL	10018100	LLT	EPILEPSY, GRAND MAL	D004830	ET
C0014549	CONVULSION GRAND MAL	10018100	LLT	GRAND MAL EPILEPSY	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	CONVULSIONS, GRAND MAL	D004830	ET
C0014549	CONVULSION GRAND MAL	10018100	LLT	CONVULSION, GRAND MAL	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	GRAND MAL CONVULSION	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	GRAND MAL CONVULSIONS	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	TONIC CLONIC CONVULSIONS	D004830	ET
C0014549	CONVULSION GRAND MAL	10018100	LLT	CONVULSION, TONIC CLONIC	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	TONIC CLONIC CONVULSION	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	CONVULSIONS, TONIC CLONIC	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	EPILEPSY, MAJOR	D004830	ET
C0014549	CONVULSION GRAND MAL	10018100	LLT	MAJOR EPILEPSIES	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	MAJOR EPILEPSY	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	TONIC-CLONIC SEIZURE SYNDROME	D004830	ET
C0014549	CONVULSION GRAND MAL	10018100	LLT	SEIZURE SYNDROMES, TONIC-CLONIC	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	SYNDROMES, TONIC-CLONIC SEIZURE	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	TONIC CLONIC SEIZURE SYNDROME	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	TONIC-CLONIC SEIZURE SYNDROMES	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	SEIZURE SYNDROME, TONIC-CLONIC	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	SYNDROME, TONIC-CLONIC SEIZURE	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	SEIZURE DISORDER, TONIC CLONIC	D004830	ET
C0014549	CONVULSION GRAND MAL	10018100	LLT	DISORDERS, TONIC-CLONIC SEIZURE	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	SEIZURE DISORDER, TONIC-CLONIC	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	SEIZURE DISORDERS, TONIC-CLONIC	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	TONIC-CLONIC SEIZURE DISORDERS	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	DISORDER, TONIC-CLONIC SEIZURE	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	TONIC CLONIC SEIZURE DISORDER	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	TONIC-CLONIC SEIZURE DISORDER	D004830	ET
C0014549	CONVULSION GRAND MAL	10018100	LLT	TONIC-CLONIC CONVULSION DISORDER	D004830	ET
C0014549	CONVULSION GRAND MAL	10018100	LLT	CONVULSION DISORDERS, TONIC-CLONIC	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	DISORDERS, TONIC-CLONIC CONVULSION	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	TONIC CLONIC CONVULSION DISORDER	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	TONIC-CLONIC CONVULSION DISORDERS	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	CONVULSION DISORDER, TONIC-CLONIC	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	DISORDER, TONIC-CLONIC CONVULSION	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	TONIC-CLONIC CONVULSION SYNDROME	D004830	ET
C0014549	CONVULSION GRAND MAL	10018100	LLT	CONVULSION SYNDROMES, TONIC-CLONIC	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	SYNDROMES, TONIC-CLONIC CONVULSION	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	TONIC CLONIC CONVULSION SYNDROME	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	TONIC-CLONIC CONVULSION SYNDROMES	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	CONVULSION SYNDROME, TONIC-CLONIC	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	SYNDROME, TONIC-CLONIC CONVULSION	D004830	PM
C0014549	CONVULSION GRAND MAL	10018100	LLT	GRAND MAL SEIZURE DISORDER	D004830	ET
C0014549	CONVULSION GRAND MAL	10018100	LLT	SEIZURE DISORDER, GRAND MAL	D004830	ET
C0014549	CONVULSION GRAND MAL	10018100	LLT	MAJOR MOTOR SEIZURE DISORDER	D004830	ET
C0014549	CONVULSION GRAND MAL	10018100	LLT	SEIZURE DISORDER, MAJOR MOTOR	D004830	ET
C0014549	CONVULSION GRAND MAL	10018100	LLT	GRAND MAL SEIZURE DIS	D004830	DEV
C0014549	CONVULSION GRAND MAL	10018100	LLT	SEIZURE DIS GRAND MAL	D004830	DEV
C0014549	CONVULSION GRAND MAL	10018100	LLT	TONIC CLONIC CONVULSION DIS	D004830	DEV
C0014549	CONVULSION GRAND MAL	10018100	LLT	SEIZURE DIS TONIC CLONIC	D004830	DEV
C0014549	CONVULSION GRAND MAL	10018100	LLT	TONIC CLONIC SEIZURE DIS	D004830	DEV
C0014549	CONVULSION GRAND MAL	10018100	LLT	MAJOR MOTOR SEIZURE DIS	D004830	DEV
C0014549	CONVULSION GRAND MAL	10018100	LLT	SEIZURE DIS MAJOR MOTOR	D004830	DEV
C0014549	GRAND MAL CONVULSION	10018100	LLT	TONIC-CLONIC EPILEPSY	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	EPILEPSIES, TONIC-CLONIC	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	TONIC-CLONIC EPILEPSIES	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	EPILEPSY, TONIC CLONIC	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	EPILEPSY, TONIC-CLONIC	D004830	MH
C0014549	GRAND MAL CONVULSION	10018100	LLT	EPILEPSY, GRAND MAL	D004830	ET
C0014549	GRAND MAL CONVULSION	10018100	LLT	GRAND MAL EPILEPSY	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	CONVULSIONS, GRAND MAL	D004830	ET
C0014549	GRAND MAL CONVULSION	10018100	LLT	CONVULSION, GRAND MAL	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	GRAND MAL CONVULSION	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	GRAND MAL CONVULSIONS	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	TONIC CLONIC CONVULSIONS	D004830	ET
C0014549	GRAND MAL CONVULSION	10018100	LLT	CONVULSION, TONIC CLONIC	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	TONIC CLONIC CONVULSION	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	CONVULSIONS, TONIC CLONIC	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	EPILEPSY, MAJOR	D004830	ET
C0014549	GRAND MAL CONVULSION	10018100	LLT	MAJOR EPILEPSIES	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	MAJOR EPILEPSY	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	TONIC-CLONIC SEIZURE SYNDROME	D004830	ET
C0014549	GRAND MAL CONVULSION	10018100	LLT	SEIZURE SYNDROMES, TONIC-CLONIC	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	SYNDROMES, TONIC-CLONIC SEIZURE	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	TONIC CLONIC SEIZURE SYNDROME	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	TONIC-CLONIC SEIZURE SYNDROMES	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	SEIZURE SYNDROME, TONIC-CLONIC	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	SYNDROME, TONIC-CLONIC SEIZURE	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	SEIZURE DISORDER, TONIC CLONIC	D004830	ET
C0014549	GRAND MAL CONVULSION	10018100	LLT	DISORDERS, TONIC-CLONIC SEIZURE	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	SEIZURE DISORDER, TONIC-CLONIC	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	SEIZURE DISORDERS, TONIC-CLONIC	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	TONIC-CLONIC SEIZURE DISORDERS	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	DISORDER, TONIC-CLONIC SEIZURE	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	TONIC CLONIC SEIZURE DISORDER	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	TONIC-CLONIC SEIZURE DISORDER	D004830	ET
C0014549	GRAND MAL CONVULSION	10018100	LLT	TONIC-CLONIC CONVULSION DISORDER	D004830	ET
C0014549	GRAND MAL CONVULSION	10018100	LLT	CONVULSION DISORDERS, TONIC-CLONIC	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	DISORDERS, TONIC-CLONIC CONVULSION	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	TONIC CLONIC CONVULSION DISORDER	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	TONIC-CLONIC CONVULSION DISORDERS	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	CONVULSION DISORDER, TONIC-CLONIC	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	DISORDER, TONIC-CLONIC CONVULSION	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	TONIC-CLONIC CONVULSION SYNDROME	D004830	ET
C0014549	GRAND MAL CONVULSION	10018100	LLT	CONVULSION SYNDROMES, TONIC-CLONIC	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	SYNDROMES, TONIC-CLONIC CONVULSION	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	TONIC CLONIC CONVULSION SYNDROME	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	TONIC-CLONIC CONVULSION SYNDROMES	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	CONVULSION SYNDROME, TONIC-CLONIC	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	SYNDROME, TONIC-CLONIC CONVULSION	D004830	PM
C0014549	GRAND MAL CONVULSION	10018100	LLT	GRAND MAL SEIZURE DISORDER	D004830	ET
C0014549	GRAND MAL CONVULSION	10018100	LLT	SEIZURE DISORDER, GRAND MAL	D004830	ET
C0014549	GRAND MAL CONVULSION	10018100	LLT	MAJOR MOTOR SEIZURE DISORDER	D004830	ET
C0014549	GRAND MAL CONVULSION	10018100	LLT	SEIZURE DISORDER, MAJOR MOTOR	D004830	ET
C0014549	GRAND MAL CONVULSION	10018100	LLT	GRAND MAL SEIZURE DIS	D004830	DEV
C0014549	GRAND MAL CONVULSION	10018100	LLT	SEIZURE DIS GRAND MAL	D004830	DEV
C0014549	GRAND MAL CONVULSION	10018100	LLT	TONIC CLONIC CONVULSION DIS	D004830	DEV
C0014549	GRAND MAL CONVULSION	10018100	LLT	SEIZURE DIS TONIC CLONIC	D004830	DEV
C0014549	GRAND MAL CONVULSION	10018100	LLT	TONIC CLONIC SEIZURE DIS	D004830	DEV
C0014549	GRAND MAL CONVULSION	10018100	LLT	MAJOR MOTOR SEIZURE DIS	D004830	DEV
C0014549	GRAND MAL CONVULSION	10018100	LLT	SEIZURE DIS MAJOR MOTOR	D004830	DEV
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	TONIC-CLONIC EPILEPSY	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	EPILEPSIES, TONIC-CLONIC	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	TONIC-CLONIC EPILEPSIES	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	EPILEPSY, TONIC CLONIC	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	EPILEPSY, TONIC-CLONIC	D004830	MH
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	EPILEPSY, GRAND MAL	D004830	ET
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	GRAND MAL EPILEPSY	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	CONVULSIONS, GRAND MAL	D004830	ET
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	CONVULSION, GRAND MAL	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	GRAND MAL CONVULSION	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	GRAND MAL CONVULSIONS	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	TONIC CLONIC CONVULSIONS	D004830	ET
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	CONVULSION, TONIC CLONIC	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	TONIC CLONIC CONVULSION	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	CONVULSIONS, TONIC CLONIC	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	EPILEPSY, MAJOR	D004830	ET
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	MAJOR EPILEPSIES	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	MAJOR EPILEPSY	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	TONIC-CLONIC SEIZURE SYNDROME	D004830	ET
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	SEIZURE SYNDROMES, TONIC-CLONIC	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	SYNDROMES, TONIC-CLONIC SEIZURE	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	TONIC CLONIC SEIZURE SYNDROME	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	TONIC-CLONIC SEIZURE SYNDROMES	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	SEIZURE SYNDROME, TONIC-CLONIC	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	SYNDROME, TONIC-CLONIC SEIZURE	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	SEIZURE DISORDER, TONIC CLONIC	D004830	ET
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	DISORDERS, TONIC-CLONIC SEIZURE	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	SEIZURE DISORDER, TONIC-CLONIC	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	SEIZURE DISORDERS, TONIC-CLONIC	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	TONIC-CLONIC SEIZURE DISORDERS	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	DISORDER, TONIC-CLONIC SEIZURE	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	TONIC CLONIC SEIZURE DISORDER	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	TONIC-CLONIC SEIZURE DISORDER	D004830	ET
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	TONIC-CLONIC CONVULSION DISORDER	D004830	ET
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	CONVULSION DISORDERS, TONIC-CLONIC	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	DISORDERS, TONIC-CLONIC CONVULSION	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	TONIC CLONIC CONVULSION DISORDER	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	TONIC-CLONIC CONVULSION DISORDERS	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	CONVULSION DISORDER, TONIC-CLONIC	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	DISORDER, TONIC-CLONIC CONVULSION	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	TONIC-CLONIC CONVULSION SYNDROME	D004830	ET
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	CONVULSION SYNDROMES, TONIC-CLONIC	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	SYNDROMES, TONIC-CLONIC CONVULSION	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	TONIC CLONIC CONVULSION SYNDROME	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	TONIC-CLONIC CONVULSION SYNDROMES	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	CONVULSION SYNDROME, TONIC-CLONIC	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	SYNDROME, TONIC-CLONIC CONVULSION	D004830	PM
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	GRAND MAL SEIZURE DISORDER	D004830	ET
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	SEIZURE DISORDER, GRAND MAL	D004830	ET
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	MAJOR MOTOR SEIZURE DISORDER	D004830	ET
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	SEIZURE DISORDER, MAJOR MOTOR	D004830	ET
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	GRAND MAL SEIZURE DIS	D004830	DEV
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	SEIZURE DIS GRAND MAL	D004830	DEV
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	TONIC CLONIC CONVULSION DIS	D004830	DEV
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	SEIZURE DIS TONIC CLONIC	D004830	DEV
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	TONIC CLONIC SEIZURE DIS	D004830	DEV
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	MAJOR MOTOR SEIZURE DIS	D004830	DEV
C0014549	CLONIC-TONIC CONVULSIONS	10018100	LLT	SEIZURE DIS MAJOR MOTOR	D004830	DEV
C0014549	TONIC/ CLONIC CONVULSIONS	10018100	LLT	TONIC-CLONIC EPILEPSY	D004830	PM
C0014549	TONIC/ CLONIC CONVULSIONS	10018100	LLT	EPILEPSIES, TONIC-CLONIC	D004830	PM
C0014549	TONIC/ CLONIC CONVULSIONS	10018100	LLT	TONIC-CLONIC EPILEPSIES	D004830	PM
C0014549	TONIC/ CLONIC CONVULSIONS	10018100	LLT	EPILEPSY, TONIC CLONIC	D004830	PM
C0014549	TONIC/ CLONIC CONVULSIONS	10018100	LLT	EPILEPSY, TONIC-CLONIC	D004830	MH
C0014549	TONIC/ CLONIC CONVULSIONS	10018100	LLT	EPILEPSY, GRAND MAL	D004830	ET
C0014549	TONIC/ CLONIC CONVULSIONS	10018100	LLT	GRAND MAL EPILEPSY	D004830	PM
C0014549	TONIC/ CLONIC CONVULSIONS	10018100	LLT	CONVULSIONS, GRAND MAL	D004830	ET
C0014549	TONIC/ CLONIC CONVULSIONS	10018100	LLT	CONVULSION, GRAND MAL	D004830	PM
C0014549	TONIC/ CLONIC CONVULSIONS	10018100	LLT	GRAND MAL CONVULSION	D004830	PM
