Drug name	chembl_id	molregno	Original synonyms	value	upper_value	reference	type	assay_id
CHLORPROMAZINE	CHEMBL71	6216		0.056		PMID30115648	Fu	
CHLORPROPAMIDE	CHEMBL498	8516		0.03		PMID30115648	Fu	
CHLORTETRACYCLINE	CHEMBL404520	438486		0.52		PMID30115648	Fu	
CHLORTHALIDONE	CHEMBL1055	134333		0.24		PMID30115648	Fu	
CIDOFOVIR	CHEMBL152	48701		1.0		PMID30115648	Fu	
CILASTATIN	CHEMBL766	43261		0.6		PMID30115648	Fu	
CIMETIDINE	CHEMBL30	1620		0.78		PMID30115648	Fu	
CINACALCET	CHEMBL1201284	675235		0.05		PMID30115648	Fu	
CIPROFLOXACIN	CHEMBL8	241		0.7		PMID30115648	Fu	
CISATRACURIUM	CHEMBL1201248	675199		0.62		PMID30115648	Fu	
CITALOPRAM	CHEMBL549	14367		0.2		PMID30115648	Fu	
CLADRIBINE	CHEMBL1619	467361		0.79		PMID30115648	Fu	
CLARITHROMYCIN	CHEMBL1741	570147		0.23		PMID30115648	Fu	
CLAVULANIC ACID	CHEMBL777	44876		0.91		PMID30115648	Fu	
CLEVIDIPINE	CHEMBL1237132	699483		0.0038		PMID30115648	Fu	
CLINDAMYCIN	CHEMBL1753	581843		0.06		PMID30115648	Fu	
CLOFARABINE	CHEMBL1750	581569		0.53		PMID30115648	Fu	
CLOMIPRAMINE	CHEMBL415	996		0.029		PMID30115648	Fu	
CLONAZEPAM	CHEMBL452	2465		0.15		PMID30115648	Fu	
CLONIDINE	CHEMBL134	27609		0.56		PMID30115648	Fu	
CLOPIDOGREL	CHEMBL1771	598402		0.02		PMID30115648	Fu	
CLOZAPINE	CHEMBL42	2261		0.055		PMID30115648	Fu	
COBIMETINIB	CHEMBL2146883	1420377		0.05		PMID30115648	Fu	
COCAINE	CHEMBL370805	333370		0.12		PMID30115648	Fu	
CODEINE	CHEMBL485	6167		0.7		PMID30115648	Fu	
COLCHICINE	CHEMBL107	14440		0.61		PMID30115648	Fu	
CONIVAPTAN	CHEMBL1755	581850		0.01		PMID30115648	Fu	
COUMARIN	CHEMBL6466	1256		0.17		PMID30115648	Fu	
CRIZOTINIB	CHEMBL601719	602271		0.09		PMID30115648	Fu	
CYCLOPHOSPHAMIDE	CHEMBL88	8417		0.87		PMID30115648	Fu	
CYTARABINE	CHEMBL803	51182		0.87		PMID30115648	Fu	
DABRAFENIB	CHEMBL2028663	1340894		0.003		PMID30115648	Fu	
DACLATASVIR	CHEMBL2023898	1339281		0.01		PMID30115648	Fu	
DALBAVANCIN	CHEMBL3301669	1763640		0.02		PMID30115648	Fu	
DALFAMPRIDINE	CHEMBL284348	31289		1.0		PMID30115648	Fu	
DAPSONE	CHEMBL1043	126356		0.25		PMID30115648	Fu	
DARIFENACIN	CHEMBL1346	291960		0.02		PMID30115648	Fu	
DARUNAVIR	CHEMBL1323	267163		0.05		PMID30115648	Fu	
DASABUVIR	CHEMBL3137312	1626743		0.005		PMID30115648	Fu	
DAUNORUBICIN	CHEMBL178	336913		0.06		PMID30115648	Fu	
DECITABINE	CHEMBL1201129	675080		1.0		PMID30115648	Fu	
DEFERASIROX	CHEMBL550348	564990		0.004		PMID30115648	Fu	
DELAFLOXACIN	CHEMBL2105637	1377907		0.16		PMID30115648	Fu	
DEMETHYLCHLORTETRACYCLINE	CHEMBL1591	454084		0.59		PMID30115648	Fu	
DESIPRAMINE	CHEMBL72	6243		0.16		PMID30115648	Fu	
DEXAMETHASONE	CHEMBL384467	365281		0.32		PMID30115648	Fu	
DEXFENFLURAMINE	CHEMBL248702	421350		0.66		PMID30115648	Fu	
DEXMEDETOMIDINE	CHEMBL778	44905		0.06		PMID30115648	Fu	
DEXMETHYLPHENIDATE	CHEMBL827	57397		0.87		PMID30115648	Fu	
DEXRAZOXANE	CHEMBL1738	567195		1.0		PMID30115648	Fu	
DEZOCINE	CHEMBL1685	518361		0.08		PMID30115648	Fu	
DIATRIZOIC ACID	CHEMBL1201220	675171	Amidotrizoate	1.0		PMID30115648	Fu	
DIAZEPAM	CHEMBL12	721		0.023		PMID30115648	Fu	
DIAZOXIDE	CHEMBL181	364859		0.06		PMID30115648	Fu	
DICLOFENAC	CHEMBL139	29890		0.005		PMID30115648	Fu	
DICLOXACILLIN	CHEMBL893	77085		0.033		PMID30115648	Fu	
DIDANOSINE	CHEMBL1460	390877		0.95		PMID30115648	Fu	
DIENOGEST	CHEMBL1201864	675813		0.1		PMID30115648	Fu	
DIFLUNISAL	CHEMBL898	77652		0.0016		PMID30115648	Fu	
DIGITOXIN	CHEMBL254219	419508		0.066		PMID30115648	Fu	
DIGOXIN	CHEMBL1751	581814		0.7		PMID30115648	Fu	
DILTIAZEM	CHEMBL23	1278		0.18		PMID30115648	Fu	
DIPHENHYDRAMINE	CHEMBL657	27629		0.19		PMID30115648	Fu	
DIPYRIDAMOLE	CHEMBL932	86042		0.00899999999999999		PMID30115648	Fu	
DISOPYRAMIDE	CHEMBL517	11143		0.16		PMID30115648	Fu	
DOCETAXEL	CHEMBL92	9097		0.04		PMID30115648	Fu	
DOFETILIDE	CHEMBL473	5638		0.36		PMID30115648	Fu	
DOMPERIDONE	CHEMBL219916	364745		0.08199999999999999		PMID30115648	Fu	
DOPAMINE	CHEMBL59	4584		0.87		PMID30115648	Fu	
DOXACURIUM	CHEMBL1237123	699474		0.53		PMID30115648	Fu	
DOXAZOSIN	CHEMBL707	33373		0.017		PMID30115648	Fu	
DOXORUBICIN	CHEMBL53463	78759		0.28		PMID30115648	Fu	
DOXYCYCLINE	CHEMBL1433	371546		0.12		PMID30115648	Fu	
DRONEDARONE	CHEMBL184412	308422		0.02		PMID30115648	Fu	
DULOXETINE	CHEMBL1175	192908		0.04		PMID30115648	Fu	
EDARAVONE	CHEMBL290916	60371		0.89		PMID30115648	Fu	
EDOXABAN	CHEMBL1269025	709600		0.5		PMID30115648	Fu	
ELETRIPTAN	CHEMBL1510	421034		0.15		PMID30115648	Fu	
ELIGLUSTAT	CHEMBL2110588	1383028		0.21		PMID30115648	Fu	
ENALAPRILAT	CHEMBL577	16759		0.62		PMID30115648	Fu	
ENCAINIDE	CHEMBL315838	139046		0.26		PMID30115648	Fu	
ENFUVIRTIDE	CHEMBL525076	508828		0.08		PMID30115648	Fu	
ENOXACIN	CHEMBL826	57175		0.8		PMID30115648	Fu	
ENOXIMONE	CHEMBL249856	421520		0.3		PMID30115648	Fu	
ENTACAPONE	CHEMBL953	92412		0.02		PMID30115648	Fu	
EPIRUBICIN	CHEMBL417	1114		0.25		PMID30115648	Fu	
EPROSARTAN	CHEMBL813	54211		0.017		PMID30115648	Fu	
ERGOTAMINE	CHEMBL442	2203		0.02		PMID30115648	Fu	
ERLOTINIB	CHEMBL553	14785		0.07		PMID30115648	Fu	
ERTAPENEM	CHEMBL1359	304903		0.1		PMID30115648	Fu	
ERYTHROMYCIN	CHEMBL532	12506		0.1		PMID30115648	Fu	
ESMOLOL	CHEMBL768	43354		0.59		PMID30115648	Fu	
ESTRADIOL	CHEMBL135	27626		0.016		PMID30115648	Fu	
ESTRAMUSTINE PHOSPHATE	CHEMBL1756	581858		0.5		PMID30115648	Fu	
ETHAMBUTOL	CHEMBL44884	67617		0.18		PMID30115648	Fu	
ETHINYLESTRADIOL	CHEMBL691	31241		0.014		PMID30115648	Fu	
ETILEFRINE	CHEMBL86882	139072		0.77		PMID30115648	Fu	
ETOMIDATE	CHEMBL681	29090		0.23		PMID30115648	Fu	
ETONOGESTREL	CHEMBL1531	428747		0.02		PMID30115648	Fu	
ETOPOSIDE	CHEMBL44657	68607		0.12		PMID30115648	Fu	
ETORICOXIB	CHEMBL416146	6706		0.081		PMID30115648	Fu	
EZOGABINE	CHEMBL41355	61945		0.2		PMID30115648	Fu	
FAMOTIDINE	CHEMBL902	78303		0.84		PMID30115648	Fu	
FELODIPINE	CHEMBL1480	405365		0.00359999999999999		PMID30115648	Fu	
FENOTEROL	CHEMBL32800	49226		0.53		PMID30115648	Fu	
FENTANYL	CHEMBL596	19915		0.16		PMID30115648	Fu	
FINAFLOXACIN	CHEMBL1908370	1248741		0.75		PMID30115648	Fu	
FINASTERIDE	CHEMBL710	33679		0.095		PMID30115648	Fu	
FINGOLIMOD	CHEMBL314854	144940		0.002		PMID30115648	Fu	
FLECAINIDE	CHEMBL652	27588		0.52		PMID30115648	Fu	
FLUCLOXACILLIN	CHEMBL222645	371745		0.0429999999999999		PMID30115648	Fu	
FLUCONAZOLE	CHEMBL106	13758		0.89		PMID30115648	Fu	
FLUCYTOSINE	CHEMBL1463	393942		1.0		PMID30115648	Fu	
FLUMAZENIL	CHEMBL407	635		0.58		PMID30115648	Fu	
FLUNITRAZEPAM	CHEMBL13280	11715		0.17		PMID30115648	Fu	
FLUOCORTOLONE	CHEMBL251634	421059		0.04		PMID30115648	Fu	
FLUOROURACIL, 5-	CHEMBL185	368538		0.64		PMID30115648	Fu	
FLUPHENAZINE	CHEMBL726	36842		0.04		PMID30115648	Fu	
FLUTICASONE PROPIONATE	CHEMBL1473	401141		0.1		PMID30115648	Fu	
FLUVOXAMINE	CHEMBL814	54722		0.2		PMID30115648	Fu	
FOLIC ACID	CHEMBL1622	469217		0.5		PMID30115648	Fu	
FOLINIC ACID	CHEMBL1679	510462		0.0869999999999999		PMID30115648	Fu	
FONDAPARINUX	CHEMBL1201202	675153		0.21		PMID30115648	Fu	
FOSAPREPITANT	CHEMBL1199324	673274		0.02		PMID30115648	Fu	
FOSCARNET	CHEMBL666	27780		0.85		PMID30115648	Fu	
FOSFOMYCIN	CHEMBL1757	581859		1.0		PMID30115648	Fu	
FOSPHENYTOIN	CHEMBL1201336	675287		0.05		PMID30115648	Fu	
FROVATRIPTAN	CHEMBL1279	250328		0.85		PMID30115648	Fu	
FUROSEMIDE	CHEMBL35	2046		0.012		PMID30115648	Fu	
GABAPENTIN	CHEMBL940	88316		0.97		PMID30115648	Fu	
GALANTHAMINE	CHEMBL659	27639		0.83		PMID30115648	Fu	
GANCICLOVIR	CHEMBL182	365284		0.99		PMID30115648	Fu	
GATIFLOXACIN	CHEMBL31	1712		0.8		PMID30115648	Fu	
GEFITINIB	CHEMBL939	88232		0.0889999999999999		PMID30115648	Fu	
GEMCITABINE	CHEMBL888	75901		1.0		PMID30115648	Fu	
GEMIFLOXACIN	CHEMBL430	1853		0.3		PMID30115648	Fu	
GLIMEPIRIDE	CHEMBL1481	405366		0.005		PMID30115648	Fu	
GLIPIZIDE	CHEMBL1073	139286		0.02		PMID30115648	Fu	
GLYBURIDE	CHEMBL472	5582		0.021		PMID30115648	Fu	
GUANFACINE	CHEMBL862	66029		0.28		PMID30115648	Fu	
HALOPERIDOL	CHEMBL54	3859		0.08		PMID30115648	Fu	
HYDRALAZINE	CHEMBL276832	8788		0.12		PMID30115648	Fu	
HYDROCORTISONE	CHEMBL389621	374052		0.2		PMID30115648	Fu	
HYDROMORPHONE	CHEMBL398707	419580		0.86		PMID30115648	Fu	
HYDROXYCHLOROQUINE	CHEMBL1535	429737		0.57		PMID30115648	Fu	
HYDROXYUREA	CHEMBL467	4730		1.0		PMID30115648	Fu	
IBANDRONIC ACID	CHEMBL997	110435	Ibandronate	0.15		PMID30115648	Fu	
IBUPROFEN	CHEMBL521	11674		0.006		PMID30115648	Fu	
IBUTILIDE	CHEMBL533	12608		0.6		PMID30115648	Fu	
IDARUBICIN	CHEMBL1117	158277		0.0759999999999999		PMID30115648	Fu	
IFOSFAMIDE	CHEMBL1024	119640		1.0		PMID30115648	Fu	
ILOPROST	CHEMBL494	7494		0.4		PMID30115648	Fu	
IMATINIB	CHEMBL941	88797		0.05		PMID30115648	Fu	
IMIPENEM	CHEMBL148	43934		0.86		PMID30115648	Fu	
IMIPRAMINE	CHEMBL11	605		0.0749999999999999		PMID30115648	Fu	
INDACATEROL	CHEMBL1095777	625589		0.05		PMID30115648	Fu	
INDINAVIR	CHEMBL115	17170		0.36		PMID30115648	Fu	
INDOMETHACIN	CHEMBL6	173		0.01		PMID30115648	Fu	
INDOPROFEN	CHEMBL15870	16599		0.01		PMID30115648	Fu	
INDORAMIN	CHEMBL279516	33466		0.15		PMID30115648	Fu	
IOHEXOL	CHEMBL1200455	674406		1.0		PMID30115648	Fu	
IOPAMIDOL	CHEMBL1200932	674883		1.0		PMID30115648	Fu	
IOPROMIDE	CHEMBL1725	554800		0.99		PMID30115648	Fu	
IOTHALAMIC ACID	CHEMBL1201300	675251	Iothalamate	0.98		PMID30115648	Fu	
IRBESARTAN	CHEMBL1513	421066		0.1		PMID30115648	Fu	
IRINOTECAN	CHEMBL481	5985		0.51		PMID30115648	Fu	
ISONIAZIDE	CHEMBL64	4941		1.0		PMID30115648	Fu	
ISOPROTERENOL	CHEMBL434	1994		0.71		PMID30115648	Fu	
ISOSORBIDE DINITRATE	CHEMBL6622	556		0.72		PMID30115648	Fu	
ISOSORBIDE-5-MONONITRATE	CHEMBL1311	263453		1.0		PMID30115648	Fu	
ISOXICAM	CHEMBL53292	78364		0.035		PMID30115648	Fu	
ISRADIPINE	CHEMBL1648	486789		0.04		PMID30115648	Fu	
IVABRADINE	CHEMBL471737	448872		0.28		PMID30115648	Fu	
IXABEPILONE	CHEMBL1201752	675703		0.2		PMID30115648	Fu	
IXAZOMIB	CHEMBL2141296	1413247		0.01		PMID30115648	Fu	
KANAMYCIN	CHEMBL1384	325239		0.99		PMID30115648	Fu	
KETAMINE	CHEMBL742	38833		0.47		PMID30115648	Fu	
KETANSERIN	CHEMBL51	3683		0.055		PMID30115648	Fu	
KETOPROFEN	CHEMBL571	16591		0.008		PMID30115648	Fu	
KETOROLAC	CHEMBL469	5080		0.00679999999999999		PMID30115648	Fu	
LABETALOL	CHEMBL429	1785		0.5		PMID30115648	Fu	
LACOSAMIDE	CHEMBL58323	88739		0.85		PMID30115648	Fu	
LAMIVUDINE	CHEMBL141	33986		0.94		PMID30115648	Fu	
LANSOPRAZOLE	CHEMBL480	5975		0.021		PMID30115648	Fu	
LESINURAD	CHEMBL2105720	1377990		0.02		PMID30115648	Fu	
LETROZOLE	CHEMBL1444	374548		0.41		PMID30115648	Fu	
LEUPROLIDE	CHEMBL1201199	675150		0.54		PMID30115648	Fu	
LEVETIRACETAM	CHEMBL1286	252155		0.9		PMID30115648	Fu	
LEVOBUPIVACAINE	CHEMBL1201193	675144		0.03		PMID30115648	Fu	
LEVODOPA	CHEMBL1009	112655		0.76		PMID30115648	Fu	
LEVOFLOXACIN	CHEMBL33	1795		0.75		PMID30115648	Fu	
LEVONORGESTREL	CHEMBL1389	328164		0.025		PMID30115648	Fu	
LEVORPHANOL	CHEMBL592	19572		0.6		PMID30115648	Fu	
LIDOCAINE	CHEMBL79	6723		0.33		PMID30115648	Fu	
LINEZOLID	CHEMBL126	26280		0.69		PMID30115648	Fu	
LISINOPRIL	CHEMBL1237	230659		1.0		PMID30115648	Fu	
LOMITAPIDE	CHEMBL354541	282991		0.002		PMID30115648	Fu	
LORAZEPAM	CHEMBL580	16959		0.09		PMID30115648	Fu	
LORMETAZEPAM	CHEMBL22097	27028		0.12		PMID30115648	Fu	
LOSARTAN	CHEMBL191	408842		0.01		PMID30115648	Fu	
MAPROTILINE	CHEMBL21731	27713		0.11		PMID30115648	Fu	
MEBENDAZOLE	CHEMBL685	29637		0.0859999999999999		PMID30115648	Fu	
MELATONIN	CHEMBL45	3012		0.39		PMID30115648	Fu	
MELOXICAM	CHEMBL599	20496		0.003		PMID30115648	Fu	
MELPHALAN	CHEMBL852	65415		0.14		PMID30115648	Fu	
MEPERIDINE	CHEMBL607	22528		0.42		PMID30115648	Fu	
MEPIVACAINE	CHEMBL1087	147981		0.3		PMID30115648	Fu	
MEPROBAMATE	CHEMBL979	99389		1.0		PMID30115648	Fu	
MEPTAZINOL	CHEMBL314437	139237		0.73		PMID30115648	Fu	
MERCAPTOPURINE, 6-	CHEMBL1425	364693		0.85		PMID30115648	Fu	
MEROPENEM	CHEMBL127	26386		0.87		PMID30115648	Fu	
METAPROTERENOL	CHEMBL776	44647		0.9		PMID30115648	Fu	
METFORMIN	CHEMBL1431	369464		1.0		PMID30115648	Fu	
METHADONE	CHEMBL651	27576		0.21		PMID30115648	Fu	
METHAMPHETAMINE	CHEMBL1201201	675152		0.85		PMID30115648	Fu	
METHICILLIN	CHEMBL575	16716		0.43		PMID30115648	Fu	
METHOHEXITAL	CHEMBL7413	2216		0.27		PMID30115648	Fu	
METHOTREXATE	CHEMBL34259	49931		0.37		PMID30115648	Fu	
METHOXYPSORALEN,8-	CHEMBL416	1063		0.09		PMID30115648	Fu	
METHYLDOPA	CHEMBL459	3730		0.85		PMID30115648	Fu	
METHYLNALTREXONE	CHEMBL1186579	660529		0.87		PMID30115648	Fu	
METHYLPHENIDATE	CHEMBL796	49842		0.85		PMID30115648	Fu	
METHYLPREDNISOLONE	CHEMBL650	27575		0.23		PMID30115648	Fu	
METOCLOPRAMIDE	CHEMBL86	7736		0.6		PMID30115648	Fu	
METOCURINE	CHEMBL1259	239465		0.65		PMID30115648	Fu	
METOLAZONE	CHEMBL878	73548		0.05		PMID30115648	Fu	
METOPROLOL	CHEMBL13	789		0.88		PMID30115648	Fu	
METRIZOATE	CHEMBL1736	563573		1.0		PMID30115648	Fu	
METRONIDAZOLE	CHEMBL137	27912		0.96		PMID30115648	Fu	
MEXILETINE	CHEMBL558	15958		0.36		PMID30115648	Fu	
MEZLOCILLIN	CHEMBL1731	558295		0.7		PMID30115648	Fu	
MIBEFRADIL	CHEMBL45816	72035		0.005		PMID30115648	Fu	
MICONAZOLE	CHEMBL91	8917		0.08		PMID30115648	Fu	
MIDAZOLAM	CHEMBL655	27611		0.017		PMID30115648	Fu	
MIFEPRISTONE	CHEMBL1276308	712273		0.02		PMID30115648	Fu	
MIGLITOL	CHEMBL1561	445681		1.0		PMID30115648	Fu	
MILRINONE	CHEMBL189	380567		0.035		PMID30115648	Fu	
MINOCYCLINE	CHEMBL1434	371561		0.005		PMID30115648	Fu	
MINOXIDIL	CHEMBL802	51042		1.0		PMID30115648	Fu	
MIRABEGRON	CHEMBL2095212	1369608		0.29		PMID30115648	Fu	
MIRTAZAPINE	CHEMBL654	27610		0.15		PMID30115648	Fu	
MITOXANTRONE	CHEMBL58	4504		0.25		PMID30115648	Fu	
MOCLOBEMIDE	CHEMBL86304	139099		0.77		PMID30115648	Fu	
MOEXIPRIL	CHEMBL1165	188707		0.12		PMID30115648	Fu	
MONTELUKAST	CHEMBL787	47447		0.002		PMID30115648	Fu	
MORPHINE	CHEMBL70	6005		0.65		PMID30115648	Fu	
MOXIFLOXACIN	CHEMBL32	1788		0.6		PMID30115648	Fu	
MOXONIDINE	CHEMBL19236	21698		0.93		PMID30115648	Fu	
MYCOPHENOLIC ACID	CHEMBL866	68396		0.02		PMID30115648	Fu	
NAFCILLIN	CHEMBL1443	374064		0.13		PMID30115648	Fu	
NALBUPHINE	CHEMBL895	77207		0.5		PMID30115648	Fu	
NALMEFENE	CHEMBL982	100696		0.65		PMID30115648	Fu	
NALOXONE	CHEMBL80	6902		0.54		PMID30115648	Fu	
NALTREXONE	CHEMBL19019	21459		0.79		PMID30115648	Fu	
NAPROXEN	CHEMBL154	51056		0.002		PMID30115648	Fu	
NARATRIPTAN	CHEMBL1278	250297		0.7		PMID30115648	Fu	
NATEGLINIDE	CHEMBL783	46727		0.029		PMID30115648	Fu	
NEDOCROMIL	CHEMBL746	39540		0.11		PMID30115648	Fu	
NEFAZODONE	CHEMBL623	26465		0.01		PMID30115648	Fu	
NELARABINE	CHEMBL1201112	675063		0.8		PMID30115648	Fu	
NETILMICIN	CHEMBL1572	453520		1.0		PMID30115648	Fu	
NETUPITANT	CHEMBL206253	341603		0.003		PMID30115648	Fu	
NEVIRAPINE	CHEMBL57	4345		0.32		PMID30115648	Fu	
NICARDIPINE	CHEMBL1484	407549		0.01		PMID30115648	Fu	
NICORANDIL	CHEMBL284906	37980		0.76		PMID30115648	Fu	
NICOTINE	CHEMBL3	115		0.95		PMID30115648	Fu	
NIFEDIPINE	CHEMBL193	419596		0.0439999999999999		PMID30115648	Fu	
NIMODIPINE	CHEMBL1428	365248		0.016		PMID30115648	Fu	
NINTEDANIB	CHEMBL502835	522730		0.02		PMID30115648	Fu	
NISOLDIPINE	CHEMBL1726	554892		0.003		PMID30115648	Fu	
NITRAZEPAM	CHEMBL13209	11745		0.13		PMID30115648	Fu	
NITRENDIPINE	CHEMBL475534	453570		0.02		PMID30115648	Fu	
NITROFURANTOIN	CHEMBL572	16592		0.17		PMID30115648	Fu	
NITROGLYCERIN	CHEMBL730	37493		0.4		PMID30115648	Fu	
NOMIFENSINE	CHEMBL273575	16225		0.4		PMID30115648	Fu	
NORFLOXACINE	CHEMBL9	246		0.13		PMID30115648	Fu	
NORTRIPTYLINE	CHEMBL445	2262		0.12		PMID30115648	Fu	
OFLOXACIN	CHEMBL4	146		0.75		PMID30115648	Fu	
OLODATEROL	CHEMBL605846	603199		0.4		PMID30115648	Fu	
OMBITASVIR	CHEMBL3127326	1623950		0.001		PMID30115648	Fu	
OMEPRAZOLE	CHEMBL1503	419601		0.05		PMID30115648	Fu	
ONDANSETRON	CHEMBL46	3183		0.27		PMID30115648	Fu	
ORITAVANCIN	CHEMBL1688530	1076140		0.13		PMID30115648	Fu	
OXACILLIN	CHEMBL819	56432		0.07		PMID30115648	Fu	
OXAZEPAM	CHEMBL568	16506		0.04		PMID30115648	Fu	
OXYBUTYNIN	CHEMBL1231	229058		0.00339999999999999		PMID30115648	Fu	
OXYCODONE	CHEMBL656	27624		0.55		PMID30115648	Fu	
OXYTETRACYCLINE	CHEMBL1517	421157		0.9		PMID30115648	Fu	
PACLITAXEL	CHEMBL428647	8062		0.12		PMID30115648	Fu	
PALIPERIDONE	CHEMBL1621	468656		0.24		PMID30115648	Fu	
PALONOSETRON	CHEMBL1189679	663629		0.38		PMID30115648	Fu	
PAMIDRONIC ACID	CHEMBL834	60401	Pamidronate	0.7		PMID30115648	Fu	
PANCURONIUM	CHEMBL185073	306486		0.09		PMID30115648	Fu	
PANOBINOSTAT	CHEMBL483254	499179		0.1		PMID30115648	Fu	
PANTOPRAZOLE	CHEMBL1502	419598		0.02		PMID30115648	Fu	
PAPAVERINE	CHEMBL19224	21716		0.0729999999999999		PMID30115648	Fu	
PARICALCITOL	CHEMBL1200622	674573		0.0016		PMID30115648	Fu	
PARITAPREVIR	CHEMBL3391662	1825632		0.0219999999999999		PMID30115648	Fu	
PAROXETINE	CHEMBL490	6643		0.06		PMID30115648	Fu	
PAZOPANIB	CHEMBL477772	489525		0.01		PMID30115648	Fu	
PEFLOXACIN	CHEMBL267648	11474		0.75		PMID30115648	Fu	
PENCICLOVIR	CHEMBL1540	430597		0.84		PMID30115648	Fu	
PENICILLAMINE, D-	CHEMBL1430	369179		0.12		PMID30115648	Fu	
PENICILLIN G	CHEMBL29	1615		0.4		PMID30115648	Fu	
PENTAMIDINE	CHEMBL55	3965		0.09		PMID30115648	Fu	
PENTOBARBITAL	CHEMBL448	2327		0.39		PMID30115648	Fu	
PENTOXIFYLLINE	CHEMBL628	27029		0.51		PMID30115648	Fu	
PERAMPANEL	CHEMBL1214124	685974		0.05		PMID30115648	Fu	
PERPHENAZINE	CHEMBL567	16505		0.07		PMID30115648	Fu	
PHENACETIN	CHEMBL16073	16498		0.47		PMID30115648	Fu	
PHENETHICILLIN	CHEMBL1614637	1037639		0.25		PMID30115648	Fu	
PHENOBARBITAL	CHEMBL40	2217		0.49		PMID30115648	Fu	
PHENOXYMETHYLPENICILLIN	CHEMBL615	24806		0.45		PMID30115648	Fu	
PHENYTOIN	CHEMBL16	921		0.13		PMID30115648	Fu	
PINDOLOL	CHEMBL500	8543		0.58		PMID30115648	Fu	
PIPECURONIUM	CHEMBL1201206	675157		0.98		PMID30115648	Fu	
PIPEMIDIC ACID	CHEMBL30116	37731		0.7		PMID30115648	Fu	
PIPERACILLIN	CHEMBL702	33055		0.5		PMID30115648	Fu	
PIRETANIDE	CHEMBL349803	258666		0.058		PMID30115648	Fu	
PITAVASTATIN	CHEMBL1201753	675704		0.005		PMID30115648	Fu	
PRALIDOXIME	CHEMBL1420	359778		1.0		PMID30115648	Fu	
PRAMIPEXOLE	CHEMBL301265	88815		0.85		PMID30115648	Fu	
PRAVASTATIN	CHEMBL1144	178796		0.5		PMID30115648	Fu	
PRAZOSIN	CHEMBL2	97		0.06		PMID30115648	Fu	
PREDNISOLONE	CHEMBL131	27370		0.25		PMID30115648	Fu	
PREDNISONE	CHEMBL635	27229		0.27		PMID30115648	Fu	
PRILOCAINE	CHEMBL1194	208749		0.72		PMID30115648	Fu	
PROBENECID	CHEMBL897	77474		0.13		PMID30115648	Fu	
PROCAINAMIDE	CHEMBL640	27341		0.84		PMID30115648	Fu	
PROMAZINE	CHEMBL564	16391		0.11		PMID30115648	Fu	
PROMETHAZINE	CHEMBL643	27368		0.09		PMID30115648	Fu	
PROPAFENONE	CHEMBL631	27112		0.0379999999999999		PMID30115648	Fu	
PROPIVERINE	CHEMBL1078261	618127		0.1		PMID30115648	Fu	
PROPOFOL	CHEMBL526	11819		0.016		PMID30115648	Fu	
PROPOXYPHENE	CHEMBL1213351	685193		0.24		PMID30115648	Fu	
PROPRANOLOL	CHEMBL27	1370		0.13		PMID30115648	Fu	
PROPYLTHIOURACIL	CHEMBL1518	421208		0.18		PMID30115648	Fu	
PRUCALOPRIDE	CHEMBL117287	191172		0.7		PMID30115648	Fu	
PYRIDOSTIGMINE	CHEMBL1115	157330		1.0		PMID30115648	Fu	
PYRIMETHAMINE	CHEMBL36	2080		0.095		PMID30115648	Fu	
QUINIDINE	CHEMBL1294	255477		0.26		PMID30115648	Fu	
QUININE	CHEMBL170	255947		0.3		PMID30115648	Fu	
RABEPRAZOLE	CHEMBL1219	222203		0.0369999999999999		PMID30115648	Fu	
RALOXIFENE	CHEMBL81	6914		0.05		PMID30115648	Fu	
RALTITREXED	CHEMBL225071	374007		0.05		PMID30115648	Fu	
RAMELTEON	CHEMBL1218	221962		0.2		PMID30115648	Fu	
REGADENOSON	CHEMBL317052	162546		0.7		PMID30115648	Fu	
REMIFENTANIL	CHEMBL1005	111871		0.3		PMID30115648	Fu	
REMOXIPRIDE	CHEMBL22242	27616		0.16		PMID30115648	Fu	
REPAGLINIDE	CHEMBL1272	248669		0.0149999999999999		PMID30115648	Fu	
RIBAVIRIN	CHEMBL1643	485738		1.0		PMID30115648	Fu	
RILUZOLE	CHEMBL744	38898		0.04		PMID30115648	Fu	
RISEDRONIC ACID	CHEMBL923	83772	Risedronate	0.76		PMID30115648	Fu	
RISPERIDONE	CHEMBL85	7714		0.1		PMID30115648	Fu	
RIVAROXABAN	CHEMBL198362	328601		0.06		PMID30115648	Fu	
RIVASTIGMINE	CHEMBL636	27251		0.6		PMID30115648	Fu	
RIZATRIPTAN	CHEMBL905	79047		0.86		PMID30115648	Fu	
ROCURONIUM	CHEMBL1201244	675195		0.54		PMID30115648	Fu	
ROFECOXIB	CHEMBL122	21697		0.13		PMID30115648	Fu	
ROFLUMILAST	CHEMBL193240	321696		0.01		PMID30115648	Fu	
ROLAPITANT	CHEMBL3707331	2039302		0.002		PMID30115648	Fu	
ROMIDEPSIN	CHEMBL343448	246935		0.07		PMID30115648	Fu	
ROPINIROLE	CHEMBL589	19316		0.6		PMID30115648	Fu	
ROPIVACAINE	CHEMBL1077896	618203		0.06		PMID30115648	Fu	
ROSIGLITAZONE	CHEMBL121	20027		0.002		PMID30115648	Fu	
ROSUVASTATIN	CHEMBL1496	418845		0.12		PMID30115648	Fu	
ROTIGOTINE	CHEMBL1303	258371		0.08		PMID30115648	Fu	
