chembl_id	molregno	parent_molregno	parent_chembl_id
CHEMBL1702	547576	27342	CHEMBL641
CHEMBL1709	549372	53616	CHEMBL809
CHEMBL1717878	1098609	1098609	CHEMBL1717878
CHEMBL172	303542	303542	CHEMBL172
CHEMBL1725	554800	554800	CHEMBL1725
CHEMBL1726	554892	554892	CHEMBL1726
CHEMBL1727	555972	555972	CHEMBL1727
CHEMBL1730	558106	558106	CHEMBL1730
CHEMBL1730764	1111495	1111495	CHEMBL1730764
CHEMBL1732	558566	558566	CHEMBL1732
CHEMBL1733	561889	561889	CHEMBL1733
CHEMBL1738	567195	567195	CHEMBL1738
CHEMBL174	305519	305519	CHEMBL174
CHEMBL1741	570147	570147	CHEMBL1741
CHEMBL1744	574499	574499	CHEMBL1744
CHEMBL1747	577488	577488	CHEMBL1747
CHEMBL1750	581569	581569	CHEMBL1750
CHEMBL1751	581814	581814	CHEMBL1751
CHEMBL1752	581819	581819	CHEMBL1752
CHEMBL175247	293438	293438	CHEMBL175247
CHEMBL1754	581848	581848	CHEMBL1754
CHEMBL1755	581850	581850	CHEMBL1755
CHEMBL1756	581858	581858	CHEMBL1756
CHEMBL17564	62687	62687	CHEMBL17564
CHEMBL175691	296388	296388	CHEMBL175691
CHEMBL1760	583322	583322	CHEMBL1760
CHEMBL1763	583522	583522	CHEMBL1763
CHEMBL1766	591037	591037	CHEMBL1766
CHEMBL177	333157	333157	CHEMBL177
CHEMBL1771	598402	598402	CHEMBL1771
CHEMBL1773	598447	598447	CHEMBL1773
CHEMBL1774461	1145509	1248838	CHEMBL1908919
CHEMBL1778420	1146882	1146882	CHEMBL1778420
CHEMBL178	336913	336913	CHEMBL178
CHEMBL1796998	1160053	1160053	CHEMBL1796998
CHEMBL180101	302799	302799	CHEMBL180101
CHEMBL180570	302314	302314	CHEMBL180570
CHEMBL181	364859	364859	CHEMBL181
CHEMBL184412	308422	308422	CHEMBL184412
CHEMBL184618	312304	312304	CHEMBL184618
CHEMBL185	368538	368538	CHEMBL185
CHEMBL186	372385	372385	CHEMBL186
CHEMBL186069	311510	311510	CHEMBL186069
CHEMBL186314	311503	311503	CHEMBL186314
CHEMBL1863513	1204084	1204084	CHEMBL1863513
CHEMBL1868381	1208952	1208952	CHEMBL1868381
CHEMBL1873475	1214046	1214046	CHEMBL1873475
CHEMBL1886787	1227358	1227358	CHEMBL1886787
CHEMBL1889140	1229711	618203	CHEMBL1077896
CHEMBL189	380567	380567	CHEMBL189
CHEMBL190	381693	381693	CHEMBL190
CHEMBL19019	21459	21459	CHEMBL19019
CHEMBL1908335	1248706	1248706	CHEMBL1908335
CHEMBL1908360	1248731	1248731	CHEMBL1908360
CHEMBL1908919	1248838	1248838	CHEMBL1908919
CHEMBL1909298	1249064	1249092	CHEMBL1909324
CHEMBL191	408842	408842	CHEMBL191
CHEMBL191083	316765	316765	CHEMBL191083
CHEMBL19224	21716	21716	CHEMBL19224
CHEMBL19236	21698	21698	CHEMBL19236
CHEMBL193	419596	419596	CHEMBL193
CHEMBL193240	321696	321696	CHEMBL193240
CHEMBL193482	328137	328137	CHEMBL193482
CHEMBL19429	308052	308052	CHEMBL19429
CHEMBL1946170	1277553	1277553	CHEMBL1946170
CHEMBL1963681	1285392	1285392	CHEMBL1963681
CHEMBL1963683	1285394	1285394	CHEMBL1963683
CHEMBL1981292	1302583	1302583	CHEMBL1981292
CHEMBL1983350	1304641	1304641	CHEMBL1983350
CHEMBL198362	328601	328601	CHEMBL198362
CHEMBL2	97	97	CHEMBL2
CHEMBL20	1125	1125	CHEMBL20
CHEMBL2000504	1321795	327278	CHEMBL262746
CHEMBL2010601	1331852	1331852	CHEMBL2010601
CHEMBL2021422	1336997	675717	CHEMBL1201766
CHEMBL20225	25161	25161	CHEMBL20225
CHEMBL2028663	1340894	1340894	CHEMBL2028663
CHEMBL2028852	1341084	1341082	CHEMBL2028850
CHEMBL2040681	1347272	1347272	CHEMBL2040681
CHEMBL2040682	1347273	1347273	CHEMBL2040682
CHEMBL2042122	1348550	577065	CHEMBL579205
CHEMBL204656	340684	340684	CHEMBL204656
CHEMBL2048484	1351917	1351917	CHEMBL2048484
CHEMBL2051955	1352913	1352913	CHEMBL2051955
CHEMBL205596	343964	343964	CHEMBL205596
CHEMBL2092846	1368035	1368035	CHEMBL2092846
CHEMBL2095208	1369604	1369604	CHEMBL2095208
CHEMBL2095212	1369608	1369608	CHEMBL2095212
CHEMBL2096650	1369659	682593	CHEMBL1208642
CHEMBL21	1159	1159	CHEMBL21
CHEMBL2103749	1376019	1376019	CHEMBL2103749
CHEMBL2103774	1376044	1376044	CHEMBL2103774
CHEMBL2103784	1376054	1376054	CHEMBL2103784
CHEMBL2103822	1376092	1376092	CHEMBL2103822
CHEMBL2103827	1376097	1376097	CHEMBL2103827
CHEMBL2103837	1376107	1376107	CHEMBL2103837
CHEMBL2103846	1376116	1376116	CHEMBL2103846
CHEMBL2103873	1376143	1376143	CHEMBL2103873
CHEMBL2103875	1376145	1376145	CHEMBL2103875
CHEMBL2103877	1376147	1376147	CHEMBL2103877
CHEMBL2103936	1376206	372438	CHEMBL222559
CHEMBL2104535	1376805	1383073	CHEMBL2110633
CHEMBL2104987	1377257	1377257	CHEMBL2104987
CHEMBL2104993	1377263	1377263	CHEMBL2104993
CHEMBL2105395	1377665	1377665	CHEMBL2105395
CHEMBL2105689	1377959	1377959	CHEMBL2105689
CHEMBL2105717	1377987	1377987	CHEMBL2105717
CHEMBL2105732	1378002	164035	CHEMBL99946
CHEMBL2105745	1378015	1378015	CHEMBL2105745
CHEMBL2105765	1378035	1378035	CHEMBL2105765
CHEMBL2105897	1378167	1378167	CHEMBL2105897
CHEMBL2106198	1378468	1383264	CHEMBL2110824
CHEMBL2106615	1378885	65648	CHEMBL46740
CHEMBL2107067	1379337	1379337	CHEMBL2107067
CHEMBL2107383	1379653	1383552	CHEMBL2111112
CHEMBL2107386	1379656	486977	CHEMBL493982
CHEMBL2107830	1380100	1380100	CHEMBL2107830
CHEMBL2107834	1380104	1380104	CHEMBL2107834
CHEMBL2110588	1383028	1383028	CHEMBL2110588
CHEMBL2111100	1383540	NULL	NULL
CHEMBL211456	351701	351701	CHEMBL211456
CHEMBL2115116	1387067	1387067	CHEMBL2115116
CHEMBL2133738	1405689	1405689	CHEMBL2133738
CHEMBL2135460	1407411	1407411	CHEMBL2135460
CHEMBL2146088	1418039	255947	CHEMBL170
CHEMBL2146133	1418084	675271	CHEMBL1201320
CHEMBL21731	27713	27713	CHEMBL21731
CHEMBL218394	360720	360720	CHEMBL218394
CHEMBL218490	366274	366274	CHEMBL218490
CHEMBL218650	365195	365195	CHEMBL218650
CHEMBL219916	364745	364745	CHEMBL219916
CHEMBL22	1216	1216	CHEMBL22
CHEMBL220491	366278	366278	CHEMBL220491
CHEMBL220492	366279	366279	CHEMBL220492
CHEMBL22097	27028	27028	CHEMBL22097
CHEMBL2218896	1449169	1449169	CHEMBL2218896
CHEMBL221959	367860	367860	CHEMBL221959
CHEMBL222334	372449	372449	CHEMBL222334
CHEMBL222645	371745	371745	CHEMBL222645
CHEMBL222813	373806	373806	CHEMBL222813
CHEMBL223228	374719	374719	CHEMBL223228
CHEMBL228792	385066	385066	CHEMBL228792
CHEMBL23	1278	1278	CHEMBL23
CHEMBL2311028	1510459	20346	CHEMBL18442
CHEMBL231779	397524	397524	CHEMBL231779
CHEMBL231813	394996	394996	CHEMBL231813
CHEMBL2361409	1538598	176206	CHEMBL108947
CHEMBL2361425	1538614	561914	CHEMBL1734
CHEMBL23731	29025	29025	CHEMBL23731
CHEMBL237500	399873	399873	CHEMBL237500
CHEMBL24	1279	1279	CHEMBL24
CHEMBL240597	404691	404691	CHEMBL240597
CHEMBL243712	389011	389011	CHEMBL243712
CHEMBL24441	32459	32459	CHEMBL24441
CHEMBL2449003	1591028	1591028	CHEMBL2449003
CHEMBL24778	33307	33307	CHEMBL24778
CHEMBL24828	33576	33576	CHEMBL24828
CHEMBL25	1280	1280	CHEMBL25
CHEMBL250270	418487	418487	CHEMBL250270
CHEMBL251940	418410	418410	CHEMBL251940
CHEMBL253376	418419	418419	CHEMBL253376
CHEMBL254328	422175	422175	CHEMBL254328
CHEMBL25539	33410	33410	CHEMBL25539
CHEMBL255863	426660	426660	CHEMBL255863
CHEMBL262777	70140	70140	CHEMBL262777
CHEMBL264241	84251	84251	CHEMBL264241
CHEMBL264374	57488	57488	CHEMBL264374
CHEMBL264448	68820	68820	CHEMBL264448
CHEMBL266347	2133	2133	CHEMBL266347
CHEMBL266481	40542	40542	CHEMBL266481
CHEMBL267345	8873	8873	CHEMBL267345
CHEMBL267936	880	880	CHEMBL267936
CHEMBL269732	924	924	CHEMBL269732
CHEMBL27	1370	1370	CHEMBL27
CHEMBL275528	5666	5666	CHEMBL275528
CHEMBL276568	21681	21681	CHEMBL276568
CHEMBL276711	12911	12911	CHEMBL276711
CHEMBL276832	8788	8788	CHEMBL276832
CHEMBL277062	16960	16960	CHEMBL277062
CHEMBL27710	35817	35817	CHEMBL27710
CHEMBL278020	14126	14126	CHEMBL278020
CHEMBL27810	36502	36502	CHEMBL27810
CHEMBL278172	16735	16735	CHEMBL278172
CHEMBL282042	24418	17169	CHEMBL114
CHEMBL282121	38293	38293	CHEMBL282121
CHEMBL282724	23417	23417	CHEMBL282724
CHEMBL284348	31289	31289	CHEMBL284348
CHEMBL284906	37980	37980	CHEMBL284906
CHEMBL285674	49847	49847	CHEMBL285674
CHEMBL288441	62111	62111	CHEMBL288441
CHEMBL289469	54547	54547	CHEMBL289469
CHEMBL29	1615	1615	CHEMBL29
CHEMBL292500	102001	102001	CHEMBL292500
CHEMBL294199	91783	91783	CHEMBL294199
CHEMBL294951	65404	65404	CHEMBL294951
CHEMBL296306	76538	76538	CHEMBL296306
CHEMBL3	115	115	CHEMBL3
CHEMBL30	1620	1620	CHEMBL30
CHEMBL300052	77365	NULL	NULL
CHEMBL300460	75453	75453	CHEMBL300460
CHEMBL302753	105299	105299	CHEMBL302753
CHEMBL3039582	1592393	1592393	CHEMBL3039582
CHEMBL308954	113138	113138	CHEMBL308954
CHEMBL31	1712	1712	CHEMBL31
CHEMBL3137696	1627029	1627029	CHEMBL3137696
CHEMBL313833	131607	131607	CHEMBL313833
CHEMBL3140361	1629652	67617	CHEMBL44884
CHEMBL3143955	1633246	88815	CHEMBL301265
CHEMBL315985	139782	139782	CHEMBL315985
CHEMBL317052	162546	162546	CHEMBL317052
CHEMBL3182097	1671388	1615	CHEMBL29
CHEMBL3183117	1672408	1672408	CHEMBL3183117
CHEMBL3184512	1673803	1673803	CHEMBL3184512
CHEMBL3187096	1676387	27251	CHEMBL636
CHEMBL3187455	1676746	12608	CHEMBL533
CHEMBL3188153	1677444	1677444	CHEMBL3188153
CHEMBL3189072	1678363	82721	CHEMBL916
CHEMBL325041	187372	187372	CHEMBL325041
CHEMBL32573	42552	42552	CHEMBL32573
CHEMBL3277938	1755995	38432	CHEMBL30044
CHEMBL328190	162444	162444	CHEMBL328190
CHEMBL329592	150675	150675	CHEMBL329592
CHEMBL33	1795	1795	CHEMBL33
CHEMBL3306578	1768549	NULL	NULL
CHEMBL3348868	1797479	1797479	CHEMBL3348868
CHEMBL33986	45838	45838	CHEMBL33986
CHEMBL34259	49931	49931	CHEMBL34259
CHEMBL343448	246935	246935	CHEMBL343448
CHEMBL344159	227437	227437	CHEMBL344159
CHEMBL345714	255548	255548	CHEMBL345714
CHEMBL35	2046	2046	CHEMBL35
CHEMBL3527027	1924730	301194	CHEMBL360328
CHEMBL3544971	1926820	23199	CHEMBL612
CHEMBL3545252	1927101	9097	CHEMBL92
CHEMBL354541	282991	282991	CHEMBL354541
CHEMBL36	2080	2080	CHEMBL36
CHEMBL364143	316276	316276	CHEMBL364143
CHEMBL364375	308648	308648	CHEMBL364375
CHEMBL365795	317367	317367	CHEMBL365795
CHEMBL3707306	2039277	1379445	CHEMBL2107175
CHEMBL370805	333370	333370	CHEMBL370805
CHEMBL374731	366271	366271	CHEMBL374731
CHEMBL374975	372428	372428	CHEMBL374975
CHEMBL376185	371539	371539	CHEMBL376185
CHEMBL376359	377721	377721	CHEMBL376359
CHEMBL376464	365103	28853	CHEMBL22969
CHEMBL376488	373981	373981	CHEMBL376488
CHEMBL38	2208	2208	CHEMBL38
CHEMBL384467	365281	365281	CHEMBL384467
CHEMBL385517	360723	360723	CHEMBL385517
CHEMBL386389	6343	6343	CHEMBL386389
CHEMBL386630	364520	364520	CHEMBL386630
CHEMBL387326	371643	371643	CHEMBL387326
CHEMBL3890185	2099556	675145	CHEMBL1201194
CHEMBL389621	374052	374052	CHEMBL389621
CHEMBL393220	407354	417180	CHEMBL1487
CHEMBL395429	392195	392195	CHEMBL395429
CHEMBL397420	394206	394206	CHEMBL397420
CHEMBL398435	416772	416772	CHEMBL398435
CHEMBL398707	419580	419580	CHEMBL398707
CHEMBL3989514	2197385	5985	CHEMBL481
CHEMBL3989517	2197388	1277157	CHEMBL1945778
CHEMBL3989698	2197569	2197714	CHEMBL3989843
CHEMBL4	146	146	CHEMBL4
CHEMBL40	2217	2217	CHEMBL40
CHEMBL404271	436875	436875	CHEMBL404271
CHEMBL404822	221017	221017	CHEMBL404822
CHEMBL405	543	543	CHEMBL405
CHEMBL406	619	619	CHEMBL406
CHEMBL407	635	635	CHEMBL407
CHEMBL4071215	2211126	2211126	CHEMBL4071215
CHEMBL4071327	2211238	2211238	CHEMBL4071327
CHEMBL4073796	2213707	2213707	CHEMBL4073796
CHEMBL408	666	666	CHEMBL408
CHEMBL4084119	2224030	2224030	CHEMBL4084119
CHEMBL408513	435188	435188	CHEMBL408513
CHEMBL409	717	717	CHEMBL409
CHEMBL41	2223	2223	CHEMBL41
CHEMBL4117512	2256863	NULL	NULL
CHEMBL413	923	923	CHEMBL413
CHEMBL41355	61945	61945	CHEMBL41355
CHEMBL414357	390990	390990	CHEMBL414357
CHEMBL415	996	996	CHEMBL415
CHEMBL415606	237139	237139	CHEMBL415606
CHEMBL416	1063	1063	CHEMBL416
CHEMBL416146	6706	6706	CHEMBL416146
CHEMBL417	1114	1114	CHEMBL417
CHEMBL419	1148	1148	CHEMBL419
CHEMBL419213	189204	230659	CHEMBL1237
CHEMBL422	1325	1325	CHEMBL422
CHEMBL423	1354	1354	CHEMBL423
CHEMBL424	1362	1362	CHEMBL424
CHEMBL427	1470	1470	CHEMBL427
CHEMBL427069	372657	NULL	NULL
CHEMBL427216	346895	346895	CHEMBL427216
CHEMBL427947	23721	23721	CHEMBL427947
CHEMBL429	1785	1785	CHEMBL429
CHEMBL429910	441579	441579	CHEMBL429910
CHEMBL43	2580	2580	CHEMBL43
CHEMBL430	1853	1853	CHEMBL430
CHEMBL430483	162977	162977	CHEMBL430483
CHEMBL434	1994	1994	CHEMBL434
CHEMBL434394	27569	27569	CHEMBL434394
CHEMBL43452	63100	63100	CHEMBL43452
CHEMBL435	2045	2045	CHEMBL435
CHEMBL439	2131	2131	CHEMBL439
CHEMBL440464	27418	27418	CHEMBL440464
CHEMBL442	2203	2203	CHEMBL442
CHEMBL443	2247	2247	CHEMBL443
CHEMBL443052	353270	353270	CHEMBL443052
CHEMBL44354	61682	61682	CHEMBL44354
CHEMBL445	2262	2262	CHEMBL445
CHEMBL44657	68607	68607	CHEMBL44657
CHEMBL447	2326	2326	CHEMBL447
CHEMBL448	2327	2327	CHEMBL448
CHEMBL449	2393	2393	CHEMBL449
CHEMBL45	3012	3012	CHEMBL45
CHEMBL450449	493099	493099	CHEMBL450449
CHEMBL451887	520664	520664	CHEMBL451887
CHEMBL452	2465	2465	CHEMBL452
CHEMBL452231	453046	453046	CHEMBL452231
CHEMBL454446	506444	506444	CHEMBL454446
CHEMBL455	2525	2525	CHEMBL455
CHEMBL456	2654	2654	CHEMBL456
CHEMBL457	2994	2994	CHEMBL457
CHEMBL457547	500520	500520	CHEMBL457547
CHEMBL46	3183	3183	CHEMBL46
CHEMBL460	3799	3799	CHEMBL460
CHEMBL460026	446432	446432	CHEMBL460026
CHEMBL463	4011	4011	CHEMBL463
CHEMBL465	4496	4496	CHEMBL465
CHEMBL465026	458338	458338	CHEMBL465026
CHEMBL467	4730	4730	CHEMBL467
CHEMBL468	5028	5028	CHEMBL468
CHEMBL469	5080	5080	CHEMBL469
CHEMBL471	5528	5528	CHEMBL471
CHEMBL471737	448872	448872	CHEMBL471737
CHEMBL472	5582	5582	CHEMBL472
CHEMBL473	5638	5638	CHEMBL473
CHEMBL473417	460092	460092	CHEMBL473417
CHEMBL477	5797	5797	CHEMBL477
CHEMBL477772	489525	489525	CHEMBL477772
CHEMBL479	5970	5970	CHEMBL479
CHEMBL480	5975	5975	CHEMBL480
CHEMBL483	6012	6012	CHEMBL483
CHEMBL48361	75302	75302	CHEMBL48361
CHEMBL484	6078	6078	CHEMBL484
CHEMBL485	6167	6167	CHEMBL485
CHEMBL487253	453911	453911	CHEMBL487253
CHEMBL488	6317	6317	CHEMBL488
CHEMBL49	3599	3599	CHEMBL49
CHEMBL490	6643	6643	CHEMBL490
CHEMBL491571	460466	460466	CHEMBL491571
CHEMBL494	7494	7494	CHEMBL494
CHEMBL494753	485955	485955	CHEMBL494753
CHEMBL495	8130	8130	CHEMBL495
CHEMBL496	8167	8167	CHEMBL496
CHEMBL498	8516	8516	CHEMBL498
CHEMBL499	8531	8531	CHEMBL499
CHEMBL499808	497229	497229	CHEMBL499808
CHEMBL5	147	147	CHEMBL5
CHEMBL500	8543	8543	CHEMBL500
CHEMBL501122	497230	497230	CHEMBL501122
CHEMBL501849	451744	451744	CHEMBL501849
CHEMBL502	9372	9372	CHEMBL502
CHEMBL503	9495	9495	CHEMBL503
CHEMBL504	10009	10009	CHEMBL504
CHEMBL504548	468592	468592	CHEMBL504548
CHEMBL505	10358	10358	CHEMBL505
CHEMBL506	10389	10389	CHEMBL506
CHEMBL508102	517099	517099	CHEMBL508102
CHEMBL511	10661	10661	CHEMBL511
CHEMBL512	10685	10685	CHEMBL512
CHEMBL513	10840	10840	CHEMBL513
CHEMBL514	10898	10898	CHEMBL514
CHEMBL514800	458773	458773	CHEMBL514800
CHEMBL515	11002	11002	CHEMBL515
CHEMBL516	11005	11005	CHEMBL516
CHEMBL517	11143	11143	CHEMBL517
CHEMBL518520	470800	422253	CHEMBL254316
CHEMBL520156	483972	483972	CHEMBL520156
CHEMBL521	11674	11674	CHEMBL521
CHEMBL523299	499120	661783	CHEMBL1187833
CHEMBL524004	469580	469580	CHEMBL524004
CHEMBL52440	77456	77456	CHEMBL52440
CHEMBL526	11819	11819	CHEMBL526
CHEMBL528	12105	12105	CHEMBL528
CHEMBL529	12428	12428	CHEMBL529
CHEMBL53	3854	3854	CHEMBL53
CHEMBL531	12494	12494	CHEMBL531
CHEMBL532	12506	12506	CHEMBL532
CHEMBL534	12957	12957	CHEMBL534
CHEMBL53463	78759	78759	CHEMBL53463
CHEMBL535	13048	13048	CHEMBL535
CHEMBL537	13329	13329	CHEMBL537
CHEMBL53904	80351	80351	CHEMBL53904
CHEMBL539697	561520	561520	CHEMBL539697
CHEMBL54	3859	3859	CHEMBL54
CHEMBL540851	552465	89526	CHEMBL945
CHEMBL543353	545657	691	CHEMBL6608
CHEMBL544665	543306	144940	CHEMBL314854
CHEMBL545921	537294	210977	CHEMBL129788
CHEMBL546	13756	13756	CHEMBL546
CHEMBL547	13928	13928	CHEMBL547
CHEMBL548	14125	14125	CHEMBL548
CHEMBL549	14367	14367	CHEMBL549
CHEMBL549386	561038	561038	CHEMBL549386
CHEMBL55	3965	3965	CHEMBL55
CHEMBL553	14785	14785	CHEMBL553
CHEMBL554	14805	14805	CHEMBL554
CHEMBL556	15938	15938	CHEMBL556
CHEMBL558	15958	15958	CHEMBL558
CHEMBL558598	551643	16088	CHEMBL111
CHEMBL558805	561238	561238	CHEMBL558805
CHEMBL561	16278	16278	CHEMBL561
CHEMBL562	16303	16303	CHEMBL562
CHEMBL563	16308	16308	CHEMBL563
CHEMBL566752	574519	1248825	CHEMBL1908906
CHEMBL567	16505	16505	CHEMBL567
CHEMBL568	16506	16506	CHEMBL568
CHEMBL569	16581	16581	CHEMBL569
CHEMBL57	4345	4345	CHEMBL57
CHEMBL571	16591	16591	CHEMBL571
CHEMBL572	16592	16592	CHEMBL572
CHEMBL577	16759	16759	CHEMBL577
CHEMBL577673	586185	586185	CHEMBL577673
CHEMBL58	4504	4504	CHEMBL58
CHEMBL580	16959	16959	CHEMBL580
CHEMBL58061	92706	92706	CHEMBL58061
CHEMBL581	16962	16962	CHEMBL581
CHEMBL58323	88739	88739	CHEMBL58323
CHEMBL584744	578460	578460	CHEMBL584744
CHEMBL585	17411	17411	CHEMBL585
CHEMBL589	19316	19316	CHEMBL589
CHEMBL59	4584	4584	CHEMBL59
CHEMBL592	19572	19572	CHEMBL592
CHEMBL592005	598299	437495	CHEMBL255753
CHEMBL593	19573	19573	CHEMBL593
CHEMBL594	19712	19712	CHEMBL594
CHEMBL595	19737	19737	CHEMBL595
CHEMBL596	19915	19915	CHEMBL596
CHEMBL597	20131	20131	CHEMBL597
CHEMBL6	173	173	CHEMBL6
CHEMBL600	20881	20881	CHEMBL600
CHEMBL601	20917	20917	CHEMBL601
CHEMBL601719	602271	602271	CHEMBL601719
CHEMBL602	21036	21036	CHEMBL602
CHEMBL603	21523	21523	CHEMBL603
CHEMBL606	22391	22391	CHEMBL606
CHEMBL607	22528	22528	CHEMBL607
CHEMBL609	22956	22956	CHEMBL609
CHEMBL609587	591036	591036	CHEMBL609587
CHEMBL61	4775	4775	CHEMBL61
CHEMBL611	23093	23093	CHEMBL611
CHEMBL614	23522	23522	CHEMBL614
CHEMBL615	24806	24806	CHEMBL615
CHEMBL621	26401	26401	CHEMBL621
CHEMBL622	26431	26431	CHEMBL622
CHEMBL623	26465	26465	CHEMBL623
CHEMBL625	26590	26590	CHEMBL625
CHEMBL626	26722	26722	CHEMBL626
CHEMBL628	27029	27029	CHEMBL628
CHEMBL629	27072	27072	CHEMBL629
CHEMBL631	27112	27112	CHEMBL631
CHEMBL632	27152	27152	CHEMBL632
CHEMBL634	27190	27190	CHEMBL634
CHEMBL635	27229	27229	CHEMBL635
CHEMBL637	27278	27278	CHEMBL637
CHEMBL638	27308	27308	CHEMBL638
CHEMBL639	27309	27309	CHEMBL639
CHEMBL64	4941	4941	CHEMBL64
CHEMBL640	27341	27341	CHEMBL640
CHEMBL642	27347	27347	CHEMBL642
CHEMBL643	27368	27368	CHEMBL643
CHEMBL6437	573	573	CHEMBL6437
CHEMBL644	27385	27385	CHEMBL644
CHEMBL645	27417	27417	CHEMBL645
CHEMBL646	27419	27419	CHEMBL646
CHEMBL647	27495	27495	CHEMBL647
CHEMBL648	27546	27546	CHEMBL648
CHEMBL649	27570	27570	CHEMBL649
CHEMBL650	27575	27575	CHEMBL650
CHEMBL651	27576	27576	CHEMBL651
CHEMBL654	27610	27610	CHEMBL654
CHEMBL655	27611	27611	CHEMBL655
CHEMBL656	27624	27624	CHEMBL656
CHEMBL657	27629	27629	CHEMBL657
CHEMBL658	27638	27638	CHEMBL658
CHEMBL659	27639	27639	CHEMBL659
CHEMBL660	27647	27647	CHEMBL660
CHEMBL661	27648	27648	CHEMBL661
CHEMBL6622	556	556	CHEMBL6622
CHEMBL667	27812	27812	CHEMBL667
CHEMBL668	28112	28112	CHEMBL668
CHEMBL669	28119	28119	CHEMBL669
CHEMBL671	28310	28310	CHEMBL671
CHEMBL67128	104700	104700	CHEMBL67128
CHEMBL672	28331	28331	CHEMBL672
CHEMBL676	28768	60401	CHEMBL834
CHEMBL685	29637	29637	CHEMBL685
CHEMBL686	29989	29989	CHEMBL686
CHEMBL689	30180	30180	CHEMBL689
CHEMBL692	31422	31422	CHEMBL692
CHEMBL695	31804	31804	CHEMBL695
CHEMBL696	31811	31811	CHEMBL696
CHEMBL6966	1219	1219	CHEMBL6966
CHEMBL697	31857	31857	CHEMBL697
CHEMBL698	32027	32027	CHEMBL698
CHEMBL70	6005	6005	CHEMBL70
CHEMBL701	32869	32869	CHEMBL701
CHEMBL702	33055	33055	CHEMBL702
CHEMBL703	33060	33060	CHEMBL703
CHEMBL704	33202	33202	CHEMBL704
CHEMBL70418	111390	111390	CHEMBL70418
CHEMBL705	33216	33216	CHEMBL705
CHEMBL707	33373	33373	CHEMBL707
CHEMBL709	33667	33667	CHEMBL709
CHEMBL70927	112090	112090	CHEMBL70927
CHEMBL71	6216	6216	CHEMBL71
CHEMBL710	33679	33679	CHEMBL710
CHEMBL714	34094	34094	CHEMBL714
CHEMBL716	34234	34234	CHEMBL716
CHEMBL717	34608	34608	CHEMBL717
CHEMBL719	35271	35271	CHEMBL719
CHEMBL72	6243	6243	CHEMBL72
CHEMBL720	35486	35486	CHEMBL720
CHEMBL723	36662	36662	CHEMBL723
CHEMBL726	36842	36842	CHEMBL726
CHEMBL727	36864	36864	CHEMBL727
CHEMBL728	37266	37266	CHEMBL728
CHEMBL730	37493	37493	CHEMBL730
CHEMBL734	37820	37820	CHEMBL734
CHEMBL741	38727	38727	CHEMBL741
CHEMBL7413	2216	2216	CHEMBL7413
CHEMBL742	38833	38833	CHEMBL742
CHEMBL744	38898	38898	CHEMBL744
CHEMBL746	39540	39540	CHEMBL746
CHEMBL75	6514	6514	CHEMBL75
CHEMBL750	39857	39857	CHEMBL750
CHEMBL753	41434	41434	CHEMBL753
CHEMBL757	42013	42013	CHEMBL757
CHEMBL75880	119288	119288	CHEMBL75880
CHEMBL76	6579	6579	CHEMBL76
CHEMBL761	42468	42468	CHEMBL761
CHEMBL768	43354	43354	CHEMBL768
CHEMBL771	43740	43740	CHEMBL771
CHEMBL772	43952	43952	CHEMBL772
CHEMBL773	44010	44010	CHEMBL773
CHEMBL776	44647	44647	CHEMBL776
CHEMBL778	44905	44905	CHEMBL778
CHEMBL779	44920	44920	CHEMBL779
CHEMBL780	46073	46073	CHEMBL780
CHEMBL782	46726	46726	CHEMBL782
CHEMBL786	47340	6968	CHEMBL83
CHEMBL787	47447	47447	CHEMBL787
CHEMBL788	47675	47675	CHEMBL788
CHEMBL79	6723	6723	CHEMBL79
CHEMBL790	48849	48849	CHEMBL790
CHEMBL796	49842	49842	CHEMBL796
CHEMBL799	50440	50440	CHEMBL799
CHEMBL8	241	241	CHEMBL8
CHEMBL80	6902	6902	CHEMBL80
CHEMBL806	52087	52087	CHEMBL806
CHEMBL807	52523	52523	CHEMBL807
CHEMBL808	52874	52874	CHEMBL808
CHEMBL81	6914	6914	CHEMBL81
CHEMBL810	53686	53686	CHEMBL810
CHEMBL813	54211	54211	CHEMBL813
CHEMBL815	55033	55033	CHEMBL815
CHEMBL817	56131	56131	CHEMBL817
CHEMBL818	56402	56402	CHEMBL818
CHEMBL819	56432	56432	CHEMBL819
CHEMBL820	56644	56644	CHEMBL820
CHEMBL821	56752	56752	CHEMBL821
CHEMBL830	58841	58841	CHEMBL830
CHEMBL831	59519	59519	CHEMBL831
CHEMBL833	60319	60319	CHEMBL833
CHEMBL836	61181	61181	CHEMBL836
CHEMBL839	62182	62182	CHEMBL839
CHEMBL842	62615	62615	CHEMBL842
CHEMBL844	62817	62817	CHEMBL844
CHEMBL846	63252	63252	CHEMBL846
CHEMBL848	63649	63649	CHEMBL848
CHEMBL849	64200	64200	CHEMBL849
CHEMBL85	7714	7714	CHEMBL85
CHEMBL850	65351	65351	CHEMBL850
CHEMBL852	65415	65415	CHEMBL852
CHEMBL853	65494	65494	CHEMBL853
CHEMBL856	65728	65728	CHEMBL856
CHEMBL858	65917	65917	CHEMBL858
CHEMBL86	7736	7736	CHEMBL86
CHEMBL860	66012	66012	CHEMBL860
CHEMBL861	66016	66016	CHEMBL861
CHEMBL862	66029	66029	CHEMBL862
