chembl_id	molregno	parent_molregno	parent_chembl_id	stitch_stereo
CHEMBL49	3599	3599	CHEMBL49	CID000002477
CHEMBL490	6643	6643	CHEMBL490	CID000043815
CHEMBL491571	460466	460466	CHEMBL491571	CID000073303
CHEMBL494	7494	7494	CHEMBL494	CID005311181
CHEMBL494753	485955	485955	CHEMBL494753	CID003001028
CHEMBL495	8130	8130	CHEMBL495	CID005280723
CHEMBL496	8167	8167	CHEMBL496	CID000003598
CHEMBL498	8516	8516	CHEMBL498	CID000002727
CHEMBL499	8531	8531	CHEMBL499	CID000033624
CHEMBL499808	497229	497229	CHEMBL499808	CID002826718
CHEMBL5	147	147	CHEMBL5	CID000004421
CHEMBL500	8543	8543	CHEMBL500	CID000004828
CHEMBL501122	497230	497230	CHEMBL501122	CID009852981
CHEMBL501849	451744	451744	CHEMBL501849	CID024873435
CHEMBL502	9372	9372	CHEMBL502	CID000003152
CHEMBL503	9495	9495	CHEMBL503	CID000053232
CHEMBL504	10009	10009	CHEMBL504	CID000000679
CHEMBL504548	468592	468592	CHEMBL504548	CID000163091
CHEMBL505	10358	10358	CHEMBL505	CID000002725
CHEMBL506	10389	10389	CHEMBL506	CID000004908
CHEMBL508102	517099	517099	CHEMBL508102	CID000031072
CHEMBL511	10661	10661	CHEMBL511	CID000004992
CHEMBL512	10685	10685	CHEMBL512	CID003001055
CHEMBL513	10840	10840	CHEMBL513	CID000002578
CHEMBL514	10898	10898	CHEMBL514	CID000003950
CHEMBL514800	458773	458773	CHEMBL514800	CID011561674
CHEMBL515	11002	11002	CHEMBL515	CID000002708
CHEMBL516	11005	11005	CHEMBL516	CID000002913
CHEMBL517	11143	11143	CHEMBL517	CID000003114
CHEMBL518520	470800	422253	CHEMBL254316	CID023668479
CHEMBL520156	483972	483972	CHEMBL520156	CID005280483
CHEMBL521	11674	11674	CHEMBL521	CID000003672
CHEMBL523299	499120	661783	CHEMBL1187833	CID011519069
CHEMBL524004	469580	469580	CHEMBL524004	CID000004057
CHEMBL52440	77456	77456	CHEMBL52440	CID005360696
CHEMBL526	11819	11819	CHEMBL526	CID000004943
CHEMBL528	12105	12105	CHEMBL528	CID006533629
CHEMBL529	12428	12428	CHEMBL529	CID000447043
CHEMBL53	3854	3854	CHEMBL53	CID000006005
CHEMBL531	12494	12494	CHEMBL531	CID000047811
CHEMBL532	12506	12506	CHEMBL532	CID000012560
CHEMBL534	12957	12957	CHEMBL534	CID000003827
CHEMBL53463	78759	78759	CHEMBL53463	CID000031703
CHEMBL535	13048	13048	CHEMBL535	CID005329102
CHEMBL537	13329	13329	CHEMBL537	CID000000785
CHEMBL53904	80351	80351	CHEMBL53904	CID005311507
CHEMBL539697	561520	561520	CHEMBL539697	CID009578572
CHEMBL54	3859	3859	CHEMBL54	CID000003559
CHEMBL540851	552465	89526	CHEMBL945	CID000016230
CHEMBL543353	545657	691	CHEMBL6608	CID000032874
CHEMBL544665	543306	144940	CHEMBL314854	CID000107969
CHEMBL545921	537294	210977	CHEMBL129788	CID000121749
CHEMBL546	13756	13756	CHEMBL546	CID000004631
CHEMBL547	13928	13928	CHEMBL547	CID005282379
CHEMBL548	14125	14125	CHEMBL548	CID005280360
CHEMBL549	14367	14367	CHEMBL549	CID000002771
CHEMBL549386	561038	561038	CHEMBL549386	CID000104799
CHEMBL55	3965	3965	CHEMBL55	CID000004735
CHEMBL553	14785	14785	CHEMBL553	CID000176870
CHEMBL554	14805	14805	CHEMBL554	CID000208908
CHEMBL556	15938	15938	CHEMBL556	CID000002973
CHEMBL558	15958	15958	CHEMBL558	CID000004178
CHEMBL558598	551643	16088	CHEMBL111	CID000104849
CHEMBL558805	561238	561238	CHEMBL558805	CID000006832
CHEMBL561	16278	16278	CHEMBL561	CID000003948
CHEMBL562	16303	16303	CHEMBL562	CID000441140
CHEMBL563	16308	16308	CHEMBL563	CID000003394
CHEMBL566752	574519	1248825	CHEMBL1908906	CID011501341
CHEMBL567	16505	16505	CHEMBL567	CID000004748
CHEMBL568	16506	16506	CHEMBL568	CID000004616
CHEMBL569	16581	16581	CHEMBL569	CID000004914
CHEMBL57	4345	4345	CHEMBL57	CID000004463
CHEMBL571	16591	16591	CHEMBL571	CID000003825
CHEMBL572	16592	16592	CHEMBL572	CID006604200
CHEMBL577	16759	16759	CHEMBL577	CID005462501
CHEMBL577673	586185	586185	CHEMBL577673	CID000071386
CHEMBL58	4504	4504	CHEMBL58	CID000004212
CHEMBL580	16959	16959	CHEMBL580	CID000003958
CHEMBL58061	92706	92706	CHEMBL58061	CID000358641
CHEMBL581	16962	16962	CHEMBL581	CID000062956
CHEMBL58323	88739	88739	CHEMBL58323	CID000219078
CHEMBL584744	578460	578460	CHEMBL584744	CID003002977
CHEMBL585	17411	17411	CHEMBL585	CID000005546
CHEMBL589	19316	19316	CHEMBL589	CID000005095
CHEMBL59	4584	4584	CHEMBL59	CID000000681
CHEMBL592	19572	19572	CHEMBL592	CID005359272
CHEMBL592005	598299	437495	CHEMBL255753	CID000069512
CHEMBL593	19573	19573	CHEMBL593	CID000005625
CHEMBL594	19712	19712	CHEMBL594	CID000003219
CHEMBL595	19737	19737	CHEMBL595	CID000004829
CHEMBL596	19915	19915	CHEMBL596	CID000003345
CHEMBL597	20131	20131	CHEMBL597	CID000005775
CHEMBL6	173	173	CHEMBL6	CID000003715
CHEMBL600	20881	20881	CHEMBL600	CID000012035
CHEMBL601	20917	20917	CHEMBL601	CID000000137
CHEMBL601719	602271	602271	CHEMBL601719	CID011626560
CHEMBL602	21036	21036	CHEMBL602	CID000006058
CHEMBL603	21523	21523	CHEMBL603	CID000005717
CHEMBL606	22391	22391	CHEMBL606	CID005282381
CHEMBL607	22528	22528	CHEMBL607	CID000004058
CHEMBL609	22956	22956	CHEMBL609	CID000005565
CHEMBL609587	591036	591036	CHEMBL609587	CID000004201
CHEMBL61	4775	4775	CHEMBL61	CID000010607
CHEMBL611	23093	23093	CHEMBL611	CID000005401
CHEMBL614	23522	23522	CHEMBL614	CID000001046
CHEMBL615	24806	24806	CHEMBL615	CID000006869
CHEMBL621	26401	26401	CHEMBL621	CID000005533
CHEMBL622	26431	26431	CHEMBL622	CID000003308
CHEMBL623	26465	26465	CHEMBL623	CID000004449
CHEMBL625	26590	26590	CHEMBL625	CID000005430
CHEMBL626	26722	26722	CHEMBL626	CID000047641
CHEMBL628	27029	27029	CHEMBL628	CID000004740
CHEMBL629	27072	27072	CHEMBL629	CID000002160
CHEMBL631	27112	27112	CHEMBL631	CID000004932
CHEMBL632	27152	27152	CHEMBL632	CID000009782
CHEMBL634	27190	27190	CHEMBL634	CID000051263
CHEMBL635	27229	27229	CHEMBL635	CID000005865
CHEMBL637	27278	27278	CHEMBL637	CID000005656
CHEMBL638	27308	27308	CHEMBL638	CID000071616
CHEMBL639	27309	27309	CHEMBL639	CID000002267
CHEMBL64	4941	4941	CHEMBL64	CID000003767
CHEMBL640	27341	27341	CHEMBL640	CID000004913
CHEMBL642	27347	27347	CHEMBL642	CID000001978
CHEMBL643	27368	27368	CHEMBL643	CID000004927
CHEMBL6437	573	573	CHEMBL6437	CID000004184
CHEMBL644	27385	27385	CHEMBL644	CID000005584
CHEMBL645	27417	27417	CHEMBL645	CID000002405
CHEMBL646	27419	27419	CHEMBL646	CID000005556
CHEMBL647	27495	27495	CHEMBL647	CID000002216
CHEMBL648	27546	27546	CHEMBL648	CID000006726
CHEMBL649	27570	27570	CHEMBL649	CID000039147
CHEMBL650	27575	27575	CHEMBL650	CID000006741
CHEMBL651	27576	27576	CHEMBL651	CID000004095
CHEMBL654	27610	27610	CHEMBL654	CID000004205
CHEMBL655	27611	27611	CHEMBL655	CID000004192
CHEMBL656	27624	27624	CHEMBL656	CID005284603
CHEMBL657	27629	27629	CHEMBL657	CID000003100
CHEMBL658	27638	27638	CHEMBL658	CID000041693
CHEMBL659	27639	27639	CHEMBL659	CID000009651
CHEMBL660	27647	27647	CHEMBL660	CID000002130
CHEMBL661	27648	27648	CHEMBL661	CID000002118
CHEMBL6622	556	556	CHEMBL6622	CID000006883
CHEMBL667	27812	27812	CHEMBL667	CID000000187
CHEMBL668	28112	28112	CHEMBL668	CID000004976
CHEMBL669	28119	28119	CHEMBL669	CID000002895
CHEMBL671	28310	28310	CHEMBL671	CID000005453
CHEMBL67128	104700	104700	CHEMBL67128	CID000042395
CHEMBL672	28331	28331	CHEMBL672	CID000003339
CHEMBL676	28768	60401	CHEMBL834	CID000004673
CHEMBL685	29637	29637	CHEMBL685	CID000004030
CHEMBL686	29989	29989	CHEMBL686	CID000004044
CHEMBL689	30180	30180	CHEMBL689	CID000006251
CHEMBL692	31422	31422	CHEMBL692	CID000000753
CHEMBL695	31804	31804	CHEMBL695	CID000005576
CHEMBL696	31811	31811	CHEMBL696	CID000003291
CHEMBL6966	1219	1219	CHEMBL6966	CID000002520
CHEMBL697	31857	31857	CHEMBL697	CID000006476
CHEMBL698	32027	32027	CHEMBL698	CID000005411
CHEMBL70	6005	6005	CHEMBL70	CID005288826
CHEMBL701	32869	32869	CHEMBL701	CID000002284
CHEMBL702	33055	33055	CHEMBL702	CID000043672
CHEMBL703	33060	33060	CHEMBL703	CID000005314
CHEMBL704	33202	33202	CHEMBL704	CID000004075
CHEMBL70418	111390	111390	CHEMBL70418	CID000002789
CHEMBL705	33216	33216	CHEMBL705	CID000449171
CHEMBL707	33373	33373	CHEMBL707	CID000003157
CHEMBL709	33667	33667	CHEMBL709	CID000002092
CHEMBL70927	112090	112090	CHEMBL70927	CID000002972
CHEMBL71	6216	6216	CHEMBL71	CID000002726
CHEMBL710	33679	33679	CHEMBL710	CID000057363
CHEMBL714	34094	34094	CHEMBL714	CID000002083
CHEMBL716	34234	34234	CHEMBL716	CID000005002
CHEMBL717	34608	34608	CHEMBL717	CID000006279
CHEMBL719	35271	35271	CHEMBL719	CID000446596
CHEMBL72	6243	6243	CHEMBL72	CID000002995
CHEMBL720	35486	35486	CHEMBL720	CID000000244
CHEMBL723	36662	36662	CHEMBL723	CID000002585
CHEMBL726	36842	36842	CHEMBL726	CID000003372
CHEMBL727	36864	36864	CHEMBL727	CID002723601
CHEMBL728	37266	37266	CHEMBL728	CID000004917
CHEMBL730	37493	37493	CHEMBL730	CID000004510
CHEMBL734	37820	37820	CHEMBL734	CID000001990
CHEMBL741	38727	38727	CHEMBL741	CID000003878
CHEMBL7413	2216	2216	CHEMBL7413	CID000009034
CHEMBL742	38833	38833	CHEMBL742	CID000003821
CHEMBL744	38898	38898	CHEMBL744	CID000005070
CHEMBL746	39540	39540	CHEMBL746	CID000050294
CHEMBL75	6514	6514	CHEMBL75	CID000456201
CHEMBL750	39857	39857	CHEMBL750	CID000005734
CHEMBL753	41434	41434	CHEMBL753	CID000004768
CHEMBL757	42013	42013	CHEMBL757	CID000009904
CHEMBL75880	119288	119288	CHEMBL75880	CID000004746
CHEMBL76	6579	6579	CHEMBL76	CID000002719
CHEMBL761	42468	42468	CHEMBL761	CID000004436
CHEMBL768	43354	43354	CHEMBL768	CID000059768
CHEMBL771	43740	43740	CHEMBL771	CID000006234
CHEMBL772	43952	43952	CHEMBL772	CID000005770
CHEMBL773	44010	44010	CHEMBL773	CID000000750
CHEMBL776	44647	44647	CHEMBL776	CID000004086
CHEMBL778	44905	44905	CHEMBL778	CID005311068
CHEMBL779	44920	44920	CHEMBL779	CID000110635
CHEMBL780	46073	46073	CHEMBL780	CID000003053
CHEMBL782	46726	46726	CHEMBL782	CID000005505
CHEMBL786	47340	6968	CHEMBL83	CID002733525
CHEMBL787	47447	47447	CHEMBL787	CID005281040
CHEMBL788	47675	47675	CHEMBL788	CID000005905
CHEMBL79	6723	6723	CHEMBL79	CID000003676
CHEMBL790	48849	48849	CHEMBL790	CID009552079
CHEMBL796	49842	49842	CHEMBL796	CID000004158
CHEMBL799	50440	50440	CHEMBL799	CID000002754
CHEMBL8	241	241	CHEMBL8	CID000002764
CHEMBL80	6902	6902	CHEMBL80	CID005284596
CHEMBL806	52087	52087	CHEMBL806	CID000003397
CHEMBL807	52523	52523	CHEMBL807	CID000004054
CHEMBL808	52874	52874	CHEMBL808	CID000003198
CHEMBL81	6914	6914	CHEMBL81	CID000005035
CHEMBL810	53686	53686	CHEMBL810	CID000005394
CHEMBL813	54211	54211	CHEMBL813	CID005281037
CHEMBL815	55033	55033	CHEMBL815	CID005280363
CHEMBL817	56131	56131	CHEMBL817	CID000005503
CHEMBL818	56402	56402	CHEMBL818	CID000060860
CHEMBL819	56432	56432	CHEMBL819	CID000006196
CHEMBL820	56644	56644	CHEMBL820	CID000002478
CHEMBL821	56752	56752	CHEMBL821	CID000003520
CHEMBL830	58841	58841	CHEMBL830	CID000003009
CHEMBL831	59519	59519	CHEMBL831	CID000003964
CHEMBL833	60319	60319	CHEMBL833	CID000005472
CHEMBL836	61181	61181	CHEMBL836	CID000129211
CHEMBL839	62182	62182	CHEMBL839	CID000002583
CHEMBL842	62615	62615	CHEMBL842	CID000002720
CHEMBL844	62817	62817	CHEMBL844	CID000002435
CHEMBL846	63252	63252	CHEMBL846	CID005280453
CHEMBL848	63649	63649	CHEMBL848	CID000216326
CHEMBL849	64200	64200	CHEMBL849	CID000005564
CHEMBL85	7714	7714	CHEMBL85	CID000005073
CHEMBL850	65351	65351	CHEMBL850	CID000060464
CHEMBL852	65415	65415	CHEMBL852	CID000460612
CHEMBL853	65494	65494	CHEMBL853	CID000024066
CHEMBL856	65728	65728	CHEMBL856	CID000004909
CHEMBL858	65917	65917	CHEMBL858	CID000006049
CHEMBL86	7736	7736	CHEMBL86	CID000004168
CHEMBL860	66012	66012	CHEMBL860	CID000667477
CHEMBL861	66016	66016	CHEMBL861	CID000004060
CHEMBL862	66029	66029	CHEMBL862	CID000003519
CHEMBL86304	139099	139099	CHEMBL86304	CID000004235
CHEMBL864	66273	66273	CHEMBL864	CID000002564
CHEMBL865	67010	67010	CHEMBL865	CID000119607
CHEMBL866	68396	68396	CHEMBL866	CID000446541
CHEMBL870	70674	70674	CHEMBL870	CID000002088
CHEMBL871	70675	70675	CHEMBL871	CID000003305
CHEMBL878	73548	73548	CHEMBL878	CID000004170
CHEMBL87992	139940	139940	CHEMBL87992	CID000179344
CHEMBL88	8417	8417	CHEMBL88	CID000002907
CHEMBL880	74284	74284	CHEMBL880	CID000003324
CHEMBL885	74911	74911	CHEMBL885	CID000060877
CHEMBL893	77085	77085	CHEMBL893	CID000018381
CHEMBL894	77128	77128	CHEMBL894	CID000000444
CHEMBL895	77207	77207	CHEMBL895	CID005311304
CHEMBL89598	141484	141484	CHEMBL89598	CID000005665
CHEMBL896	77459	77459	CHEMBL896	CID000003658
CHEMBL897	77474	77474	CHEMBL897	CID000004911
CHEMBL898	77652	77652	CHEMBL898	CID000003059
CHEMBL9	246	246	CHEMBL9	CID000004539
CHEMBL90	8910	8910	CHEMBL90	CID000000774
CHEMBL900	77779	77779	CHEMBL900	CID000004601
CHEMBL902	78303	78303	CHEMBL902	CID005702160
CHEMBL904	78902	57397	CHEMBL827	CID000154100
CHEMBL905	79047	79047	CHEMBL905	CID000005078
CHEMBL90555	142808	142808	CHEMBL90555	CID000005978
CHEMBL91	8917	8917	CHEMBL91	CID000004189
CHEMBL911	80965	80965	CHEMBL911	CID000005732
CHEMBL914	81683	81683	CHEMBL914	CID000003348
CHEMBL917	82983	82983	CHEMBL917	CID000005790
CHEMBL919	83044	675287	CHEMBL1201336	CID000056338
CHEMBL922	83515	83515	CHEMBL922	CID000060871
CHEMBL923	83772	83772	CHEMBL923	CID000005245
CHEMBL924	83838	83838	CHEMBL924	CID000068740
CHEMBL926	84505	84505	CHEMBL926	CID000036811
CHEMBL927	84624	84624	CHEMBL927	CID006915944
CHEMBL928	84644	675239	CHEMBL1201288	CID006604100
CHEMBL93	9217	9217	CHEMBL93	CID000060490
CHEMBL930	85305	85305	CHEMBL930	CID000005961
CHEMBL932	86042	86042	CHEMBL932	CID000003108
CHEMBL934	86284	86284	CHEMBL934	CID000004174
CHEMBL939	88232	88232	CHEMBL939	CID000123631
CHEMBL94	9277	9277	CHEMBL94	CID000005983
CHEMBL940	88316	88316	CHEMBL940	CID000003446
CHEMBL941	88797	88797	CHEMBL941	CID000005291
CHEMBL942	88841	88841	CHEMBL942	CID000002391
CHEMBL953	92412	92412	CHEMBL953	CID005281081
CHEMBL956	93117	93117	CHEMBL956	CID000005359
CHEMBL957	93617	93617	CHEMBL957	CID000104865
CHEMBL959	93858	93858	CHEMBL959	CID000005071
CHEMBL96	10909	10909	CHEMBL96	CID000000119
CHEMBL960	93895	93895	CHEMBL960	CID000003899
CHEMBL963	94484	94484	CHEMBL963	CID005284604
CHEMBL964	94571	94571	CHEMBL964	CID000003117
CHEMBL965	94790	94790	CHEMBL965	CID000002551
CHEMBL967	95909	95909	CHEMBL967	CID000005391
CHEMBL968	95929	95929	CHEMBL968	CID000003393
CHEMBL972	96021	96021	CHEMBL972	CID000026757
CHEMBL973	96107	96107	CHEMBL973	CID054684141
CHEMBL9751	6244	6244	CHEMBL9751	CID000003661
CHEMBL976	99024	99024	CHEMBL976	CID000004891
CHEMBL978	99320	99320	CHEMBL978	CID000001993
CHEMBL979	99389	99389	CHEMBL979	CID000004064
CHEMBL98	11305	11305	CHEMBL98	CID000005311
CHEMBL980	100157	100157	CHEMBL980	CID000003516
CHEMBL981	100310	100310	CHEMBL981	CID000064929
CHEMBL982	100696	100696	CHEMBL982	CID005284594
CHEMBL986	104574	104574	CHEMBL986	CID000445354
CHEMBL989	105252	105252	CHEMBL989	CID000006215
CHEMBL990	105442	105442	CHEMBL990	CID000002484
CHEMBL991	107119	107119	CHEMBL991	CID000018283
CHEMBL996	109807	109807	CHEMBL996	CID000441199
CHEMBL997	110435	110435	CHEMBL997	CID000060852
CHEMBL998	110803	110803	CHEMBL998	CID000003957
