chembl_id	molregno	parent_molregno	parent_chembl_id	stitch_stereo
CHEMBL1472	400344	400344	CHEMBL1472	CID000638678
CHEMBL1473	401141	401141	CHEMBL1473	CID000444036
CHEMBL1477	403465	403465	CHEMBL1477	CID000446156
CHEMBL1479	405364	405364	CHEMBL1479	CID000028417
CHEMBL1480	405365	405365	CHEMBL1480	CID000003333
CHEMBL1482	406520	406520	CHEMBL1482	CID000002370
CHEMBL1483	406787	406787	CHEMBL1483	CID000002082
CHEMBL1485	411450	411450	CHEMBL1485	CID000006322
CHEMBL1489	418401	418401	CHEMBL1489	CID000009444
CHEMBL1490	418411	418411	CHEMBL1490	CID000005572
CHEMBL1491	418414	418414	CHEMBL1491	CID000002162
CHEMBL149223	248357	248357	CHEMBL149223	CID000003476
CHEMBL1493	418484	418484	CHEMBL1493	CID000003354
CHEMBL1496	418845	418845	CHEMBL1496	CID000446157
CHEMBL1497	419410	419410	CHEMBL1497	CID000016533
CHEMBL1499	419463	419463	CHEMBL1499	CID000222786
CHEMBL1501	419542	419542	CHEMBL1501	CID000009642
CHEMBL1502	419598	419598	CHEMBL1502	CID000004679
CHEMBL1503	419601	419601	CHEMBL1503	CID000004594
CHEMBL1504	419622	419622	CHEMBL1504	CID000006436
CHEMBL1505	420985	420985	CHEMBL1505	CID000123606
CHEMBL1508	421007	421007	CHEMBL1508	CID000146570
CHEMBL1510	421034	421034	CHEMBL1510	CID000077993
CHEMBL1511	421038	421038	CHEMBL1511	CID000013791
CHEMBL1512	421058	421058	CHEMBL1512	CID000082153
CHEMBL1513	421066	421066	CHEMBL1513	CID000003749
CHEMBL1515	421089	421089	CHEMBL1515	CID001349907
CHEMBL1516	421145	421145	CHEMBL1516	CID000158781
CHEMBL1518	421208	421208	CHEMBL1518	CID000657298
CHEMBL1519	421317	421317	CHEMBL1519	CID005484727
CHEMBL152	48701	48701	CHEMBL152	CID000060613
CHEMBL1521	421332	421332	CHEMBL1521	CID000005719
CHEMBL1522	421334	421334	CHEMBL1522	CID000969472
CHEMBL1525	421902	421902	CHEMBL1525	CID000040326
CHEMBL1531	428747	428747	CHEMBL1531	CID006917715
CHEMBL1533	429174	429174	CHEMBL1533	CID000040973
CHEMBL1535	429737	429737	CHEMBL1535	CID000003652
CHEMBL1536	430124	430124	CHEMBL1536	CID005280793
CHEMBL1538	430522	430522	CHEMBL1538	CID005481350
CHEMBL154	51056	51056	CHEMBL154	CID000156391
CHEMBL1541	430642	430642	CHEMBL1541	CID005362065
CHEMBL154111	255532	255532	CHEMBL154111	CID000005161
CHEMBL1542	431141	431141	CHEMBL1542	CID000002265
CHEMBL1544	433015	433015	CHEMBL1544	CID000005920
CHEMBL1547	437211	437211	CHEMBL1547	CID000001130
CHEMBL1551	442013	442013	CHEMBL1551	CID000031401
CHEMBL1555813	979697	979697	CHEMBL1555813	CID000002610
CHEMBL1560	444750	444750	CHEMBL1560	CID000044093
CHEMBL1561	445681	445681	CHEMBL1561	CID000441314
CHEMBL1568	452533	452533	CHEMBL1568	CID000657237
CHEMBL1571	453121	453121	CHEMBL1571	CID000013769
CHEMBL157138	263558	263558	CHEMBL157138	CID000028864
CHEMBL1574	453532	453532	CHEMBL1574	CID000004771
CHEMBL1575	453536	453536	CHEMBL1575	CID000259331
CHEMBL1577	453564	453564	CHEMBL1577	CID000004121
CHEMBL158	61680	61680	CHEMBL158	CID005742832
CHEMBL1580	453578	453578	CHEMBL1580	CID000439693
CHEMBL1581	453579	453579	CHEMBL1581	CID000107807
CHEMBL1586	453828	453828	CHEMBL1586	CID000020469
CHEMBL1587	453832	453832	CHEMBL1587	CID000004870
CHEMBL159	71516	71516	CHEMBL159	CID000013342
CHEMBL1590	454076	454076	CHEMBL1590	CID000007028
CHEMBL1591707	1015591	3730	CHEMBL459	CID000038852
CHEMBL1595	454306	454306	CHEMBL1595	CID005284543
CHEMBL1597	454382	454382	CHEMBL1597	CID000003080
CHEMBL16	921	921	CHEMBL16	CID000001775
CHEMBL1603	454518	454518	CHEMBL1603	CID000029327
CHEMBL1605443	1029327	1029327	CHEMBL1605443	CID000054158
CHEMBL1607	456266	7501	CHEMBL84	CID000060699
CHEMBL161	83724	83724	CHEMBL161	CID005479530
CHEMBL1615374	1038357	312971	CHEMBL439849	CID006918313
CHEMBL1615433	1038384	1038384	CHEMBL1615433	CID000003746
CHEMBL1615775	1038726	1038726	CHEMBL1615775	CID000027304
CHEMBL1615777	1038728	56402	CHEMBL818	CID000135326
CHEMBL1615783	1038734	1038734	CHEMBL1615783	CID000004695
CHEMBL1615784	1038735	1038735	CHEMBL1615784	CID000004274
CHEMBL1616045	1038996	1038996	CHEMBL1616045	CID000007012
CHEMBL1617	466768	466768	CHEMBL1617	CID006436173
CHEMBL1619	467361	467361	CHEMBL1619	CID000020279
CHEMBL1621	468656	468656	CHEMBL1621	CID000115237
CHEMBL1622	469217	469217	CHEMBL1622	CID000006037
CHEMBL1622855	1045806	1045806	CHEMBL1622855	CID000003364
CHEMBL1623	469632	469632	CHEMBL1623	CID000004034
CHEMBL1624	469690	469690	CHEMBL1624	CID000005819
CHEMBL1625467	1048418	1048418	CHEMBL1625467	CID000004756
CHEMBL1626223	1049174	1049174	CHEMBL1626223	CID000708857
CHEMBL1628227	1051118	1051118	CHEMBL1628227	CID000003158
CHEMBL163	88100	88100	CHEMBL163	CID000392622
CHEMBL1637	480382	75901	CHEMBL888	CID000060749
CHEMBL1639	480746	480746	CHEMBL1639	CID005493444
CHEMBL1643	485738	485738	CHEMBL1643	CID000037542
CHEMBL1644695	1059668	1059668	CHEMBL1644695	CID000005238
CHEMBL1648	486789	486789	CHEMBL1648	CID000003784
CHEMBL1657	495572	495572	CHEMBL1657	CID000005381
CHEMBL1663	498105	498105	CHEMBL1663	CID000006432
CHEMBL1668	503213	503213	CHEMBL1668	CID005280954
CHEMBL1670	504310	504310	CHEMBL1670	CID000004211
CHEMBL1672	506443	506443	CHEMBL1672	CID006335986
CHEMBL1676	508532	508532	CHEMBL1676	CID009854489
CHEMBL167731	280181	280181	CHEMBL167731	CID000134019
CHEMBL1682	513323	513323	CHEMBL1682	CID000005780
CHEMBL16829	18167	18167	CHEMBL16829	CID000009793
CHEMBL1683	515027	515027	CHEMBL1683	CID000026133
CHEMBL1684	515239	515239	CHEMBL1684	CID000002315
CHEMBL1688530	1076140	1076140	CHEMBL1688530	CID016136912
CHEMBL1694	544432	61706	CHEMBL838	CID005362123
CHEMBL1697742	1078506	1078506	CHEMBL1697742	CID005460037
CHEMBL17	1085	1085	CHEMBL17	CID000003038
CHEMBL1702	547576	27342	CHEMBL641	CID000054840
CHEMBL1709	549372	53616	CHEMBL809	CID000063009
CHEMBL1717878	1098609	1098609	CHEMBL1717878	CID000005771
CHEMBL172	303542	303542	CHEMBL172	CID000040692
CHEMBL1725	554800	554800	CHEMBL1725	CID000003736
CHEMBL1726	554892	554892	CHEMBL1726	CID000004499
CHEMBL1727	555972	555972	CHEMBL1727	CID000027447
CHEMBL1730	558106	558106	CHEMBL1730	CID005742673
CHEMBL1730764	1111495	1111495	CHEMBL1730764	CID016213095
CHEMBL1732	558566	558566	CHEMBL1732	CID000010531
CHEMBL1733	561889	561889	CHEMBL1733	CID000107994
CHEMBL1738	567195	567195	CHEMBL1738	CID000071384
CHEMBL174	305519	305519	CHEMBL174	CID000006249
CHEMBL1741	570147	570147	CHEMBL1741	CID000084029
CHEMBL1744	574499	574499	CHEMBL1744	CID000012460
CHEMBL1747	577488	577488	CHEMBL1747	CID000036294
CHEMBL1750	581569	581569	CHEMBL1750	CID000119182
CHEMBL1751	581814	581814	CHEMBL1751	CID002724385
CHEMBL1752	581819	581819	CHEMBL1752	CID000003182
CHEMBL175247	293438	293438	CHEMBL175247	CID003034010
CHEMBL1754	581848	581848	CHEMBL1754	CID000003156
CHEMBL1755	581850	581850	CHEMBL1755	CID000151171
CHEMBL1756	581858	581858	CHEMBL1756	CID000259329
CHEMBL17564	62687	62687	CHEMBL17564	CID000000297
CHEMBL175691	296388	296388	CHEMBL175691	CID006451164
CHEMBL1760	583322	583322	CHEMBL1760	CID000005403
CHEMBL1763	583522	583522	CHEMBL1763	CID000003647
CHEMBL1766	591037	591037	CHEMBL1766	CID005311067
CHEMBL177	333157	333157	CHEMBL177	CID000037768
CHEMBL1771	598402	598402	CHEMBL1771	CID000060606
CHEMBL1773	598447	598447	CHEMBL1773	CID000060953
CHEMBL1774461	1145509	1248838	CHEMBL1908919	CID024822371
CHEMBL1778420	1146882	1146882	CHEMBL1778420	CID000003848
CHEMBL178	336913	336913	CHEMBL178	CID000030323
CHEMBL1796998	1160053	1160053	CHEMBL1796998	CID000017358
CHEMBL180101	302799	302799	CHEMBL180101	CID000065856
CHEMBL180570	302314	302314	CHEMBL180570	CID000016124
CHEMBL181	364859	364859	CHEMBL181	CID000003019
CHEMBL184412	308422	308422	CHEMBL184412	CID000208898
CHEMBL184618	312304	312304	CHEMBL184618	CID000008378
CHEMBL185	368538	368538	CHEMBL185	CID000003385
CHEMBL186	372385	372385	CHEMBL186	CID005479537
CHEMBL186069	311510	311510	CHEMBL186069	CID000064780
CHEMBL186314	311503	311503	CHEMBL186314	CID000010340
CHEMBL1863513	1204084	1204084	CHEMBL1863513	CID006918670
CHEMBL1868381	1208952	1208952	CHEMBL1868381	CID006714010
CHEMBL1873475	1214046	1214046	CHEMBL1873475	CID024821094
CHEMBL1886787	1227358	1227358	CHEMBL1886787	CID006708482
CHEMBL1889140	1229711	618203	CHEMBL1077896	CID000175804
CHEMBL189	380567	380567	CHEMBL189	CID000004197
CHEMBL190	381693	381693	CHEMBL190	CID000002153
CHEMBL19019	21459	21459	CHEMBL19019	CID005360515
CHEMBL1908335	1248706	1248706	CHEMBL1908335	CID009898619
CHEMBL1908360	1248731	1248731	CHEMBL1908360	CID006442177
CHEMBL1908919	1248838	1248838	CHEMBL1908919	CID057396865
CHEMBL1909298	1249064	1249092	CHEMBL1909324	CID000040703
CHEMBL191	408842	408842	CHEMBL191	CID000003961
CHEMBL191083	316765	316765	CHEMBL191083	CID000004139
CHEMBL19224	21716	21716	CHEMBL19224	CID000004680
CHEMBL19236	21698	21698	CHEMBL19236	CID000004810
CHEMBL193	419596	419596	CHEMBL193	CID000004485
CHEMBL193240	321696	321696	CHEMBL193240	CID000449193
CHEMBL193482	328137	328137	CHEMBL193482	CID000005756
CHEMBL19429	308052	308052	CHEMBL19429	CID000000312
CHEMBL1946170	1277553	1277553	CHEMBL1946170	CID011167602
CHEMBL1963681	1285392	1285392	CHEMBL1963681	CID009869929
CHEMBL1963683	1285394	1285394	CHEMBL1963683	CID009868491
CHEMBL1981292	1302583	1302583	CHEMBL1981292	CID000036523
CHEMBL1983350	1304641	1304641	CHEMBL1983350	CID005311454
CHEMBL198362	328601	328601	CHEMBL198362	CID009875401
CHEMBL2	97	97	CHEMBL2	CID000004893
CHEMBL20	1125	1125	CHEMBL20	CID000001986
CHEMBL2000504	1321795	327278	CHEMBL262746	CID000383413
CHEMBL2010601	1331852	1331852	CHEMBL2010601	CID016220172
CHEMBL2021422	1336997	675717	CHEMBL1201766	CID003038497
CHEMBL20225	25161	25161	CHEMBL20225	CID000041744
CHEMBL2028663	1340894	1340894	CHEMBL2028663	CID044462760
CHEMBL2028852	1341084	1341082	CHEMBL2028850	CID006918172
CHEMBL2040681	1347272	1347272	CHEMBL2040681	CID017754356
CHEMBL2040682	1347273	1347273	CHEMBL2040682	CID006918155
CHEMBL2042122	1348550	577065	CHEMBL579205	CID015950376
CHEMBL204656	340684	340684	CHEMBL204656	CID005277135
CHEMBL2048484	1351917	1351917	CHEMBL2048484	CID024812758
CHEMBL2051955	1352913	1352913	CHEMBL2051955	CID003033825
CHEMBL205596	343964	343964	CHEMBL205596	CID000221493
CHEMBL2092846	1368035	1368035	CHEMBL2092846	CID000026934
CHEMBL2095208	1369604	1369604	CHEMBL2095208	CID025151504
CHEMBL2095212	1369608	1369608	CHEMBL2095212	CID009865528
CHEMBL2096650	1369659	682593	CHEMBL1208642	CID000061475
CHEMBL21	1159	1159	CHEMBL21	CID000005333
CHEMBL2103749	1376019	1376019	CHEMBL2103749	CID016129704
CHEMBL2103774	1376044	1376044	CHEMBL2103774	CID000444008
CHEMBL2103784	1376054	1376054	CHEMBL2103784	CID016133802
CHEMBL2103822	1376092	1376092	CHEMBL2103822	CID010220503
CHEMBL2103827	1376097	1376097	CHEMBL2103827	CID000092974
CHEMBL2103837	1376107	1376107	CHEMBL2103837	CID011001318
CHEMBL2103846	1376116	1376116	CHEMBL2103846	CID013559281
CHEMBL2103873	1376143	1376143	CHEMBL2103873	CID016004692
CHEMBL2103875	1376145	1376145	CHEMBL2103875	CID011707110
CHEMBL2103877	1376147	1376147	CHEMBL2103877	CID000489181
CHEMBL2103936	1376206	372438	CHEMBL222559	CID000163296
CHEMBL2104535	1376805	1383073	CHEMBL2110633	CID070695640
CHEMBL2104987	1377257	1377257	CHEMBL2104987	CID070683012
CHEMBL2104993	1377263	1377263	CHEMBL2104993	CID009966051
CHEMBL2105395	1377665	1377665	CHEMBL2105395	CID003036505
CHEMBL2105689	1377959	1377959	CHEMBL2105689	CID003003141
CHEMBL2105717	1377987	1377987	CHEMBL2105717	CID025102847
CHEMBL2105732	1378002	164035	CHEMBL99946	CID006917778
CHEMBL2105745	1378015	1378015	CHEMBL2105745	CID010482134
CHEMBL2105765	1378035	1378035	CHEMBL2105765	CID070683024
CHEMBL2105897	1378167	1378167	CHEMBL2105897	CID000024414
CHEMBL2106198	1378468	1383264	CHEMBL2110824	CID000050224
CHEMBL2106615	1378885	65648	CHEMBL46740	CID000154256
CHEMBL2107067	1379337	1379337	CHEMBL2107067	CID000065157
CHEMBL2107383	1379653	1383552	CHEMBL2111112	CID009930048
CHEMBL2107386	1379656	486977	CHEMBL493982	CID010077129
CHEMBL2107830	1380100	1380100	CHEMBL2107830	CID011949646
CHEMBL2107834	1380104	1380104	CHEMBL2107834	CID011304743
CHEMBL2110588	1383028	1383028	CHEMBL2110588	CID023652731
CHEMBL2111100	1383540	1383540	CHEMBL2111100	CID011672602
CHEMBL211456	351701	351701	CHEMBL211456	CID000009294
CHEMBL2115116	1387067	1387067	CHEMBL2115116	CID000062965
CHEMBL2133738	1405689	1405689	CHEMBL2133738	CID000047725
CHEMBL2135460	1407411	1407411	CHEMBL2135460	CID000072081
CHEMBL2146088	1418039	255947	CHEMBL170	CID000091429
CHEMBL2146133	1418084	675271	CHEMBL1201320	CID009568613
CHEMBL21731	27713	27713	CHEMBL21731	CID000004011
CHEMBL218394	360720	360720	CHEMBL218394	CID010324367
CHEMBL218490	366274	366274	CHEMBL218490	CID005284549
CHEMBL218650	365195	365195	CHEMBL218650	CID006480466
CHEMBL219916	364745	364745	CHEMBL219916	CID000003151
CHEMBL22	1216	1216	CHEMBL22	CID000005578
CHEMBL220491	366278	366278	CHEMBL220491	CID000068844
CHEMBL220492	366279	366279	CHEMBL220492	CID005284627
CHEMBL22097	27028	27028	CHEMBL22097	CID000013314
CHEMBL2218896	1449169	1449169	CHEMBL2218896	CID000039860
CHEMBL221959	367860	367860	CHEMBL221959	CID009926791
CHEMBL222334	372449	372449	CHEMBL222334	CID000074989
CHEMBL222645	371745	371745	CHEMBL222645	CID000021319
CHEMBL222813	373806	373806	CHEMBL222813	CID000060855
CHEMBL223228	374719	374719	CHEMBL223228	CID000064139
CHEMBL228792	385066	385066	CHEMBL228792	CID000003830
CHEMBL23	1278	1278	CHEMBL23	CID000039186
CHEMBL2311028	1510459	20346	CHEMBL18442	CID000065014
CHEMBL231779	397524	397524	CHEMBL231779	CID010182969
CHEMBL231813	394996	394996	CHEMBL231813	CID003010818
CHEMBL2361409	1538598	176206	CHEMBL108947	CID005282425
CHEMBL2361425	1538614	561914	CHEMBL1734	CID000154058
CHEMBL23731	29025	29025	CHEMBL23731	CID000036339
CHEMBL237500	399873	399873	CHEMBL237500	CID010096344
CHEMBL24	1279	1279	CHEMBL24	CID000002249
CHEMBL240597	404691	404691	CHEMBL240597	CID000010133
CHEMBL243712	389011	389011	CHEMBL243712	CID000002159
CHEMBL24441	32459	32459	CHEMBL24441	CID000002366
CHEMBL2449003	1591028	1591028	CHEMBL2449003	CID000154417
CHEMBL24778	33307	33307	CHEMBL24778	CID005312125
CHEMBL24828	33576	33576	CHEMBL24828	CID003081361
CHEMBL25	1280	1280	CHEMBL25	CID000002244
CHEMBL250270	418487	418487	CHEMBL250270	CID000065866
CHEMBL251940	418410	418410	CHEMBL251940	CID000004747
CHEMBL253376	418419	418419	CHEMBL253376	CID000002442
CHEMBL254328	422175	422175	CHEMBL254328	CID000132971
CHEMBL25539	33410	33410	CHEMBL25539	CID000003279
CHEMBL255863	426660	426660	CHEMBL255863	CID000644241
CHEMBL262777	70140	70140	CHEMBL262777	CID000014969
CHEMBL264241	84251	84251	CHEMBL264241	CID000166548
CHEMBL264374	57488	57488	CHEMBL264374	CID000039042
CHEMBL264448	68820	68820	CHEMBL264448	CID000027991
CHEMBL266347	2133	2133	CHEMBL266347	CID000004454
CHEMBL266481	40542	40542	CHEMBL266481	CID016132283
CHEMBL267345	8873	8873	CHEMBL267345	CID005280965
CHEMBL267936	880	880	CHEMBL267936	CID000004032
CHEMBL269732	924	924	CHEMBL269732	CID000445643
CHEMBL27	1370	1370	CHEMBL27	CID000004946
CHEMBL275528	5666	5666	CHEMBL275528	CID000006468
CHEMBL276568	21681	21681	CHEMBL276568	CID005281006
CHEMBL276711	12911	12911	CHEMBL276711	CID005329098
CHEMBL276832	8788	8788	CHEMBL276832	CID000003637
CHEMBL277062	16960	16960	CHEMBL277062	CID000002441
CHEMBL27710	35817	35817	CHEMBL27710	CID000466146
CHEMBL278020	14126	14126	CHEMBL278020	CID000004456
CHEMBL27810	36502	36502	CHEMBL27810	CID000002663
CHEMBL278172	16735	16735	CHEMBL278172	CID000002337
CHEMBL282042	24418	17169	CHEMBL114	CID000060934
CHEMBL282121	38293	38293	CHEMBL282121	CID000004031
CHEMBL282724	23417	23417	CHEMBL282724	CID000216235
CHEMBL284348	31289	31289	CHEMBL284348	CID000001727
CHEMBL284906	37980	37980	CHEMBL284906	CID000047528
CHEMBL285674	49847	49847	CHEMBL285674	CID000003261
CHEMBL288441	62111	62111	CHEMBL288441	CID005328940
CHEMBL289469	54547	54547	CHEMBL289469	CID000003510
CHEMBL29	1615	1615	CHEMBL29	CID000005904
CHEMBL292500	102001	102001	CHEMBL292500	CID000005526
CHEMBL294199	91783	91783	CHEMBL294199	CID001548943
CHEMBL294951	65404	65404	CHEMBL294951	CID000027400
CHEMBL296306	76538	76538	CHEMBL296306	CID000011333
CHEMBL3	115	115	CHEMBL3	CID000089594
CHEMBL30	1620	1620	CHEMBL30	CID000002756
CHEMBL300052	77365	77365	CHEMBL300052	CID000002349
CHEMBL300460	75453	75453	CHEMBL300460	CID003032583
CHEMBL302753	105299	105299	CHEMBL302753	CID000197712
CHEMBL3039582	1592393	1592393	CHEMBL3039582	CID071306891
CHEMBL308954	113138	113138	CHEMBL308954	CID000193962
CHEMBL31	1712	1712	CHEMBL31	CID000005379
CHEMBL3137696	1627029	1627029	CHEMBL3137696	CID006437075
CHEMBL313833	131607	131607	CHEMBL313833	CID000005530
CHEMBL3140361	1629652	67617	CHEMBL44884	CID000014051
CHEMBL3143955	1633246	88815	CHEMBL301265	CID000119569
CHEMBL315985	139782	139782	CHEMBL315985	CID009881504
CHEMBL317052	162546	162546	CHEMBL317052	CID000219024
CHEMBL3182097	1671388	1615	CHEMBL29	CID000015232
CHEMBL3183117	1672408	1672408	CHEMBL3183117	CID000185457
CHEMBL3184512	1673803	1673803	CHEMBL3184512	CID000443385
CHEMBL3187096	1676387	27251	CHEMBL636	CID000077990
CHEMBL3187455	1676746	12608	CHEMBL533	CID000060752
CHEMBL3188153	1677444	1677444	CHEMBL3188153	CID000002462
CHEMBL3189072	1678363	82721	CHEMBL916	CID000060946
CHEMBL325041	187372	187372	CHEMBL325041	CID000387447
CHEMBL32573	42552	42552	CHEMBL32573	CID000005524
CHEMBL3277938	1755995	38432	CHEMBL30044	CID000011973
CHEMBL328190	162444	162444	CHEMBL328190	CID000216416
CHEMBL329592	150675	150675	CHEMBL329592	CID000003467
CHEMBL33	1795	1795	CHEMBL33	CID000149096
CHEMBL3306578	1768549	1768549	CHEMBL3306578	CID000055891
CHEMBL3348868	1797479	1797479	CHEMBL3348868	CID000444006
CHEMBL33986	45838	45838	CHEMBL33986	CID005361092
CHEMBL34259	49931	49931	CHEMBL34259	CID000126941
CHEMBL343448	246935	246935	CHEMBL343448	CID005352062
CHEMBL344159	227437	227437	CHEMBL344159	CID000216237
CHEMBL345714	255548	255548	CHEMBL345714	CID005310993
CHEMBL35	2046	2046	CHEMBL35	CID000003440
CHEMBL3527027	1924730	301194	CHEMBL360328	CID011658859
CHEMBL3544971	1926820	23199	CHEMBL612	CID000005825
CHEMBL3545252	1927101	9097	CHEMBL92	CID000148123
CHEMBL354541	282991	282991	CHEMBL354541	CID009853053
CHEMBL36	2080	2080	CHEMBL36	CID000004993
CHEMBL364143	316276	316276	CHEMBL364143	CID005386092
CHEMBL364375	308648	308648	CHEMBL364375	CID005282380
CHEMBL365795	317367	317367	CHEMBL365795	CID000005468
CHEMBL3707306	2039277	1379445	CHEMBL2107175	CID006918182
CHEMBL370805	333370	333370	CHEMBL370805	CID000446220
CHEMBL374731	366271	366271	CHEMBL374731	CID000159269
CHEMBL374975	372428	372428	CHEMBL374975	CID003000226
CHEMBL376185	371539	371539	CHEMBL376185	CID000029029
CHEMBL376359	377721	377721	CHEMBL376359	CID011450633
CHEMBL376464	365103	28853	CHEMBL22969	CID000241902
CHEMBL376488	373981	373981	CHEMBL376488	CID005388906
CHEMBL38	2208	2208	CHEMBL38	CID000444795
CHEMBL384467	365281	365281	CHEMBL384467	CID000005743
CHEMBL385517	360723	360723	CHEMBL385517	CID011243969
CHEMBL386389	6343	6343	CHEMBL386389	CID005280754
CHEMBL386630	364520	364520	CHEMBL386630	CID000006013
CHEMBL387326	371643	371643	CHEMBL387326	CID000008549
CHEMBL3890185	2099556	675145	CHEMBL1201194	CID006419957
CHEMBL389621	374052	374052	CHEMBL389621	CID000005754
CHEMBL393220	407354	417180	CHEMBL1487	CID000060822
CHEMBL395429	392195	392195	CHEMBL395429	CID000439302
CHEMBL397420	394206	394206	CHEMBL397420	CID054676537
CHEMBL398435	416772	416772	CHEMBL398435	CID009871419
CHEMBL398707	419580	419580	CHEMBL398707	CID005284570
CHEMBL3989514	2197385	5985	CHEMBL481	CID000060837
CHEMBL3989517	2197388	1277157	CHEMBL1945778	CID003086674
CHEMBL3989698	2197569	2197714	CHEMBL3989843	CID000026069
CHEMBL4	146	146	CHEMBL4	CID000004583
CHEMBL40	2217	2217	CHEMBL40	CID000004763
CHEMBL404271	436875	436875	CHEMBL404271	CID000041774
CHEMBL404822	221017	221017	CHEMBL404822	CID016129688
CHEMBL405	543	543	CHEMBL405	CID000003007
CHEMBL406	619	619	CHEMBL406	CID000003702
CHEMBL407	635	635	CHEMBL407	CID000003373
CHEMBL4071215	2211126	2211126	CHEMBL4071215	CID000019090
CHEMBL4071327	2211238	2211238	CHEMBL4071327	CID025081014
CHEMBL4073796	2213707	2213707	CHEMBL4073796	CID000037720
CHEMBL408	666	666	CHEMBL408	CID000005591
CHEMBL4084119	2224030	2224030	CHEMBL4084119	CID016134956
CHEMBL408513	435188	435188	CHEMBL408513	CID006918638
CHEMBL409	717	717	CHEMBL409	CID000002375
CHEMBL41	2223	2223	CHEMBL41	CID000003386
CHEMBL4117512	2256863	2256863	CHEMBL4117512	CID009579578
CHEMBL413	923	923	CHEMBL413	CID005284616
CHEMBL41355	61945	61945	CHEMBL41355	CID000121892
CHEMBL414357	390990	390990	CHEMBL414357	CID016157882
CHEMBL415	996	996	CHEMBL415	CID000002801
CHEMBL415606	237139	237139	CHEMBL415606	CID016136245
CHEMBL416	1063	1063	CHEMBL416	CID000004114
CHEMBL416146	6706	6706	CHEMBL416146	CID000123619
CHEMBL417	1114	1114	CHEMBL417	CID000041867
CHEMBL419	1148	1148	CHEMBL419	CID000003998
CHEMBL419213	189204	230659	CHEMBL1237	CID005362118
CHEMBL422	1325	1325	CHEMBL422	CID000005566
CHEMBL423	1354	1354	CHEMBL423	CID000002369
CHEMBL424	1362	1362	CHEMBL424	CID000000338
CHEMBL427	1470	1470	CHEMBL427	CID000004033
CHEMBL427069	372657	372657	CHEMBL427069	CID006321411
CHEMBL427216	346895	346895	CHEMBL427216	CID000003475
CHEMBL427947	23721	23721	CHEMBL427947	CID000002019
CHEMBL429	1785	1785	CHEMBL429	CID000003869
CHEMBL429910	441579	441579	CHEMBL429910	CID009887712
CHEMBL43	2580	2580	CHEMBL43	CID000002179
CHEMBL430	1853	1853	CHEMBL430	CID009571107
CHEMBL430483	162977	162977	CHEMBL430483	CID000040976
CHEMBL434	1994	1994	CHEMBL434	CID000003779
CHEMBL434394	27569	27569	CHEMBL434394	CID000071301
CHEMBL43452	63100	63100	CHEMBL43452	CID000134780
CHEMBL435	2045	2045	CHEMBL435	CID000003639
CHEMBL439	2131	2131	CHEMBL439	CID000005215
CHEMBL440464	27418	27418	CHEMBL440464	CID000000942
CHEMBL442	2203	2203	CHEMBL442	CID000008223
CHEMBL443	2247	2247	CHEMBL443	CID000005329
CHEMBL443052	353270	353270	CHEMBL443052	CID011499245
CHEMBL44354	61682	61682	CHEMBL44354	CID005481173
CHEMBL445	2262	2262	CHEMBL445	CID000004543
CHEMBL44657	68607	68607	CHEMBL44657	CID000036462
CHEMBL447	2326	2326	CHEMBL447	CID000005193
CHEMBL448	2327	2327	CHEMBL448	CID000004737
CHEMBL449	2393	2393	CHEMBL449	CID000002479
CHEMBL45	3012	3012	CHEMBL45	CID000000896
CHEMBL450449	493099	493099	CHEMBL450449	CID000108150
CHEMBL451887	520664	520664	CHEMBL451887	CID011556711
CHEMBL452	2465	2465	CHEMBL452	CID000002802
CHEMBL452231	453046	453046	CHEMBL452231	CID000452548
CHEMBL454446	506444	506444	CHEMBL454446	CID006437877
CHEMBL455	2525	2525	CHEMBL455	CID000005320
CHEMBL456	2654	2654	CHEMBL456	CID000003278
CHEMBL457	2994	2994	CHEMBL457	CID000003463
CHEMBL457547	500520	500520	CHEMBL457547	CID000477468
CHEMBL46	3183	3183	CHEMBL46	CID000004595
CHEMBL460	3799	3799	CHEMBL460	CID000023897
CHEMBL460026	446432	446432	CHEMBL460026	CID000446284
CHEMBL463	4011	4011	CHEMBL463	CID000002148
CHEMBL465	4496	4496	CHEMBL465	CID000016078
CHEMBL465026	458338	458338	CHEMBL465026	CID000004450
CHEMBL467	4730	4730	CHEMBL467	CID000003657
CHEMBL468	5028	5028	CHEMBL468	CID000005426
CHEMBL469	5080	5080	CHEMBL469	CID000003826
CHEMBL471	5528	5528	CHEMBL471	CID000005253
CHEMBL471737	448872	448872	CHEMBL471737	CID000132999
CHEMBL472	5582	5582	CHEMBL472	CID000003488
CHEMBL473	5638	5638	CHEMBL473	CID000071329
CHEMBL473417	460092	460092	CHEMBL473417	CID024776445
CHEMBL477	5797	5797	CHEMBL477	CID000060961
CHEMBL477772	489525	489525	CHEMBL477772	CID010113978
CHEMBL479	5970	5970	CHEMBL479	CID000005452
CHEMBL480	5975	5975	CHEMBL480	CID000003883
CHEMBL483	6012	6012	CHEMBL483	CID000464205
CHEMBL48361	75302	75302	CHEMBL48361	CID000216210
CHEMBL484	6078	6078	CHEMBL484	CID000060172
CHEMBL485	6167	6167	CHEMBL485	CID005284371
CHEMBL487253	453911	453911	CHEMBL487253	CID000065628
CHEMBL488	6317	6317	CHEMBL488	CID000002145
